sample_site,x,y,sample_comment,sample_type,date,pce_µg_l
U3-43,427201.9399,6654937.888,U3-43,Grab sample,2017-05-15,23
U3-43_2,427179.3214,6654939.049,U3-43_2,Grab sample,2018-03-19,31
U3-43_3,427201.8514,6654937.603,U3-43_3,Grab sample,2018-05-16,17
U3-44,427202.8832,6654937.596,U3-44,Grab sample,2017-05-15,18
U3-44_2,427181.3839,6654943.296,U3-44_2,Grab sample,2018-03-19,83
U3-44_3,427202.5496,6654937.358,U3-44_3,Grab sample,2018-05-16,9.2
U3-45,427203.536,6654936.841,U3-45,Grab sample,2017-05-15,18
U3-45_2,427180.1627,6654938.609,U3-45_2,Grab sample,2018-03-19,30
U3-45_3,427203.0758,6654936.442,U3-45_3,Grab sample,2018-05-16,11
U3-46,427204.1891,6654936.097,U3-46,Grab sample,2017-05-15,18
U3-46_2,427182.3283,6654942.969,U3-46_2,Grab sample,2018-03-19,52
U3-46_3,427203.6058,6654935.7,U3-46_3,Grab sample,2018-05-16,14
U3-47,427204.8519,6654935.342,U3-47,Grab sample,2017-05-15,18
U3-47_2,427181.075,6654938.388,U3-47_2,Grab sample,2018-03-19,30
U3-47_3,427204.1848,6654934.865,U3-47_3,Grab sample,2018-05-16,13
U3-48,427205.5047,6654934.587,U3-48,Grab sample,2017-05-15,18
U3-48_2,427183.2728,6654942.642,U3-48_2,Grab sample,2018-03-19,38
U3-48_3,427204.8376,6654934.11,U3-48_3,Grab sample,2018-05-16,11
U3-49,427206.1471,6654933.812,U3-49,Grab sample,2017-05-15,18
U3-49_2,427182.0153,6654938.255,U3-49_2,Grab sample,2018-03-19,31
U3-49_3,427205.48,6654933.336,U3-49_3,Grab sample,2018-05-16,13
U3-50,427206.7797,6654933.048,U3-50,Grab sample,2017-05-15,18
U3-50_2,427184.2227,6654942.331,U3-50_2,Grab sample,2018-03-19,33
U3-50_3,427206.1126,6654932.571,U3-50_3,Grab sample,2018-05-16,13
U3-51,427207.4121,6654932.274,U3-51,Grab sample,2017-05-15,17
U3-51_2,427182.9555,6654938.121,U3-51_2,Grab sample,2018-03-19,30
U3-51_3,427206.745,6654931.797,U3-51_3,Grab sample,2018-05-16,12
U3-52,427208.0445,6654931.5,U3-52,Grab sample,2017-05-15,17
U3-52_2,427185.1829,6654942.053,U3-52_2,Grab sample,2018-03-19,40
U3-52_3,427207.3773,6654931.023,U3-52_3,Grab sample,2018-05-16,13
U3-53,427208.6869,6654930.725,U3-53,Grab sample,2017-05-15,17
U3-53_2,427183.8957,6654937.988,U3-53_2,Grab sample,2018-03-19,28
U3-53_3,427208.0197,6654930.248,U3-53_3,Grab sample,2018-05-16,13
U3-54,427209.3193,6654929.951,U3-54,Grab sample,2017-05-15,18
U3-54_2,427186.1433,6654941.776,U3-54_2,Grab sample,2018-03-19,45
U3-54_3,427208.6521,6654929.474,U3-54_3,Grab sample,2018-05-16,10
U3-55,427209.9517,6654929.177,U3-55,Grab sample,2017-05-15,17
U3-55_2,427184.836,6654937.854,U3-55_2,Grab sample,2018-03-19,29
U3-55_3,427209.2845,6654928.7,U3-55_3,Grab sample,2018-05-16,13
U3-56,427210.584,6654928.402,U3-56,Grab sample,2017-05-15,19
U3-56_2,427187.1035,6654941.498,U3-56_2,Grab sample,2018-03-19,73
U3-56_3,427209.9169,6654927.925,U3-56_3,Grab sample,2018-05-16,12
U3-57,427211.2471,6654927.657,U3-57,Grab sample,2017-05-15,19
U3-57_2,427185.7762,6654937.72,U3-57_2,Grab sample,2018-03-19,15
U3-57_3,427210.5799,6654927.18,U3-57_3,Grab sample,2018-05-16,14
U3-58,427211.9101,6654926.912,U3-58,Grab sample,2017-05-15,18
U3-58_2,427188.0638,6654941.219,U3-58_2,Grab sample,2018-03-19,60
U3-58_3,427211.243,6654926.435,U3-58_3,Grab sample,2018-05-16,14
U3-59,427212.573,6654926.157,U3-59,Grab sample,2017-05-15,18
U3-59_2,427186.7164,6654937.587,U3-59_2,Grab sample,2018-03-19,29
U3-59_3,427211.9058,6654925.68,U3-59_3,Grab sample,2018-05-16,13
U3-60,427213.236,6654925.412,U3-60,Grab sample,2017-05-15,19
U3-60_2,427189.0174,6654940.921,U3-60_2,Grab sample,2018-03-19,76
U3-60_3,427212.526,6654924.854,U3-60_3,Grab sample,2018-05-16,15
U3-61,427213.8991,6654924.667,U3-61,Grab sample,2017-05-15,20
U3-61_2,427187.6567,6654937.453,U3-61_2,Grab sample,2018-03-19,21
U3-61_3,427212.8993,6654923.993,U3-61_3,Grab sample,2018-05-16,11
U3-62,427214.491,6654923.874,U3-62,Grab sample,2017-05-15,18
U3-62_2,427189.9522,6654940.567,U3-62_2,Grab sample,2018-03-19,59
U3-62_3,427213.4894,6654923.118,U3-62_3,Grab sample,2018-05-16,12
U3-63,427214.8699,6654922.945,U3-63,Grab sample,2017-05-15,21
U3-63_2,427188.5969,6654937.319,U3-63_2,Grab sample,2018-03-19,27
U3-63_3,427214.2028,6654922.469,U3-63_3,Grab sample,2018-05-16,14
U3-64,427215.2488,6654922.017,U3-64,Grab sample,2017-05-15,21
U3-64_2,427190.887,6654940.213,U3-64_2,Grab sample,2018-03-19,29
U3-64_3,427214.5817,6654921.54,U3-64_3,Grab sample,2018-05-16,15
U3-65,427215.628,6654921.098,U3-65,Grab sample,2017-05-15,20
U3-65_2,427189.5372,6654937.186,U3-65_2,Grab sample,2018-03-19,24
U3-65_3,427214.9608,6654920.622,U3-65_3,Grab sample,2018-05-16,14
U3-66,427216.0069,6654920.17,U3-66,Grab sample,2017-05-15,22
U3-66_2,427191.8218,6654939.859,U3-66_2,Grab sample,2018-03-19,43
U3-66_3,427215.3397,6654919.693,U3-66_3,Grab sample,2018-05-16,15
U3-67,427216.3758,6654919.242,U3-67,Grab sample,2017-05-15,19
U3-67_2,427190.4773,6654937.052,U3-67_2,Grab sample,2018-03-19,31
U3-67_3,427215.7086,6654918.765,U3-67_3,Grab sample,2018-05-16,13
U3-68,427216.7145,6654918.304,U3-68,Grab sample,2017-05-15,19
U3-68_2,427192.7566,6654939.505,U3-68_2,Grab sample,2018-03-19,24
U3-68_3,427216.0473,6654917.827,U3-68_3,Grab sample,2018-05-16,13
U3-69,427217.0632,6654917.366,U3-69,Grab sample,2017-05-15,18
U3-69_2,427191.3786,6654936.782,U3-69_2,Grab sample,2018-03-19,28
U3-69_3,427216.396,6654916.889,U3-69_3,Grab sample,2018-05-16,8.8
U3-70,427217.4019,6654916.429,U3-70,Grab sample,2017-05-15,18
U3-70_2,427193.6914,6654939.151,U3-70_2,Grab sample,2018-03-19,24
U3-70_3,427216.7347,6654915.952,U3-70_3,Grab sample,2018-05-16,9.8
U3-71_2,427192.2474,6654936.399,U3-71_2,Grab sample,2018-03-19,26
U3-71_3,427217.1401,6654915.251,U3-71_3,Grab sample,2018-05-16,10
U3-72_2,427194.6262,6654938.796,U3-72_2,Grab sample,2018-03-19,29
U3-72_3,427217.3453,6654914.204,U3-72_3,Grab sample,2018-05-16,9.4
U3-73_2,427193.1162,6654936.015,U3-73_2,Grab sample,2018-03-19,18
U3-73_3,427217.7555,6654913.153,U3-73_3,Grab sample,2018-05-16,10
U3-74_2,427195.561,6654938.442,U3-74_2,Grab sample,2018-03-19,20
U3-74_3,427218.519,6654912.121,U3-74_3,Grab sample,2018-05-16,9.9
U3-75_2,427193.9851,6654935.632,U3-75_2,Grab sample,2018-03-19,32
U3-75_3,427219.893,6654911.385,U3-75_3,Grab sample,2018-05-16,10
U3-76_2,427196.4958,6654938.088,U3-76_2,Grab sample,2018-03-19,23
U3-76_3,427162.14,6654942.16,U3-76_3,Grab sample,2018-05-16,18
U3-77_2,427194.854,6654935.249,U3-77_2,Grab sample,2018-03-19,31
U3-77_3,427163.0558,6654941.979,U3-77_3,Grab sample,2018-05-16,18
U3-78_2,427197.4433,6654937.791,U3-78_2,Grab sample,2018-03-19,29
U3-78_3,427163.9928,6654941.848,U3-78_3,Grab sample,2018-05-16,17
U3-79_2,427195.7228,6654934.865,U3-79_2,Grab sample,2018-03-19,31
U3-79_3,427164.9306,6654941.757,U3-79_3,Grab sample,2018-05-16,17
U3-80_2,427198.4401,6654937.715,U3-80_2,Grab sample,2018-03-19,25
U3-80_3,427165.8557,6654941.986,U3-80_3,Grab sample,2018-05-16,19
U3-81_2,427196.5917,6654934.481,U3-81_2,Grab sample,2018-03-19,37
U3-81_3,427166.7762,6654942.01,U3-81_3,Grab sample,2018-05-16,21
U3-82_2,427199.4367,6654937.638,U3-82_2,Grab sample,2018-03-19,26
U3-82_3,427167.6885,6654942.116,U3-82_3,Grab sample,2018-05-16,19
U3-83_2,427197.4762,6654934.144,U3-83_2,Grab sample,2018-03-19,25
U3-83_3,427168.576,6654942.052,U3-83_3,Grab sample,2018-05-16,19
U3-84_2,427200.4336,6654937.563,U3-84_2,Grab sample,2018-03-19,24
U3-84_3,427169.5243,6654941.981,U3-84_3,Grab sample,2018-05-16,19
U3-85_2,427198.3974,6654933.913,U3-85_2,Grab sample,2018-03-19,22
U3-85_3,427170.4728,6654941.919,U3-85_3,Grab sample,2018-05-16,19
U3-86_2,427201.4304,6654937.487,U3-86_2,Grab sample,2018-03-19,23
U3-86_3,427171.4098,6654941.788,U3-86_3,Grab sample,2018-05-16,20
U3-87_2,427199.3185,6654933.681,U3-87_2,Grab sample,2018-03-19,21
U3-87_3,427172.3343,6654941.547,U3-87_3,Grab sample,2018-05-16,18
U3-88_2,427202.4272,6654937.412,U3-88_2,Grab sample,2018-03-19,20
U3-88_3,427173.2487,6654941.306,U3-88_3,Grab sample,2018-05-16,17
U3-89_2,427200.2397,6654933.45,U3-89_2,Grab sample,2018-03-19,22
U3-89_3,427174.163,6654941.055,U3-89_3,Grab sample,2018-05-16,17
U3-90_2,427203.1585,6654936.792,U3-90_2,Grab sample,2018-03-19,19
U3-90_3,427175.0663,6654940.765,U3-90_3,Grab sample,2018-05-16,18
U3-91_3,427175.87,6654940.532,U3-91_3,Grab sample,2018-05-16,18
U3-92_3,427176.7935,6654940.163,U3-92_3,Grab sample,2018-05-16,19
U3-93_3,427177.6381,6654939.929,U3-93_3,Grab sample,2018-05-16,19
U3-94_3,427178.4781,6654939.49,U3-94_3,Grab sample,2018-05-16,16
U3-95_3,427179.3181,6654939.051,U3-95_3,Grab sample,2018-05-16,16
U3-96_3,427180.1581,6654938.612,U3-96_3,Grab sample,2018-05-16,16
U3-97_3,427181.073,6654938.391,U3-97_3,Grab sample,2018-05-16,18
U3-98_3,427181.9771,6654938.178,U3-98_3,Grab sample,2018-05-16,14
U3-99_3,427182.9129,6654937.996,U3-99_3,Grab sample,2018-05-16,17
