 point             x              y              z          zone  nugget  sill            a_hmax         a_hmin         a_vert        ang1      ang2      ang3
 PPC0233        427440.000    6655100.000        142.522       1   0.0    1.0                  28.800         28.800          7.145   0.0       0.0       0.0
 PPC0234        427440.000    6655130.000        142.673       1   0.0    1.0                  28.800         28.800          6.886   0.0       0.0       0.0
 PPC0235        427440.000    6655160.000        143.252       1   0.0    1.0                  28.800         28.800          6.851   0.0       0.0       0.0
 PPC0236        427440.000    6655190.000        144.378       1   0.0    1.0                  28.800         28.800          6.749   0.0       0.0       0.0
 PPC0237        427440.000    6655220.000        145.391       1   0.0    1.0                  28.800         28.800          6.591   0.0       0.0       0.0
 PPC0238        427440.000    6655250.000        145.754       1   0.0    1.0                  28.800         28.800          6.246   0.0       0.0       0.0
 PPC0239        427440.000    6655280.000        146.369       1   0.0    1.0                  28.800         28.800          7.644   0.0       0.0       0.0
 PPC0240        427470.000    6654890.000        138.573       1   0.0    1.0                  28.800         28.800          5.851   0.0       0.0       0.0
 PPC0241        427470.000    6654920.000        136.581       1   0.0    1.0                  28.800         28.800          4.116   0.0       0.0       0.0
 PPC0242        427470.000    6654950.000        138.840       1   0.0    1.0                  28.800         28.800          6.540   0.0       0.0       0.0
 PPC0243        427470.000    6654980.000        141.046       1   0.0    1.0                  28.800         28.800          8.483   0.0       0.0       0.0
 PPC0244        427470.000    6655010.000        141.059       1   0.0    1.0                  28.800         28.800          7.766   0.0       0.0       0.0
 PPC0245        427470.000    6655040.000        142.453       1   0.0    1.0                  28.800         28.800          7.414   0.0       0.0       0.0
 PPC0246        427470.000    6655070.000        143.044       1   0.0    1.0                  28.800         28.800          6.568   0.0       0.0       0.0
 PPC0247        427470.000    6655100.000        143.758       1   0.0    1.0                  28.800         28.800          7.096   0.0       0.0       0.0
 PPC0248        427470.000    6655130.000        143.905       1   0.0    1.0                  28.800         28.800          7.139   0.0       0.0       0.0
 PPC0249        427470.000    6655160.000        144.145       1   0.0    1.0                  28.800         28.800          7.375   0.0       0.0       0.0
 PPC0250        427470.000    6655190.000        144.930       1   0.0    1.0                  28.800         28.800          7.318   0.0       0.0       0.0
 PPC0251        427470.000    6655220.000        145.875       1   0.0    1.0                  28.800         28.800          6.989   0.0       0.0       0.0
 PPC0252        427470.000    6655250.000        146.827       1   0.0    1.0                  28.800         28.800          6.699   0.0       0.0       0.0
 PPC0253        427470.000    6655280.000        147.197       1   0.0    1.0                  31.782         31.782          7.062   0.0       0.0       0.0
 PPC0254        427500.000    6654890.000        144.349       1   0.0    1.0                  31.782         31.782          8.558   0.0       0.0       0.0
 PPC0255        427500.000    6654920.000        139.132       1   0.0    1.0                  28.800         28.800          4.675   0.0       0.0       0.0
 PPC0256        427500.000    6654950.000        136.797       1   0.0    1.0                  28.800         28.800          4.194   0.0       0.0       0.0
 PPC0257        427500.000    6654980.000        136.523       1   0.0    1.0                  28.800         28.800          4.870   0.0       0.0       0.0
 PPC0258        427500.000    6655010.000        136.839       1   0.0    1.0                  28.800         28.800          5.133   0.0       0.0       0.0
 PPC0259        427500.000    6655040.000        138.853       1   0.0    1.0                  28.800         28.800          5.543   0.0       0.0       0.0
 PPC0260        427500.000    6655070.000        142.691       1   0.0    1.0                  28.800         28.800          6.518   0.0       0.0       0.0
 PPC0261        427500.000    6655100.000        143.736       1   0.0    1.0                  28.800         28.800          6.909   0.0       0.0       0.0
 PPC0262        427500.000    6655130.000        144.360       1   0.0    1.0                  28.800         28.800          6.802   0.0       0.0       0.0
 PPC0263        427500.000    6655160.000        145.363       1   0.0    1.0                  28.800         28.800          7.630   0.0       0.0       0.0
 PPC0264        427500.000    6655190.000        146.108       1   0.0    1.0                  28.800         28.800          7.768   0.0       0.0       0.0
 PPC0265        427500.000    6655220.000        147.152       1   0.0    1.0                  28.800         28.800          7.558   0.0       0.0       0.0
 PPC0266        427500.000    6655250.000        147.634       1   0.0    1.0                  31.782         31.782          7.886   0.0       0.0       0.0
 PPC0267        427530.000    6654920.000        145.202       1   0.0    1.0                  31.782         31.782          9.092   0.0       0.0       0.0
 PPC0268        427530.000    6654950.000        142.857       1   0.0    1.0                  28.800         28.800          8.048   0.0       0.0       0.0
 PPC0269        427530.000    6654980.000        142.292       1   0.0    1.0                  28.800         28.800          7.155   0.0       0.0       0.0
 PPC0270        427530.000    6655010.000        141.999       1   0.0    1.0                  28.800         28.800          7.175   0.0       0.0       0.0
 PPC0271        427530.000    6655040.000        142.763       1   0.0    1.0                  28.800         28.800          7.199   0.0       0.0       0.0
 PPC0272        427530.000    6655070.000        141.825       1   0.0    1.0                  28.800         28.800          5.407   0.0       0.0       0.0
 PPC0273        427530.000    6655100.000        140.706       1   0.0    1.0                  28.800         28.800          4.563   0.0       0.0       0.0
 PPC0274        427530.000    6655130.000        144.629       1   0.0    1.0                  28.800         28.800          7.115   0.0       0.0       0.0
 PPC0275        427530.000    6655160.000        146.331       1   0.0    1.0                  28.800         28.800          7.550   0.0       0.0       0.0
 PPC0276        427530.000    6655190.000        147.628       1   0.0    1.0                  28.800         28.800          7.835   0.0       0.0       0.0
 PPC0277        427530.000    6655220.000        148.217       1   0.0    1.0                  31.782         31.782          8.832   0.0       0.0       0.0
 PPC0278        427560.000    6654980.000        144.583       1   0.0    1.0                  31.782         31.782          8.021   0.0       0.0       0.0
 PPC0279        427560.000    6655010.000        145.871       1   0.0    1.0                  28.800         28.800          7.878   0.0       0.0       0.0
 PPC0280        427560.000    6655040.000        148.407       1   0.0    1.0                  28.800         28.800          9.688   0.0       0.0       0.0
 PPC0281        427560.000    6655070.000        145.743       1   0.0    1.0                  28.800         28.800          7.984   0.0       0.0       0.0
 PPC0282        427560.000    6655100.000        141.188       1   0.0    1.0                  28.800         28.800          4.205   0.0       0.0       0.0
 PPC0283        427560.000    6655130.000        142.681       1   0.0    1.0                  28.800         28.800          5.120   0.0       0.0       0.0
 PPC0284        427560.000    6655160.000        147.088       1   0.0    1.0                  28.800         28.800          7.611   0.0       0.0       0.0
 PPC0285        427560.000    6655190.000        147.852       1   0.0    1.0                  31.782         31.782          8.138   0.0       0.0       0.0
 PPC0286        427590.000    6655010.000        148.711       1   0.0    1.0                  31.782         31.782          8.833   0.0       0.0       0.0
 PPC0287        427590.000    6655040.000        148.512       1   0.0    1.0                  28.800         28.800          9.208   0.0       0.0       0.0
 PPC0288        427590.000    6655070.000        147.254       1   0.0    1.0                  28.800         28.800          7.472   0.0       0.0       0.0
 PPC0289        427590.000    6655100.000        143.013       1   0.0    1.0                  28.800         28.800          4.990   0.0       0.0       0.0
 PPC0290        427590.000    6655130.000        141.472       1   0.0    1.0                  28.800         28.800          3.557   0.0       0.0       0.0
 PPC0291        427590.000    6655160.000        146.270       1   0.0    1.0                  31.782         31.782          7.774   0.0       0.0       0.0
 PPC0292        427620.000    6655070.000        147.548       1   0.0    1.0                  31.782         31.782          8.145   0.0       0.0       0.0
 PPC0293        427620.000    6655100.000        144.755       1   0.0    1.0                  28.800         28.800          6.930   0.0       0.0       0.0
 PPC0294        427620.000    6655130.000        141.509       1   0.0    1.0                  31.782         31.782          4.159   0.0       0.0       0.0
 PPC0295        426900.000    6654800.000        120.970       1   0.0    1.0                  31.782         31.782          5.529   0.0       0.0       0.0
 PPC0296        426900.000    6654830.000        121.889       1   0.0    1.0                  28.800         28.800          5.597   0.0       0.0       0.0
 PPC0297        426900.000    6654860.000        123.053       1   0.0    1.0                  28.800         28.800          5.358   0.0       0.0       0.0
 PPC0298        426900.000    6654890.000        124.097       1   0.0    1.0                  31.782         31.782          5.098   0.0       0.0       0.0
 PPC0299        426930.000    6654770.000        120.723       1   0.0    1.0                  31.782         31.782          6.487   0.0       0.0       0.0
 PPC0300        426930.000    6654800.000        120.815       1   0.0    1.0                  28.800         28.800          5.843   0.0       0.0       0.0
 PPC0301        426930.000    6654830.000        121.369       1   0.0    1.0                  28.800         28.800          5.507   0.0       0.0       0.0
 PPC0302        426930.000    6654860.000        122.941       1   0.0    1.0                  28.800         28.800          5.817   0.0       0.0       0.0
 PPC0303        426930.000    6654890.000        124.412       1   0.0    1.0                  28.800         28.800          5.010   0.0       0.0       0.0
 PPC0304        426930.000    6654920.000        125.113       1   0.0    1.0                  31.782         31.782          5.197   0.0       0.0       0.0
 PPC0305        426960.000    6654740.000        120.860       1   0.0    1.0                  31.782         31.782          6.402   0.0       0.0       0.0
 PPC0306        426960.000    6654770.000        120.642       1   0.0    1.0                  28.800         28.800          5.681   0.0       0.0       0.0
 PPC0307        426960.000    6654800.000        120.782       1   0.0    1.0                  28.800         28.800          5.842   0.0       0.0       0.0
 PPC0308        426960.000    6654830.000        121.418       1   0.0    1.0                  28.800         28.800          6.316   0.0       0.0       0.0
 PPC0309        426960.000    6654860.000        122.809       1   0.0    1.0                  28.800         28.800          6.029   0.0       0.0       0.0
 PPC0310        426960.000    6654890.000        124.455       1   0.0    1.0                  28.800         28.800          5.165   0.0       0.0       0.0
 PPC0311        426960.000    6654920.000        125.655       1   0.0    1.0                  28.800         28.800          4.054   0.0       0.0       0.0
 PPC0312        426960.000    6654950.000        126.293       1   0.0    1.0                  31.782         31.782          4.153   0.0       0.0       0.0
 PPC0313        426990.000    6654710.000        121.256       1   0.0    1.0                  31.782         31.782          6.329   0.0       0.0       0.0
 PPC0314        426990.000    6654740.000        120.803       1   0.0    1.0                  28.800         28.800          5.672   0.0       0.0       0.0
 PPC0315        426990.000    6654770.000        120.549       1   0.0    1.0                  28.800         28.800          5.736   0.0       0.0       0.0
 PPC0316        426990.000    6654800.000        120.788       1   0.0    1.0                  28.800         28.800          5.916   0.0       0.0       0.0
 PPC0317        426990.000    6654830.000        121.623       1   0.0    1.0                  28.800         28.800          6.275   0.0       0.0       0.0
 PPC0318        426990.000    6654860.000        122.820       1   0.0    1.0                  28.800         28.800          6.103   0.0       0.0       0.0
 PPC0319        426990.000    6654890.000        124.148       1   0.0    1.0                  28.800         28.800          5.407   0.0       0.0       0.0
 PPC0320        426990.000    6654920.000        125.642       1   0.0    1.0                  28.800         28.800          4.219   0.0       0.0       0.0
 PPC0321        426990.000    6654950.000        126.271       1   0.0    1.0                  28.800         28.800          3.556   0.0       0.0       0.0
 PPC0322        426990.000    6654980.000        126.618       1   0.0    1.0                  31.782         31.782          4.048   0.0       0.0       0.0
 PPC0323        427020.000    6654710.000        120.867       1   0.0    1.0                  28.800         28.800          5.396   0.0       0.0       0.0
 PPC0324        427020.000    6654740.000        121.024       1   0.0    1.0                  28.800         28.800          5.546   0.0       0.0       0.0
 PPC0325        427020.000    6654770.000        120.559       1   0.0    1.0                  28.800         28.800          5.719   0.0       0.0       0.0
 PPC0326        427020.000    6654800.000        120.718       1   0.0    1.0                  28.800         28.800          5.943   0.0       0.0       0.0
 PPC0327        427020.000    6654830.000        121.476       1   0.0    1.0                  28.800         28.800          6.479   0.0       0.0       0.0
 PPC0328        427020.000    6654860.000        122.673       1   0.0    1.0                  28.800         28.800          6.305   0.0       0.0       0.0
 PPC0329        427020.000    6654890.000        123.993       1   0.0    1.0                  28.800         28.800          5.591   0.0       0.0       0.0
 PPC0330        427020.000    6654920.000        124.977       1   0.0    1.0                  28.800         28.800          4.786   0.0       0.0       0.0
 PPC0331        427020.000    6654950.000        125.959       1   0.0    1.0                  28.800         28.800          3.848   0.0       0.0       0.0
 PPC0332        427020.000    6654980.000        126.244       1   0.0    1.0                  28.800         28.800          3.824   0.0       0.0       0.0
 PPC0333        427020.000    6655010.000        126.421       1   0.0    1.0                  31.782         31.782          4.496   0.0       0.0       0.0
 PPC0334        427050.000    6654710.000        121.152       1   0.0    1.0                  28.800         28.800          5.564   0.0       0.0       0.0
 PPC0335        427050.000    6654740.000        120.706       1   0.0    1.0                  28.800         28.800          5.860   0.0       0.0       0.0
 PPC0336        427050.000    6654770.000        120.558       1   0.0    1.0                  28.800         28.800          5.756   0.0       0.0       0.0
 PPC0337        427050.000    6654800.000        120.705       1   0.0    1.0                  28.800         28.800          6.167   0.0       0.0       0.0
 PPC0338        427050.000    6654830.000        121.528       1   0.0    1.0                  28.800         28.800          6.641   0.0       0.0       0.0
 PPC0339        427050.000    6654860.000        122.585       1   0.0    1.0                  28.800         28.800          6.509   0.0       0.0       0.0
 PPC0340        427050.000    6654890.000        123.745       1   0.0    1.0                  28.800         28.800          5.820   0.0       0.0       0.0
 PPC0341        427050.000    6654920.000        124.643       1   0.0    1.0                  28.800         28.800          4.862   0.0       0.0       0.0
 PPC0342        427050.000    6654950.000        125.213       1   0.0    1.0                  28.800         28.800          4.279   0.0       0.0       0.0
 PPC0343        427050.000    6654980.000        125.691       1   0.0    1.0                  28.800         28.800          4.208   0.0       0.0       0.0
 PPC0344        427050.000    6655010.000        126.027       1   0.0    1.0                  28.800         28.800          4.380   0.0       0.0       0.0
 PPC0345        427080.000    6654710.000        121.689       1   0.0    1.0                  28.800         28.800          5.489   0.0       0.0       0.0
 PPC0346        427080.000    6654740.000        121.386       1   0.0    1.0                  28.800         28.800          5.709   0.0       0.0       0.0
 PPC0347        427080.000    6654770.000        120.818       1   0.0    1.0                  28.800         28.800          6.004   0.0       0.0       0.0
 PPC0348        427080.000    6654800.000        121.059       1   0.0    1.0                  28.800         28.800          6.281   0.0       0.0       0.0
 PPC0349        427080.000    6654830.000        121.811       1   0.0    1.0                  28.800         28.800          6.820   0.0       0.0       0.0
 PPC0350        427080.000    6654860.000        122.852       1   0.0    1.0                  28.800         28.800          6.644   0.0       0.0       0.0
 PPC0351        427080.000    6654890.000        123.803       1   0.0    1.0                  28.800         28.800          5.946   0.0       0.0       0.0
 PPC0352        427080.000    6654920.000        124.576       1   0.0    1.0                  28.800         28.800          5.084   0.0       0.0       0.0
 PPC0353        427080.000    6654950.000        124.999       1   0.0    1.0                  28.800         28.800          4.355   0.0       0.0       0.0
 PPC0354        427080.000    6654980.000        125.163       1   0.0    1.0                  28.800         28.800          4.867   0.0       0.0       0.0
 PPC0355        427080.000    6655010.000        125.693       1   0.0    1.0                  28.800         28.800          4.818   0.0       0.0       0.0
 PPC0356        427110.000    6654710.000        122.233       1   0.0    1.0                  28.800         28.800          5.313   0.0       0.0       0.0
 PPC0357        427110.000    6654740.000        122.202       1   0.0    1.0                  28.800         28.800          5.413   0.0       0.0       0.0
 PPC0358        427110.000    6654770.000        121.974       1   0.0    1.0                  28.800         28.800          5.632   0.0       0.0       0.0
 PPC0359        427110.000    6654800.000        121.933       1   0.0    1.0                  28.800         28.800          6.101   0.0       0.0       0.0
 PPC0360        427110.000    6654830.000        122.623       1   0.0    1.0                  28.800         28.800          6.702   0.0       0.0       0.0
 PPC0361        427110.000    6654860.000        123.577       1   0.0    1.0                  28.800         28.800          6.595   0.0       0.0       0.0
 PPC0362        427110.000    6654890.000        124.360       1   0.0    1.0                  28.800         28.800          6.058   0.0       0.0       0.0
 PPC0363        427110.000    6654920.000        124.913       1   0.0    1.0                  28.800         28.800          5.267   0.0       0.0       0.0
 PPC0364        427110.000    6654950.000        125.102       1   0.0    1.0                  28.800         28.800          4.564   0.0       0.0       0.0
 PPC0365        427110.000    6654980.000        125.334       1   0.0    1.0                  28.800         28.800          5.088   0.0       0.0       0.0
 PPC0366        427110.000    6655010.000        125.525       1   0.0    1.0                  28.800         28.800          5.156   0.0       0.0       0.0
 PPC0367        427140.000    6654710.000        122.893       1   0.0    1.0                  28.800         28.800          5.371   0.0       0.0       0.0
 PPC0368        427140.000    6654740.000        122.934       1   0.0    1.0                  28.800         28.800          5.189   0.0       0.0       0.0
 PPC0369        427140.000    6654770.000        123.094       1   0.0    1.0                  28.800         28.800          5.126   0.0       0.0       0.0
 PPC0370        427140.000    6654800.000        123.161       1   0.0    1.0                  28.800         28.800          5.568   0.0       0.0       0.0
 PPC0371        427140.000    6654830.000        123.643       1   0.0    1.0                  28.800         28.800          6.184   0.0       0.0       0.0
 PPC0372        427140.000    6654860.000        124.499       1   0.0    1.0                  28.800         28.800          6.399   0.0       0.0       0.0
 PPC0373        427140.000    6654890.000        125.416       1   0.0    1.0                  28.800         28.800          6.009   0.0       0.0       0.0
 PPC0374        427140.000    6654920.000        125.594       1   0.0    1.0                  28.800         28.800          5.238   0.0       0.0       0.0
 PPC0375        427140.000    6654950.000        125.850       1   0.0    1.0                  28.800         28.800          4.464   0.0       0.0       0.0
 PPC0376        427140.000    6654980.000        125.782       1   0.0    1.0                  28.800         28.800          4.945   0.0       0.0       0.0
 PPC0377        427140.000    6655010.000        125.899       1   0.0    1.0                  28.800         28.800          5.349   0.0       0.0       0.0
 PPC0378        427170.000    6654710.000        123.295       1   0.0    1.0                  28.800         28.800          5.587   0.0       0.0       0.0
 PPC0379        427170.000    6654740.000        123.438       1   0.0    1.0                  28.800         28.800          5.368   0.0       0.0       0.0
 PPC0380        427170.000    6654770.000        123.550       1   0.0    1.0                  28.800         28.800          5.036   0.0       0.0       0.0
 PPC0381        427170.000    6654800.000        123.798       1   0.0    1.0                  28.800         28.800          5.198   0.0       0.0       0.0
 PPC0382        427170.000    6654830.000        124.614       1   0.0    1.0                  28.800         28.800          5.562   0.0       0.0       0.0
 PPC0383        427170.000    6654860.000        125.496       1   0.0    1.0                  28.800         28.800          6.044   0.0       0.0       0.0
 PPC0384        427170.000    6654890.000        126.459       1   0.0    1.0                  28.800         28.800          5.969   0.0       0.0       0.0
 PPC0385        427170.000    6654920.000        126.737       1   0.0    1.0                  28.800         28.800          4.802   0.0       0.0       0.0
 PPC0386        427170.000    6654950.000        126.513       1   0.0    1.0                  28.800         28.800          4.100   0.0       0.0       0.0
 PPC0387        427170.000    6654980.000        126.441       1   0.0    1.0                  28.800         28.800          4.928   0.0       0.0       0.0
 PPC0388        427170.000    6655010.000        126.728       1   0.0    1.0                  28.800         28.800          5.677   0.0       0.0       0.0
 PPC0389        427170.000    6655040.000        127.445       1   0.0    1.0                  31.782         31.782          6.471   0.0       0.0       0.0
 PPC0390        427200.000    6654710.000        123.426       1   0.0    1.0                  28.800         28.800          6.098   0.0       0.0       0.0
 PPC0391        427200.000    6654740.000        123.673       1   0.0    1.0                  28.800         28.800          5.696   0.0       0.0       0.0
 PPC0392        427200.000    6654770.000        123.726       1   0.0    1.0                  28.800         28.800          5.261   0.0       0.0       0.0
 PPC0393        427200.000    6654800.000        124.142       1   0.0    1.0                  28.800         28.800          5.245   0.0       0.0       0.0
 PPC0394        427200.000    6654830.000        124.833       1   0.0    1.0                  28.800         28.800          5.612   0.0       0.0       0.0
 PPC0395        427200.000    6654860.000        126.318       1   0.0    1.0                  28.800         28.800          6.151   0.0       0.0       0.0
 PPC0396        427200.000    6654890.000        127.775       1   0.0    1.0                  28.800         28.800          5.508   0.0       0.0       0.0
 PPC0397        427200.000    6654920.000        127.558       1   0.0    1.0                  28.800         28.800          4.332   0.0       0.0       0.0
 PPC0398        427200.000    6654950.000        127.109       1   0.0    1.0                  28.800         28.800          3.872   0.0       0.0       0.0
 PPC0399        427200.000    6654980.000        127.099       1   0.0    1.0                  28.800         28.800          4.935   0.0       0.0       0.0
 PPC0400        427200.000    6655010.000        127.552       1   0.0    1.0                  28.800         28.800          5.691   0.0       0.0       0.0
 PPC0401        427200.000    6655040.000        127.922       1   0.0    1.0                  28.800         28.800          6.090   0.0       0.0       0.0
 PPC0402        427200.000    6655070.000        128.237       1   0.0    1.0                  31.782         31.782          7.033   0.0       0.0       0.0
 PPC0403        427230.000    6654710.000        124.146       1   0.0    1.0                  28.800         28.800          6.358   0.0       0.0       0.0
 PPC0404        427230.000    6654740.000        124.230       1   0.0    1.0                  28.800         28.800          5.928   0.0       0.0       0.0
 PPC0405        427230.000    6654770.000        124.224       1   0.0    1.0                  28.800         28.800          5.751   0.0       0.0       0.0
 PPC0406        427230.000    6654800.000        124.632       1   0.0    1.0                  28.800         28.800          5.670   0.0       0.0       0.0
 PPC0407        427230.000    6654830.000        125.629       1   0.0    1.0                  28.800         28.800          6.189   0.0       0.0       0.0
 PPC0408        427230.000    6654860.000        127.477       1   0.0    1.0                  28.800         28.800          6.145   0.0       0.0       0.0
 PPC0409        427230.000    6654890.000        128.205       1   0.0    1.0                  28.800         28.800          5.498   0.0       0.0       0.0
 PPC0410        427230.000    6654920.000        128.094       1   0.0    1.0                  28.800         28.800          3.878   0.0       0.0       0.0
 PPC0411        427230.000    6654950.000        127.505       1   0.0    1.0                  28.800         28.800          3.768   0.0       0.0       0.0
 PPC0412        427230.000    6654980.000        127.288       1   0.0    1.0                  28.800         28.800          5.013   0.0       0.0       0.0
 PPC0413        427230.000    6655010.000        127.553       1   0.0    1.0                  28.800         28.800          6.071   0.0       0.0       0.0
 PPC0414        427230.000    6655040.000        128.271       1   0.0    1.0                  28.800         28.800          6.343   0.0       0.0       0.0
 PPC0415        427230.000    6655070.000        129.048       1   0.0    1.0                  28.800         28.800          6.683   0.0       0.0       0.0
 PPC0416        427230.000    6655100.000        130.456       1   0.0    1.0                  31.782         31.782          6.904   0.0       0.0       0.0
 PPC0417        427260.000    6654710.000        125.554       1   0.0    1.0                  28.800         28.800          6.311   0.0       0.0       0.0
 PPC0418        427260.000    6654740.000        125.553       1   0.0    1.0                  28.800         28.800          6.128   0.0       0.0       0.0
 PPC0419        427260.000    6654770.000        125.531       1   0.0    1.0                  28.800         28.800          6.083   0.0       0.0       0.0
 PPC0420        427260.000    6654800.000        125.997       1   0.0    1.0                  28.800         28.800          6.560   0.0       0.0       0.0
 PPC0421        427260.000    6654830.000        127.788       1   0.0    1.0                  28.800         28.800          6.126   0.0       0.0       0.0
 PPC0422        427260.000    6654860.000        128.720       1   0.0    1.0                  28.800         28.800          6.170   0.0       0.0       0.0
 PPC0423        427260.000    6654890.000        128.878       1   0.0    1.0                  28.800         28.800          5.581   0.0       0.0       0.0
 PPC0424        427260.000    6654920.000        128.135       1   0.0    1.0                  28.800         28.800          4.294   0.0       0.0       0.0
 PPC0425        427260.000    6654950.000        127.303       1   0.0    1.0                  28.800         28.800          3.834   0.0       0.0       0.0
 PPC0426        427260.000    6654980.000        126.592       1   0.0    1.0                  28.800         28.800          5.092   0.0       0.0       0.0
 PPC0427        427260.000    6655010.000        127.309       1   0.0    1.0                  28.800         28.800          6.031   0.0       0.0       0.0
 PPC0428        427260.000    6655040.000        128.318       1   0.0    1.0                  28.800         28.800          6.725   0.0       0.0       0.0
 PPC0429        427260.000    6655070.000        130.164       1   0.0    1.0                  28.800         28.800          6.490   0.0       0.0       0.0
 PPC0430        427260.000    6655100.000        131.630       1   0.0    1.0                  28.800         28.800          6.217   0.0       0.0       0.0
 PPC0431        427260.000    6655130.000        132.821       1   0.0    1.0                  31.782         31.782          6.414   0.0       0.0       0.0
 PPC0432        427290.000    6654710.000        127.704       1   0.0    1.0                  28.800         28.800          6.669   0.0       0.0       0.0
 PPC0433        427290.000    6654740.000        127.886       1   0.0    1.0                  28.800         28.800          6.478   0.0       0.0       0.0
 PPC0434        427290.000    6654770.000        128.111       1   0.0    1.0                  28.800         28.800          6.918   0.0       0.0       0.0
 PPC0435        427290.000    6654800.000        129.604       1   0.0    1.0                  28.800         28.800          6.159   0.0       0.0       0.0
 PPC0436        427290.000    6654830.000        130.417       1   0.0    1.0                  28.800         28.800          5.867   0.0       0.0       0.0
 PPC0437        427290.000    6654860.000        130.807       1   0.0    1.0                  28.800         28.800          5.722   0.0       0.0       0.0
 PPC0438        427290.000    6654890.000        130.088       1   0.0    1.0                  28.800         28.800          5.709   0.0       0.0       0.0
 PPC0439        427290.000    6654920.000        128.720       1   0.0    1.0                  28.800         28.800          4.985   0.0       0.0       0.0
 PPC0440        427290.000    6654950.000        126.690       1   0.0    1.0                  28.800         28.800          4.953   0.0       0.0       0.0
 PPC0441        427290.000    6654980.000        125.860       1   0.0    1.0                  28.800         28.800          4.963   0.0       0.0       0.0
 PPC0442        427290.000    6655010.000        126.464       1   0.0    1.0                  28.800         28.800          6.235   0.0       0.0       0.0
 PPC0443        427290.000    6655040.000        128.701       1   0.0    1.0                  28.800         28.800          6.673   0.0       0.0       0.0
 PPC0444        427290.000    6655070.000        130.607       1   0.0    1.0                  28.800         28.800          6.480   0.0       0.0       0.0
 PPC0445        427290.000    6655100.000        132.416       1   0.0    1.0                  28.800         28.800          6.143   0.0       0.0       0.0
 PPC0446        427290.000    6655130.000        133.932       1   0.0    1.0                  28.800         28.800          5.717   0.0       0.0       0.0
 PPC0447        427290.000    6655160.000        134.539       1   0.0    1.0                  31.782         31.782          6.136   0.0       0.0       0.0
 PPC0448        427320.000    6654710.000        131.185       1   0.0    1.0                  28.800         28.800          6.545   0.0       0.0       0.0
 PPC0449        427320.000    6654740.000        131.376       1   0.0    1.0                  28.800         28.800          6.639   0.0       0.0       0.0
 PPC0450        427320.000    6654770.000        132.597       1   0.0    1.0                  28.800         28.800          5.974   0.0       0.0       0.0
 PPC0451        427320.000    6654800.000        132.718       1   0.0    1.0                  28.800         28.800          5.687   0.0       0.0       0.0
 PPC0452        427320.000    6654830.000        133.243       1   0.0    1.0                  28.800         28.800          5.102   0.0       0.0       0.0
 PPC0453        427320.000    6654860.000        133.118       1   0.0    1.0                  28.800         28.800          4.860   0.0       0.0       0.0
 PPC0454        427320.000    6654890.000        131.952       1   0.0    1.0                  28.800         28.800          5.031   0.0       0.0       0.0
 PPC0455        427320.000    6654920.000        129.440       1   0.0    1.0                  28.800         28.800          5.444   0.0       0.0       0.0
 PPC0456        427320.000    6654950.000        127.069       1   0.0    1.0                  28.800         28.800          5.223   0.0       0.0       0.0
 PPC0457        427320.000    6654980.000        125.827       1   0.0    1.0                  28.800         28.800          5.297   0.0       0.0       0.0
 PPC0458        427320.000    6655010.000        127.035       1   0.0    1.0                  28.800         28.800          5.920   0.0       0.0       0.0
 PPC0459        427320.000    6655040.000        128.738       1   0.0    1.0                  28.800         28.800          6.607   0.0       0.0       0.0
 PPC0460        427320.000    6655070.000        130.657       1   0.0    1.0                  28.800         28.800          6.675   0.0       0.0       0.0
 PPC0461        427320.000    6655100.000        132.711       1   0.0    1.0                  28.800         28.800          6.251   0.0       0.0       0.0
 PPC0462        427320.000    6655130.000        134.374       1   0.0    1.0                  28.800         28.800          5.681   0.0       0.0       0.0
 PPC0463        427320.000    6655160.000        135.071       1   0.0    1.0                  28.800         28.800          5.504   0.0       0.0       0.0
 PPC0464        427320.000    6655190.000        135.637       1   0.0    1.0                  31.782         31.782          5.963   0.0       0.0       0.0
 PPC0465        427350.000    6654710.000        133.878       1   0.0    1.0                  31.782         31.782          6.661   0.0       0.0       0.0
 PPC0466        427350.000    6654740.000        135.712       1   0.0    1.0                  28.800         28.800          5.372   0.0       0.0       0.0
 PPC0467        427350.000    6654770.000        135.705       1   0.0    1.0                  28.800         28.800          4.949   0.0       0.0       0.0
 PPC0468        427350.000    6654800.000        135.370       1   0.0    1.0                  28.800         28.800          5.175   0.0       0.0       0.0
 PPC0469        427350.000    6654830.000        134.684       1   0.0    1.0                  28.800         28.800          5.050   0.0       0.0       0.0
 PPC0470        427350.000    6654860.000        134.276       1   0.0    1.0                  28.800         28.800          4.606   0.0       0.0       0.0
 PPC0471        427350.000    6654890.000        132.884       1   0.0    1.0                  28.800         28.800          4.532   0.0       0.0       0.0
 PPC0472        427350.000    6654920.000        130.245       1   0.0    1.0                  28.800         28.800          4.804   0.0       0.0       0.0
 PPC0473        427350.000    6654950.000        128.007       1   0.0    1.0                  28.800         28.800          4.908   0.0       0.0       0.0
 PPC0474        427350.000    6654980.000        127.216       1   0.0    1.0                  28.800         28.800          5.112   0.0       0.0       0.0
 PPC0475        427350.000    6655010.000        127.941       1   0.0    1.0                  28.800         28.800          5.910   0.0       0.0       0.0
 PPC0476        427350.000    6655040.000        129.499       1   0.0    1.0                  28.800         28.800          6.622   0.0       0.0       0.0
