time,B9-2,B10-2,B12-1,B16-1,B2-1,B22-1,B27,B29,KB1-1,KB4-3,NI1301-1,NI1302-1,NI1403-1,NI1405-1,NI1407-1,NI1408-1,NI1409-1,NI1410-1,NI1411-1,NI1412-1,NI1413-1,NI1501-1,NI1502-2,NI1503-2,NI1504-2,NI1505-1,NI1506-1,NI15-O1,NI15-O44,NI15-O46,NI15-O47,NI15-O48,NI1601-1,NI1602-1,NI1603-1,NI1605B-1,NI1606-1,NI1607-1,NI1608-1,NI1609-2,NI1610-2,NI1611-1,NI1612-1,NI1613-1,NI1703-1,NI1704-1,NI1705-1,NI1801-1,NI1802-1,NI1803-1,NI1804-1,B9-4,B10-4,B13-1,B14-1,B15-1,B20-1,B21-1,B2-2,B22-2,B26,B35,B36,B37,B8-1,KB4-4,NI1301-2,NI1302-2,NI1401-1,NI1402B-1,NI1404-1,NI1407-2,NI1408-2,NI1409-2,NI1410-2,NI1411-2,NI1413-2,NI1501-2,NI1505-2,NI1506-2,NI1507-2,NI1601-2,NI1604-1,NI1606-2,NI1607-2,NI1608-2,NI1703-2,NI1706-1,NI1709-1,NI1712-1,NI1801-3,NI1803-3,NI1804-3,B9-5,B10-5,B16-2,B19-4,B21-3,B22-4,B2-3,B30,B34,B4,B8-2,NI1301-3,NI1302-3,NI1401-2,NI1402B-2,NI1403-2,NI1404-2,NI1405-2,NI1406-1,NI1407-3,NI1408-3,NI1409-3,NI1410-3,NI1411-3,NI1412-3,NI1413-3,NI1501-3,NI1502-3,NI1503-3,NI1504-3,NI1505-3,NI1506-3,NI1507-3,NI1601-3,NI1602-2,NI1603-2,NI1604-3,NI1605B-3,NI1606-3,NI1607-3,NI1608-3,NI1609-3,NI1612-2,NI1701-1,NI1702-1,NI1704-2,NI1705-2,NI1706-2,NI1707-1,NI1708-1,NI1711-1
1.000000000000,133.1242130,133.3489398,138.0252325,136.2855129,136.1444928,137.8944688,138.1910175,136.2080659,135.6846406,134.1905141,138.1572707,138.0256175,136.6713336,136.8742858,137.5627999,137.5655526,137.5543571,137.8826382,138.0867908,136.5834766,136.3685773,136.3585210,138.3648379,138.4753634,138.3885479,138.0853616,138.0245835,135.2620280,135.3364066,134.5423744,134.2477718,133.3181369,135.8853491,134.8291620,135.0453364,136.7848400,134.4726913,135.3473072,135.1683002,135.3018438,135.3226080,135.4562231,135.0194879,135.0569511,135.4377770,133.9194963,134.0808148,133.8593336,133.9291085,133.9627817,134.0251056,133.1126662,133.3520564,138.2320066,138.2629714,138.7665929,138.1160766,138.0904404,136.1484536,137.8752332,138.3345938,136.4483191,136.3682754,136.5172934,133.6848271,134.1623967,138.1617513,138.0187581,137.9092609,138.0538662,138.1970280,137.5414221,137.5432062,137.5301960,137.8627696,138.0854137,136.3978584,136.3731150,138.0776363,138.0145818,137.6813966,135.8454910,136.4768295,134.5097089,135.3369526,135.2026481,135.4174669,134.1561094,137.1584278,135.6431924,133.8827259,133.9677113,134.0179780,133.1107685,133.3525626,136.2699345,136.7112843,138.0821329,137.8661505,136.1515329,136.2084182,136.2889791,139.3986583,133.6845998,138.1555918,138.0077760,137.8982255,138.0449471,136.6884512,138.1938930,136.8681822,137.9357750,137.5410553,137.5425436,137.5255502,137.8513093,138.0744555,136.6040236,136.4047892,136.3740959,138.3650227,138.4766691,138.3895997,138.0723154,138.0052518,137.6765038,135.8369033,134.8800098,135.1042737,136.4826444,136.7984551,134.5145381,135.3361637,135.2108923,135.2983657,135.0922889,135.4820639,135.4768128,133.9133543,134.0626369,134.1571987,134.0445896,136.2735761,136.4902473
