time,NI15-O1-STG,NI15-O44-STG,NI15-O46-STG,NI15-O47-STG,NI15-O48-STG,GAGE-1
1.000000000000,135.5609000,135.5593000,134.3373427,134.1412771,133.1871645,5735.706191
