ppc0000	426900.0	6654800.0	129.505046845	1	1	1	86.4	8.64	0.2	1e-05
ppc0001	426900.0	6654825.0	130.062351225	1	1	1	86.4	8.64	0.2	1e-05
ppc0002	426900.0	6654850.0	130.8585968	1	1	1	86.4	8.64	0.2	1e-05
ppc0003	426900.0	6654875.0	131.71225357	1	1	1	86.4	8.64	0.2	1e-05
ppc0004	426900.0	6654900.0	131.63895035000002	1	1	1	86.4	8.64	0.2	1e-05
ppc0005	426925.0	6654775.0	129.38370514000002	1	1	1	86.4	8.64	0.2	1e-05
ppc0006	426925.0	6654800.0	129.514598845	1	1	1	86.4	8.64	0.2	1e-05
ppc0007	426925.0	6654825.0	130.588798525	1	1	1	86.4	8.64	0.2	1e-05
ppc0008	426925.0	6654850.0	130.642398835	1	1	1	86.4	8.64	0.2	1e-05
ppc0009	426925.0	6654875.0	131.536445615	1	1	1	86.4	8.64	0.2	1e-05
ppc0010	426925.0	6654900.0	131.968299865	1	1	1	86.4	8.64	0.2	1e-05
ppc0011	426925.0	6654925.0	131.05490112500001	1	1	1	86.4	8.64	0.2	1e-05
ppc0012	426950.0	6654750.0	129.349395755	1	1	1	86.4	8.64	0.2	1e-05
ppc0013	426950.0	6654775.0	129.313396455	1	1	1	86.4	8.64	0.2	1e-05
ppc0014	426950.0	6654800.0	129.36899948	1	1	1	86.4	8.64	0.2	1e-05
ppc0015	426950.0	6654825.0	130.855651855	1	1	1	86.4	8.64	0.2	1e-05
ppc0016	426950.0	6654850.0	131.27120209	1	1	1	86.4	8.64	0.2	1e-05
ppc0017	426950.0	6654875.0	131.659202575	1	1	1	86.4	8.64	0.2	1e-05
ppc0018	426950.0	6654900.0	131.998199465	1	1	1	86.4	8.64	0.2	1e-05
ppc0019	426950.0	6654925.0	130.950901035	1	1	1	86.4	8.64	0.2	1e-05
ppc0020	426950.0	6654950.0	131.670547485	1	1	1	86.4	8.64	0.2	1e-05
ppc0021	426975.0	6654725.0	129.53970337	1	1	1	86.4	8.64	0.2	1e-05
ppc0022	426975.0	6654750.0	129.26054764	1	1	1	86.4	8.64	0.2	1e-05
ppc0023	426975.0	6654775.0	129.25059891	1	1	1	86.4	8.64	0.2	1e-05
ppc0024	426975.0	6654800.0	129.295146945	1	1	1	86.4	8.64	0.2	1e-05
ppc0025	426975.0	6654825.0	131.031547545	1	1	1	86.4	8.64	0.2	1e-05
ppc0026	426975.0	6654850.0	131.58454895	1	1	1	86.4	8.64	0.2	1e-05
ppc0027	426975.0	6654875.0	131.87855148	1	1	1	86.4	8.64	0.2	1e-05
ppc0028	426975.0	6654900.0	131.812747955	1	1	1	86.4	8.64	0.2	1e-05
ppc0029	426975.0	6654925.0	131.149650575	1	1	1	86.4	8.64	0.2	1e-05
ppc0030	426975.0	6654950.0	131.340148925	1	1	1	86.4	8.64	0.2	1e-05
ppc0031	426975.0	6654975.0	131.74974823	1	1	1	86.4	8.64	0.2	1e-05
ppc0032	427000.0	6654725.0	129.33385085999998	1	1	1	86.4	8.64	0.2	1e-05
ppc0033	427000.0	6654750.0	129.27065277	1	1	1	86.4	8.64	0.2	1e-05
ppc0034	427000.0	6654775.0	129.311496735	1	1	1	86.4	8.64	0.2	1e-05
ppc0035	427000.0	6654800.0	129.33984756499999	1	1	1	86.4	8.64	0.2	1e-05
ppc0036	427000.0	6654825.0	130.83519745	1	1	1	86.4	8.64	0.2	1e-05
ppc0037	427000.0	6654850.0	131.757751465	1	1	1	86.4	8.64	0.2	1e-05
ppc0038	427000.0	6654875.0	132.027900695	1	1	1	86.4	8.64	0.2	1e-05
ppc0039	427000.0	6654900.0	132.17370224	1	1	1	86.4	8.64	0.2	1e-05
ppc0040	427000.0	6654925.0	130.952552795	1	1	1	86.4	8.64	0.2	1e-05
ppc0041	427000.0	6654950.0	131.451396945	1	1	1	86.4	8.64	0.2	1e-05
ppc0042	427000.0	6654975.0	131.44984436	1	1	1	86.4	8.64	0.2	1e-05
ppc0043	427000.0	6655000.0	132.087501525	1	1	1	86.4	8.64	0.2	1e-05
ppc0044	427025.0	6654725.0	129.42920303	1	1	1	86.4	8.64	0.2	1e-05
ppc0045	427025.0	6654750.0	129.302848815	1	1	1	86.4	8.64	0.2	1e-05
ppc0046	427025.0	6654775.0	129.2602005	1	1	1	86.4	8.64	0.2	1e-05
ppc0047	427025.0	6654800.0	129.34704971	1	1	1	86.4	8.64	0.2	1e-05
ppc0048	427025.0	6654825.0	131.23845291	1	1	1	86.4	8.64	0.2	1e-05
ppc0049	427025.0	6654850.0	131.60610199	1	1	1	86.4	8.64	0.2	1e-05
ppc0050	427025.0	6654875.0	132.36035156	1	1	1	86.4	8.64	0.2	1e-05
ppc0051	427025.0	6654900.0	132.229248045	1	1	1	86.4	8.64	0.2	1e-05
ppc0052	427025.0	6654925.0	131.288497925	1	1	1	86.4	8.64	0.2	1e-05
ppc0053	427025.0	6654950.0	131.452297215	1	1	1	86.4	8.64	0.2	1e-05
ppc0054	427025.0	6654975.0	131.3037529	1	1	1	86.4	8.64	0.2	1e-05
ppc0055	427025.0	6655000.0	132.35274887	1	1	1	86.4	8.64	0.2	1e-05
ppc0056	427025.0	6655025.0	132.81539916999998	1	1	1	86.4	8.64	0.2	1e-05
ppc0057	427050.0	6654725.0	129.614398955	1	1	1	86.4	8.64	0.2	1e-05
ppc0058	427050.0	6654750.0	129.346248625	1	1	1	86.4	8.64	0.2	1e-05
ppc0059	427050.0	6654775.0	129.19445038	1	1	1	86.4	8.64	0.2	1e-05
ppc0060	427050.0	6654800.0	129.470603945	1	1	1	86.4	8.64	0.2	1e-05
ppc0061	427050.0	6654825.0	131.525699615	1	1	1	86.4	8.64	0.2	1e-05
ppc0062	427050.0	6654850.0	132.19890213	1	1	1	86.4	8.64	0.2	1e-05
ppc0063	427050.0	6654875.0	132.43214798	1	1	1	86.4	8.64	0.2	1e-05
