 point             x              y              z          zone  nugget  sill            a_hmax         a_hmin         a_vert        ang1      ang2      ang3
 PPC0313        427425.000    6654975.000        140.818       1   0.0    1.0                  24.000         24.000          8.047   0.0       0.0       0.0
 PPC0314        427425.000    6655000.000        141.423       1   0.0    1.0                  24.000         24.000          7.987   0.0       0.0       0.0
 PPC0315        427425.000    6655025.000        141.634       1   0.0    1.0                  24.000         24.000          7.558   0.0       0.0       0.0
 PPC0316        427425.000    6655050.000        141.910       1   0.0    1.0                  24.000         24.000          7.297   0.0       0.0       0.0
 PPC0317        427425.000    6655075.000        142.139       1   0.0    1.0                  24.000         24.000          7.475   0.0       0.0       0.0
 PPC0318        427425.000    6655100.000        142.211       1   0.0    1.0                  24.000         24.000          7.374   0.0       0.0       0.0
 PPC0319        427425.000    6655125.000        142.587       1   0.0    1.0                  24.000         24.000          7.160   0.0       0.0       0.0
 PPC0320        427425.000    6655150.000        143.022       1   0.0    1.0                  24.000         24.000          6.872   0.0       0.0       0.0
 PPC0321        427425.000    6655175.000        143.873       1   0.0    1.0                  24.000         24.000          6.655   0.0       0.0       0.0
 PPC0322        427425.000    6655200.000        144.317       1   0.0    1.0                  24.000         24.000          6.232   0.0       0.0       0.0
 PPC0323        427425.000    6655225.000        145.045       1   0.0    1.0                  24.000         24.000          6.271   0.0       0.0       0.0
 PPC0324        427425.000    6655250.000        145.303       1   0.0    1.0                  24.000         24.000          5.935   0.0       0.0       0.0
 PPC0325        427425.000    6655275.000        145.632       1   0.0    1.0                  24.000         24.000          7.153   0.0       0.0       0.0
 PPC0326        427450.000    6654850.000        142.642       1   0.0    1.0                  26.485         26.485          7.572   0.0       0.0       0.0
 PPC0327        427450.000    6654875.000        138.088       1   0.0    1.0                  24.000         24.000          3.955   0.0       0.0       0.0
 PPC0328        427450.000    6654900.000        136.711       1   0.0    1.0                  24.000         24.000          4.182   0.0       0.0       0.0
 PPC0329        427450.000    6654925.000        140.074       1   0.0    1.0                  24.000         24.000          7.305   0.0       0.0       0.0
 PPC0330        427450.000    6654950.000        140.309       1   0.0    1.0                  24.000         24.000          7.446   0.0       0.0       0.0
 PPC0331        427450.000    6654975.000        140.753       1   0.0    1.0                  24.000         24.000          7.889   0.0       0.0       0.0
 PPC0332        427450.000    6655000.000        141.233       1   0.0    1.0                  24.000         24.000          7.678   0.0       0.0       0.0
 PPC0333        427450.000    6655025.000        141.706       1   0.0    1.0                  24.000         24.000          6.943   0.0       0.0       0.0
 PPC0334        427450.000    6655050.000        142.516       1   0.0    1.0                  24.000         24.000          6.670   0.0       0.0       0.0
 PPC0335        427450.000    6655075.000        142.701       1   0.0    1.0                  24.000         24.000          6.632   0.0       0.0       0.0
 PPC0336        427450.000    6655100.000        142.591       1   0.0    1.0                  24.000         24.000          6.977   0.0       0.0       0.0
 PPC0337        427450.000    6655125.000        142.615       1   0.0    1.0                  24.000         24.000          6.874   0.0       0.0       0.0
 PPC0338        427450.000    6655150.000        143.122       1   0.0    1.0                  24.000         24.000          7.079   0.0       0.0       0.0
 PPC0339        427450.000    6655175.000        143.480       1   0.0    1.0                  24.000         24.000          6.911   0.0       0.0       0.0
 PPC0340        427450.000    6655200.000        144.841       1   0.0    1.0                  24.000         24.000          6.941   0.0       0.0       0.0
 PPC0341        427450.000    6655225.000        145.703       1   0.0    1.0                  24.000         24.000          6.695   0.0       0.0       0.0
 PPC0342        427450.000    6655250.000        146.346       1   0.0    1.0                  24.000         24.000          6.453   0.0       0.0       0.0
 PPC0343        427450.000    6655275.000        146.640       1   0.0    1.0                  24.000         24.000          7.645   0.0       0.0       0.0
 PPC0344        427475.000    6654875.000        141.643       1   0.0    1.0                  26.485         26.485          6.213   0.0       0.0       0.0
 PPC0345        427475.000    6654900.000        139.838       1   0.0    1.0                  24.000         24.000          5.022   0.0       0.0       0.0
 PPC0346        427475.000    6654925.000        136.453       1   0.0    1.0                  24.000         24.000          3.775   0.0       0.0       0.0
 PPC0347        427475.000    6654950.000        136.924       1   0.0    1.0                  24.000         24.000          4.618   0.0       0.0       0.0
 PPC0348        427475.000    6654975.000        138.397       1   0.0    1.0                  24.000         24.000          6.469   0.0       0.0       0.0
 PPC0349        427475.000    6655000.000        140.186       1   0.0    1.0                  24.000         24.000          7.777   0.0       0.0       0.0
 PPC0350        427475.000    6655025.000        141.794       1   0.0    1.0                  24.000         24.000          7.602   0.0       0.0       0.0
 PPC0351        427475.000    6655050.000        142.714       1   0.0    1.0                  24.000         24.000          6.492   0.0       0.0       0.0
 PPC0352        427475.000    6655075.000        143.102       1   0.0    1.0                  24.000         24.000          6.387   0.0       0.0       0.0
 PPC0353        427475.000    6655100.000        143.758       1   0.0    1.0                  24.000         24.000          7.043   0.0       0.0       0.0
 PPC0354        427475.000    6655125.000        143.905       1   0.0    1.0                  24.000         24.000          7.118   0.0       0.0       0.0
 PPC0355        427475.000    6655150.000        143.837       1   0.0    1.0                  24.000         24.000          7.263   0.0       0.0       0.0
 PPC0356        427475.000    6655175.000        144.594       1   0.0    1.0                  24.000         24.000          7.790   0.0       0.0       0.0
 PPC0357        427475.000    6655200.000        145.362       1   0.0    1.0                  24.000         24.000          7.404   0.0       0.0       0.0
 PPC0358        427475.000    6655225.000        146.701       1   0.0    1.0                  24.000         24.000          7.230   0.0       0.0       0.0
 PPC0359        427475.000    6655250.000        147.030       1   0.0    1.0                  24.000         24.000          6.512   0.0       0.0       0.0
 PPC0360        427475.000    6655275.000        147.377       1   0.0    1.0                  26.485         26.485          6.985   0.0       0.0       0.0
 PPC0361        427500.000    6654900.000        143.602       1   0.0    1.0                  26.485         26.485          8.092   0.0       0.0       0.0
 PPC0362        427500.000    6654925.000        139.132       1   0.0    1.0                  24.000         24.000          4.736   0.0       0.0       0.0
 PPC0363        427500.000    6654950.000        136.797       1   0.0    1.0                  24.000         24.000          3.741   0.0       0.0       0.0
 PPC0364        427500.000    6654975.000        136.823       1   0.0    1.0                  24.000         24.000          4.417   0.0       0.0       0.0
 PPC0365        427500.000    6655000.000        136.798       1   0.0    1.0                  24.000         24.000          5.058   0.0       0.0       0.0
 PPC0366        427500.000    6655025.000        137.629       1   0.0    1.0                  24.000         24.000          5.441   0.0       0.0       0.0
 PPC0367        427500.000    6655050.000        141.591       1   0.0    1.0                  24.000         24.000          6.283   0.0       0.0       0.0
 PPC0368        427500.000    6655075.000        142.691       1   0.0    1.0                  24.000         24.000          6.243   0.0       0.0       0.0
 PPC0369        427500.000    6655100.000        143.736       1   0.0    1.0                  24.000         24.000          6.839   0.0       0.0       0.0
 PPC0370        427500.000    6655125.000        144.496       1   0.0    1.0                  24.000         24.000          7.056   0.0       0.0       0.0
 PPC0371        427500.000    6655150.000        144.990       1   0.0    1.0                  24.000         24.000          7.435   0.0       0.0       0.0
 PPC0372        427500.000    6655175.000        145.740       1   0.0    1.0                  24.000         24.000          7.894   0.0       0.0       0.0
 PPC0373        427500.000    6655200.000        146.673       1   0.0    1.0                  24.000         24.000          7.811   0.0       0.0       0.0
 PPC0374        427500.000    6655225.000        147.414       1   0.0    1.0                  24.000         24.000          7.297   0.0       0.0       0.0
 PPC0375        427500.000    6655250.000        147.634       1   0.0    1.0                  26.485         26.485          7.461   0.0       0.0       0.0
 PPC0376        427525.000    6654925.000        144.043       1   0.0    1.0                  26.485         26.485          8.079   0.0       0.0       0.0
 PPC0377        427525.000    6654950.000        142.857       1   0.0    1.0                  24.000         24.000          6.669   0.0       0.0       0.0
 PPC0378        427525.000    6654975.000        142.292       1   0.0    1.0                  24.000         24.000          7.121   0.0       0.0       0.0
 PPC0379        427525.000    6655000.000        141.825       1   0.0    1.0                  24.000         24.000          7.188   0.0       0.0       0.0
 PPC0380        427525.000    6655025.000        142.104       1   0.0    1.0                  24.000         24.000          7.105   0.0       0.0       0.0
 PPC0381        427525.000    6655050.000        141.738       1   0.0    1.0                  24.000         24.000          5.877   0.0       0.0       0.0
 PPC0382        427525.000    6655075.000        140.893       1   0.0    1.0                  24.000         24.000          4.927   0.0       0.0       0.0
 PPC0383        427525.000    6655100.000        141.744       1   0.0    1.0                  24.000         24.000          5.128   0.0       0.0       0.0
 PPC0384        427525.000    6655125.000        143.313       1   0.0    1.0                  24.000         24.000          6.143   0.0       0.0       0.0
 PPC0385        427525.000    6655150.000        145.873       1   0.0    1.0                  24.000         24.000          7.551   0.0       0.0       0.0
 PPC0386        427525.000    6655175.000        147.116       1   0.0    1.0                  24.000         24.000          7.820   0.0       0.0       0.0
 PPC0387        427525.000    6655200.000        147.634       1   0.0    1.0                  24.000         24.000          7.647   0.0       0.0       0.0
 PPC0388        427525.000    6655225.000        148.217       1   0.0    1.0                  26.485         26.485          8.534   0.0       0.0       0.0
 PPC0389        427550.000    6654950.000        144.849       1   0.0    1.0                  26.485         26.485          7.620   0.0       0.0       0.0
 PPC0390        427550.000    6654975.000        143.512       1   0.0    1.0                  24.000         24.000          5.930   0.0       0.0       0.0
 PPC0391        427550.000    6655000.000        144.006       1   0.0    1.0                  24.000         24.000          6.833   0.0       0.0       0.0
 PPC0392        427550.000    6655025.000        145.374       1   0.0    1.0                  24.000         24.000          7.871   0.0       0.0       0.0
 PPC0393        427550.000    6655050.000        147.075       1   0.0    1.0                  24.000         24.000          9.221   0.0       0.0       0.0
 PPC0394        427550.000    6655075.000        144.437       1   0.0    1.0                  24.000         24.000          7.390   0.0       0.0       0.0
 PPC0395        427550.000    6655100.000        140.686       1   0.0    1.0                  24.000         24.000          4.172   0.0       0.0       0.0
 PPC0396        427550.000    6655125.000        142.572       1   0.0    1.0                  24.000         24.000          5.153   0.0       0.0       0.0
 PPC0397        427550.000    6655150.000        146.264       1   0.0    1.0                  24.000         24.000          7.340   0.0       0.0       0.0
 PPC0398        427550.000    6655175.000        147.695       1   0.0    1.0                  24.000         24.000          7.493   0.0       0.0       0.0
 PPC0399        427550.000    6655200.000        149.310       1   0.0    1.0                  26.485         26.485          9.541   0.0       0.0       0.0
 PPC0400        427575.000    6654975.000        146.736       1   0.0    1.0                  26.485         26.485          7.990   0.0       0.0       0.0
 PPC0401        427575.000    6655000.000        146.810       1   0.0    1.0                  24.000         24.000          8.507   0.0       0.0       0.0
 PPC0402        427575.000    6655025.000        147.571       1   0.0    1.0                  24.000         24.000          7.400   0.0       0.0       0.0
 PPC0403        427575.000    6655050.000        148.490       1   0.0    1.0                  24.000         24.000          8.192   0.0       0.0       0.0
 PPC0404        427575.000    6655075.000        146.849       1   0.0    1.0                  24.000         24.000          7.851   0.0       0.0       0.0
 PPC0405        427575.000    6655100.000        142.384       1   0.0    1.0                  24.000         24.000          4.690   0.0       0.0       0.0
 PPC0406        427575.000    6655125.000        141.309       1   0.0    1.0                  24.000         24.000          3.483   0.0       0.0       0.0
 PPC0407        427575.000    6655150.000        144.993       1   0.0    1.0                  24.000         24.000          6.075   0.0       0.0       0.0
 PPC0408        427575.000    6655175.000        147.834       1   0.0    1.0                  26.485         26.485          8.191   0.0       0.0       0.0
 PPC0409        427600.000    6655025.000        148.998       1   0.0    1.0                  26.485         26.485          8.186   0.0       0.0       0.0
 PPC0410        427600.000    6655050.000        148.697       1   0.0    1.0                  24.000         24.000          8.872   0.0       0.0       0.0
 PPC0411        427600.000    6655075.000        147.302       1   0.0    1.0                  24.000         24.000          7.054   0.0       0.0       0.0
 PPC0412        427600.000    6655100.000        143.558       1   0.0    1.0                  24.000         24.000          5.083   0.0       0.0       0.0
 PPC0413        427600.000    6655125.000        141.520       1   0.0    1.0                  24.000         24.000          3.175   0.0       0.0       0.0
 PPC0414        427600.000    6655150.000        144.223       1   0.0    1.0                  26.485         26.485          6.068   0.0       0.0       0.0
 PPC0415        427625.000    6655075.000        147.214       1   0.0    1.0                  26.485         26.485          7.581   0.0       0.0       0.0
 PPC0416        427625.000    6655100.000        145.493       1   0.0    1.0                  24.000         24.000          7.422   0.0       0.0       0.0
 PPC0417        427625.000    6655125.000        141.617       1   0.0    1.0                  26.485         26.485          4.030   0.0       0.0       0.0
 PPC0418        426900.000    6654800.000        120.970       1   0.0    1.0                  26.485         26.485          4.550   0.0       0.0       0.0
 PPC0419        426900.000    6654825.000        121.357       1   0.0    1.0                  24.000         24.000          5.647   0.0       0.0       0.0
 PPC0420        426900.000    6654850.000        122.774       1   0.0    1.0                  24.000         24.000          5.535   0.0       0.0       0.0
 PPC0421        426900.000    6654875.000        123.583       1   0.0    1.0                  24.000         24.000          5.146   0.0       0.0       0.0
 PPC0422        426900.000    6654900.000        124.589       1   0.0    1.0                  26.485         26.485          5.587   0.0       0.0       0.0
 PPC0423        426925.000    6654775.000        120.735       1   0.0    1.0                  26.485         26.485          6.515   0.0       0.0       0.0
 PPC0424        426925.000    6654800.000        120.943       1   0.0    1.0                  24.000         24.000          5.772   0.0       0.0       0.0
 PPC0425        426925.000    6654825.000        121.369       1   0.0    1.0                  24.000         24.000          5.338   0.0       0.0       0.0
 PPC0426        426925.000    6654850.000        121.928       1   0.0    1.0                  24.000         24.000          6.237   0.0       0.0       0.0
 PPC0427        426925.000    6654875.000        123.524       1   0.0    1.0                  24.000         24.000          5.557   0.0       0.0       0.0
 PPC0428        426925.000    6654900.000        124.653       1   0.0    1.0                  24.000         24.000          4.790   0.0       0.0       0.0
 PPC0429        426925.000    6654925.000        125.225       1   0.0    1.0                  26.485         26.485          5.064   0.0       0.0       0.0
 PPC0430        426950.000    6654750.000        120.799       1   0.0    1.0                  26.485         26.485          6.425   0.0       0.0       0.0
 PPC0431        426950.000    6654775.000        120.689       1   0.0    1.0                  24.000         24.000          5.669   0.0       0.0       0.0
 PPC0432        426950.000    6654800.000        120.904       1   0.0    1.0                  24.000         24.000          5.802   0.0       0.0       0.0
 PPC0433        426950.000    6654825.000        121.423       1   0.0    1.0                  24.000         24.000          6.118   0.0       0.0       0.0
 PPC0434        426950.000    6654850.000        122.110       1   0.0    1.0                  24.000         24.000          6.155   0.0       0.0       0.0
 PPC0435        426950.000    6654875.000        123.189       1   0.0    1.0                  24.000         24.000          5.862   0.0       0.0       0.0
 PPC0436        426950.000    6654900.000        124.708       1   0.0    1.0                  24.000         24.000          4.885   0.0       0.0       0.0
 PPC0437        426950.000    6654925.000        125.265       1   0.0    1.0                  24.000         24.000          4.274   0.0       0.0       0.0
 PPC0438        426950.000    6654950.000        126.221       1   0.0    1.0                  26.485         26.485          4.312   0.0       0.0       0.0
 PPC0439        426975.000    6654725.000        121.028       1   0.0    1.0                  26.485         26.485          6.302   0.0       0.0       0.0
 PPC0440        426975.000    6654750.000        120.678       1   0.0    1.0                  24.000         24.000          5.675   0.0       0.0       0.0
 PPC0441        426975.000    6654775.000        120.570       1   0.0    1.0                  24.000         24.000          5.695   0.0       0.0       0.0
 PPC0442        426975.000    6654800.000        120.762       1   0.0    1.0                  24.000         24.000          5.887   0.0       0.0       0.0
 PPC0443        426975.000    6654825.000        121.486       1   0.0    1.0                  24.000         24.000          6.189   0.0       0.0       0.0
 PPC0444        426975.000    6654850.000        122.520       1   0.0    1.0                  24.000         24.000          6.080   0.0       0.0       0.0
 PPC0445        426975.000    6654875.000        123.392       1   0.0    1.0                  24.000         24.000          5.661   0.0       0.0       0.0
 PPC0446        426975.000    6654900.000        124.215       1   0.0    1.0                  24.000         24.000          5.286   0.0       0.0       0.0
 PPC0447        426975.000    6654925.000        125.668       1   0.0    1.0                  24.000         24.000          4.032   0.0       0.0       0.0
 PPC0448        426975.000    6654950.000        126.343       1   0.0    1.0                  24.000         24.000          3.585   0.0       0.0       0.0
 PPC0449        426975.000    6654975.000        126.707       1   0.0    1.0                  26.485         26.485          4.033   0.0       0.0       0.0
 PPC0450        427000.000    6654725.000        120.979       1   0.0    1.0                  24.000         24.000          5.372   0.0       0.0       0.0
 PPC0451        427000.000    6654750.000        120.599       1   0.0    1.0                  24.000         24.000          5.699   0.0       0.0       0.0
 PPC0452        427000.000    6654775.000        120.613       1   0.0    1.0                  24.000         24.000          5.645   0.0       0.0       0.0
 PPC0453        427000.000    6654800.000        120.734       1   0.0    1.0                  24.000         24.000          5.848   0.0       0.0       0.0
 PPC0454        427000.000    6654825.000        121.388       1   0.0    1.0                  24.000         24.000          6.308   0.0       0.0       0.0
 PPC0455        427000.000    6654850.000        122.428       1   0.0    1.0                  24.000         24.000          6.179   0.0       0.0       0.0
 PPC0456        427000.000    6654875.000        123.454       1   0.0    1.0                  24.000         24.000          5.789   0.0       0.0       0.0
 PPC0457        427000.000    6654900.000        124.428       1   0.0    1.0                  24.000         24.000          5.067   0.0       0.0       0.0
 PPC0458        427000.000    6654925.000        125.404       1   0.0    1.0                  24.000         24.000          4.219   0.0       0.0       0.0
 PPC0459        427000.000    6654950.000        126.146       1   0.0    1.0                  24.000         24.000          3.665   0.0       0.0       0.0
 PPC0460        427000.000    6654975.000        126.489       1   0.0    1.0                  24.000         24.000          3.543   0.0       0.0       0.0
 PPC0461        427000.000    6655000.000        126.713       1   0.0    1.0                  26.485         26.485          4.167   0.0       0.0       0.0
 PPC0462        427025.000    6654725.000        120.705       1   0.0    1.0                  24.000         24.000          5.451   0.0       0.0       0.0
 PPC0463        427025.000    6654750.000        120.805       1   0.0    1.0                  24.000         24.000          5.599   0.0       0.0       0.0
 PPC0464        427025.000    6654775.000        120.517       1   0.0    1.0                  24.000         24.000          5.750   0.0       0.0       0.0
 PPC0465        427025.000    6654800.000        120.718       1   0.0    1.0                  24.000         24.000          5.919   0.0       0.0       0.0
 PPC0466        427025.000    6654825.000        121.254       1   0.0    1.0                  24.000         24.000          6.398   0.0       0.0       0.0
 PPC0467        427025.000    6654850.000        122.054       1   0.0    1.0                  24.000         24.000          6.570   0.0       0.0       0.0
 PPC0468        427025.000    6654875.000        123.358       1   0.0    1.0                  24.000         24.000          5.964   0.0       0.0       0.0
 PPC0469        427025.000    6654900.000        124.501       1   0.0    1.0                  24.000         24.000          5.136   0.0       0.0       0.0
 PPC0470        427025.000    6654925.000        125.068       1   0.0    1.0                  24.000         24.000          4.401   0.0       0.0       0.0
 PPC0471        427025.000    6654950.000        125.589       1   0.0    1.0                  24.000         24.000          3.931   0.0       0.0       0.0
 PPC0472        427025.000    6654975.000        126.077       1   0.0    1.0                  24.000         24.000          3.892   0.0       0.0       0.0
 PPC0473        427025.000    6655000.000        126.249       1   0.0    1.0                  24.000         24.000          4.044   0.0       0.0       0.0
 PPC0474        427025.000    6655025.000        126.472       1   0.0    1.0                  26.485         26.485          4.736   0.0       0.0       0.0
 PPC0475        427050.000    6654725.000        121.021       1   0.0    1.0                  24.000         24.000          5.543   0.0       0.0       0.0
 PPC0476        427050.000    6654750.000        120.657       1   0.0    1.0                  24.000         24.000          5.728   0.0       0.0       0.0
 PPC0477        427050.000    6654775.000        120.558       1   0.0    1.0                  24.000         24.000          5.749   0.0       0.0       0.0
 PPC0478        427050.000    6654800.000        120.705       1   0.0    1.0                  24.000         24.000          6.019   0.0       0.0       0.0
 PPC0479        427050.000    6654825.000        121.267       1   0.0    1.0                  24.000         24.000          6.627   0.0       0.0       0.0
 PPC0480        427050.000    6654850.000        122.045       1   0.0    1.0                  24.000         24.000          6.718   0.0       0.0       0.0
 PPC0481        427050.000    6654875.000        123.204       1   0.0    1.0                  24.000         24.000          6.189   0.0       0.0       0.0
 PPC0482        427050.000    6654900.000        124.223       1   0.0    1.0                  24.000         24.000          5.439   0.0       0.0       0.0
 PPC0483        427050.000    6654925.000        124.886       1   0.0    1.0                  24.000         24.000          4.525   0.0       0.0       0.0
 PPC0484        427050.000    6654950.000        125.213       1   0.0    1.0                  24.000         24.000          4.079   0.0       0.0       0.0
 PPC0485        427050.000    6654975.000        125.519       1   0.0    1.0                  24.000         24.000          4.225   0.0       0.0       0.0
 PPC0486        427050.000    6655000.000        125.872       1   0.0    1.0                  24.000         24.000          4.512   0.0       0.0       0.0
 PPC0487        427050.000    6655025.000        126.160       1   0.0    1.0                  24.000         24.000          4.373   0.0       0.0       0.0
 PPC0488        427075.000    6654725.000        121.293       1   0.0    1.0                  24.000         24.000          5.512   0.0       0.0       0.0
 PPC0489        427075.000    6654750.000        120.848       1   0.0    1.0                  24.000         24.000          5.774   0.0       0.0       0.0
 PPC0490        427075.000    6654775.000        120.818       1   0.0    1.0                  24.000         24.000          5.642   0.0       0.0       0.0
 PPC0491        427075.000    6654800.000        120.819       1   0.0    1.0                  24.000         24.000          6.169   0.0       0.0       0.0
 PPC0492        427075.000    6654825.000        121.451       1   0.0    1.0                  24.000         24.000          6.809   0.0       0.0       0.0
 PPC0493        427075.000    6654850.000        122.493       1   0.0    1.0                  24.000         24.000          6.764   0.0       0.0       0.0
 PPC0494        427075.000    6654875.000        123.332       1   0.0    1.0                  24.000         24.000          6.177   0.0       0.0       0.0
 PPC0495        427075.000    6654900.000        123.969       1   0.0    1.0                  24.000         24.000          5.746   0.0       0.0       0.0
 PPC0496        427075.000    6654925.000        124.669       1   0.0    1.0                  24.000         24.000          4.892   0.0       0.0       0.0
 PPC0497        427075.000    6654950.000        125.104       1   0.0    1.0                  24.000         24.000          4.062   0.0       0.0       0.0
 PPC0498        427075.000    6654975.000        125.163       1   0.0    1.0                  24.000         24.000          4.631   0.0       0.0       0.0
 PPC0499        427075.000    6655000.000        125.467       1   0.0    1.0                  24.000         24.000          5.040   0.0       0.0       0.0
 PPC0500        427075.000    6655025.000        125.866       1   0.0    1.0                  24.000         24.000          4.803   0.0       0.0       0.0
 PPC0501        427100.000    6654725.000        121.843       1   0.0    1.0                  24.000         24.000          5.440   0.0       0.0       0.0
 PPC0502        427100.000    6654750.000        121.671       1   0.0    1.0                  24.000         24.000          5.568   0.0       0.0       0.0
 PPC0503        427100.000    6654775.000        121.162       1   0.0    1.0                  24.000         24.000          5.874   0.0       0.0       0.0
 PPC0504        427100.000    6654800.000        121.604       1   0.0    1.0                  24.000         24.000          5.992   0.0       0.0       0.0
 PPC0505        427100.000    6654825.000        122.180       1   0.0    1.0                  24.000         24.000          6.663   0.0       0.0       0.0
 PPC0506        427100.000    6654850.000        123.115       1   0.0    1.0                  24.000         24.000          6.558   0.0       0.0       0.0
 PPC0507        427100.000    6654875.000        123.567       1   0.0    1.0                  24.000         24.000          6.406   0.0       0.0       0.0
 PPC0508        427100.000    6654900.000        124.366       1   0.0    1.0                  24.000         24.000          5.805   0.0       0.0       0.0
 PPC0509        427100.000    6654925.000        124.878       1   0.0    1.0                  24.000         24.000          5.006   0.0       0.0       0.0
 PPC0510        427100.000    6654950.000        125.069       1   0.0    1.0                  24.000         24.000          4.352   0.0       0.0       0.0
 PPC0511        427100.000    6654975.000        125.214       1   0.0    1.0                  24.000         24.000          4.732   0.0       0.0       0.0
 PPC0512        427100.000    6655000.000        125.314       1   0.0    1.0                  24.000         24.000          5.386   0.0       0.0       0.0
 PPC0513        427100.000    6655025.000        125.736       1   0.0    1.0                  24.000         24.000          5.170   0.0       0.0       0.0
 PPC0514        427125.000    6654725.000        122.645       1   0.0    1.0                  24.000         24.000          5.239   0.0       0.0       0.0
 PPC0515        427125.000    6654750.000        122.334       1   0.0    1.0                  24.000         24.000          5.412   0.0       0.0       0.0
 PPC0516        427125.000    6654775.000        122.203       1   0.0    1.0                  24.000         24.000          5.564   0.0       0.0       0.0
 PPC0517        427125.000    6654800.000        122.439       1   0.0    1.0                  24.000         24.000          5.847   0.0       0.0       0.0
 PPC0518        427125.000    6654825.000        123.238       1   0.0    1.0                  24.000         24.000          6.131   0.0       0.0       0.0
 PPC0519        427125.000    6654850.000        123.670       1   0.0    1.0                  24.000         24.000          6.421   0.0       0.0       0.0
 PPC0520        427125.000    6654875.000        124.536       1   0.0    1.0                  24.000         24.000          6.153   0.0       0.0       0.0
 PPC0521        427125.000    6654900.000        125.084       1   0.0    1.0                  24.000         24.000          5.770   0.0       0.0       0.0
 PPC0522        427125.000    6654925.000        125.486       1   0.0    1.0                  24.000         24.000          4.962   0.0       0.0       0.0
 PPC0523        427125.000    6654950.000        125.505       1   0.0    1.0                  24.000         24.000          4.212   0.0       0.0       0.0
 PPC0524        427125.000    6654975.000        125.402       1   0.0    1.0                  24.000         24.000          4.880   0.0       0.0       0.0
 PPC0525        427125.000    6655000.000        125.507       1   0.0    1.0                  24.000         24.000          5.397   0.0       0.0       0.0
 PPC0526        427125.000    6655025.000        125.844       1   0.0    1.0                  24.000         24.000          5.442   0.0       0.0       0.0
 PPC0527        427150.000    6654725.000        123.081       1   0.0    1.0                  24.000         24.000          5.138   0.0       0.0       0.0
 PPC0528        427150.000    6654750.000        123.165       1   0.0    1.0                  24.000         24.000          5.085   0.0       0.0       0.0
 PPC0529        427150.000    6654775.000        123.267       1   0.0    1.0                  24.000         24.000          5.161   0.0       0.0       0.0
 PPC0530        427150.000    6654800.000        123.494       1   0.0    1.0                  24.000         24.000          5.300   0.0       0.0       0.0
 PPC0531        427150.000    6654825.000        123.688       1   0.0    1.0                  24.000         24.000          5.813   0.0       0.0       0.0
 PPC0532        427150.000    6654850.000        124.513       1   0.0    1.0                  24.000         24.000          6.143   0.0       0.0       0.0
 PPC0533        427150.000    6654875.000        125.487       1   0.0    1.0                  24.000         24.000          5.922   0.0       0.0       0.0
 PPC0534        427150.000    6654900.000        126.073       1   0.0    1.0                  24.000         24.000          5.565   0.0       0.0       0.0
 PPC0535        427150.000    6654925.000        126.019       1   0.0    1.0                  24.000         24.000          4.941   0.0       0.0       0.0
 PPC0536        427150.000    6654950.000        126.050       1   0.0    1.0                  24.000         24.000          4.114   0.0       0.0       0.0
 PPC0537        427150.000    6654975.000        125.941       1   0.0    1.0                  24.000         24.000          4.499   0.0       0.0       0.0
 PPC0538        427150.000    6655000.000        125.975       1   0.0    1.0                  24.000         24.000          5.532   0.0       0.0       0.0
 PPC0539        427150.000    6655025.000        126.588       1   0.0    1.0                  24.000         24.000          5.481   0.0       0.0       0.0
 PPC0540        427175.000    6654725.000        123.390       1   0.0    1.0                  24.000         24.000          5.356   0.0       0.0       0.0
 PPC0541        427175.000    6654750.000        123.534       1   0.0    1.0                  24.000         24.000          5.166   0.0       0.0       0.0
 PPC0542        427175.000    6654775.000        123.649       1   0.0    1.0                  24.000         24.000          4.966   0.0       0.0       0.0
 PPC0543        427175.000    6654800.000        123.798       1   0.0    1.0                  24.000         24.000          5.223   0.0       0.0       0.0
 PPC0544        427175.000    6654825.000        124.614       1   0.0    1.0                  24.000         24.000          5.514   0.0       0.0       0.0
 PPC0545        427175.000    6654850.000        125.583       1   0.0    1.0                  24.000         24.000          5.900   0.0       0.0       0.0
 PPC0546        427175.000    6654875.000        126.502       1   0.0    1.0                  24.000         24.000          6.122   0.0       0.0       0.0
 PPC0547        427175.000    6654900.000        127.081       1   0.0    1.0                  24.000         24.000          5.778   0.0       0.0       0.0
 PPC0548        427175.000    6654925.000        126.737       1   0.0    1.0                  24.000         24.000          4.837   0.0       0.0       0.0
 PPC0549        427175.000    6654950.000        126.513       1   0.0    1.0                  24.000         24.000          3.956   0.0       0.0       0.0
 PPC0550        427175.000    6654975.000        126.656       1   0.0    1.0                  24.000         24.000          4.505   0.0       0.0       0.0
 PPC0551        427175.000    6655000.000        126.816       1   0.0    1.0                  24.000         24.000          5.102   0.0       0.0       0.0
 PPC0552        427175.000    6655025.000        127.010       1   0.0    1.0                  24.000         24.000          5.856   0.0       0.0       0.0
 PPC0553        427175.000    6655050.000        127.352       1   0.0    1.0                  26.485         26.485          6.801   0.0       0.0       0.0
 PPC0554        427200.000    6654725.000        123.638       1   0.0    1.0                  24.000         24.000          5.758   0.0       0.0       0.0
 PPC0555        427200.000    6654750.000        123.681       1   0.0    1.0                  24.000         24.000          5.385   0.0       0.0       0.0
 PPC0556        427200.000    6654775.000        123.726       1   0.0    1.0                  24.000         24.000          5.183   0.0       0.0       0.0
