 point             x              y              z          zone  nugget  sill            a_hmax         a_hmin         a_vert        ang1      ang2      ang3
 PPC0618        427275.000    6655125.000        133.416       1   0.0    1.0                  24.000         24.000          5.599   0.0       0.0       0.0
 PPC0619        427275.000    6655150.000        133.693       1   0.0    1.0                  26.485         26.485          6.158   0.0       0.0       0.0
 PPC0620        427300.000    6654725.000        129.213       1   0.0    1.0                  24.000         24.000          6.648   0.0       0.0       0.0
 PPC0621        427300.000    6654750.000        129.705       1   0.0    1.0                  24.000         24.000          6.696   0.0       0.0       0.0
 PPC0622        427300.000    6654775.000        130.660       1   0.0    1.0                  24.000         24.000          5.870   0.0       0.0       0.0
 PPC0623        427300.000    6654800.000        130.084       1   0.0    1.0                  24.000         24.000          6.317   0.0       0.0       0.0
 PPC0624        427300.000    6654825.000        131.085       1   0.0    1.0                  24.000         24.000          5.697   0.0       0.0       0.0
 PPC0625        427300.000    6654850.000        131.444       1   0.0    1.0                  24.000         24.000          5.576   0.0       0.0       0.0
 PPC0626        427300.000    6654875.000        131.602       1   0.0    1.0                  24.000         24.000          5.186   0.0       0.0       0.0
 PPC0627        427300.000    6654900.000        130.178       1   0.0    1.0                  24.000         24.000          5.518   0.0       0.0       0.0
 PPC0628        427300.000    6654925.000        128.273       1   0.0    1.0                  24.000         24.000          5.125   0.0       0.0       0.0
 PPC0629        427300.000    6654950.000        126.449       1   0.0    1.0                  24.000         24.000          4.875   0.0       0.0       0.0
 PPC0630        427300.000    6654975.000        125.610       1   0.0    1.0                  24.000         24.000          4.439   0.0       0.0       0.0
 PPC0631        427300.000    6655000.000        125.699       1   0.0    1.0                  24.000         24.000          5.316   0.0       0.0       0.0
 PPC0632        427300.000    6655025.000        127.207       1   0.0    1.0                  24.000         24.000          6.300   0.0       0.0       0.0
 PPC0633        427300.000    6655050.000        129.158       1   0.0    1.0                  24.000         24.000          6.668   0.0       0.0       0.0
 PPC0634        427300.000    6655075.000        131.182       1   0.0    1.0                  24.000         24.000          6.366   0.0       0.0       0.0
 PPC0635        427300.000    6655100.000        132.590       1   0.0    1.0                  24.000         24.000          6.025   0.0       0.0       0.0
 PPC0636        427300.000    6655125.000        133.778       1   0.0    1.0                  24.000         24.000          5.762   0.0       0.0       0.0
 PPC0637        427300.000    6655150.000        134.662       1   0.0    1.0                  24.000         24.000          5.488   0.0       0.0       0.0
 PPC0638        427300.000    6655175.000        134.994       1   0.0    1.0                  26.485         26.485          6.086   0.0       0.0       0.0
 PPC0639        427325.000    6654725.000        132.636       1   0.0    1.0                  24.000         24.000          6.133   0.0       0.0       0.0
 PPC0640        427325.000    6654750.000        133.215       1   0.0    1.0                  24.000         24.000          5.717   0.0       0.0       0.0
 PPC0641        427325.000    6654775.000        132.597       1   0.0    1.0                  24.000         24.000          6.128   0.0       0.0       0.0
 PPC0642        427325.000    6654800.000        133.407       1   0.0    1.0                  24.000         24.000          5.404   0.0       0.0       0.0
 PPC0643        427325.000    6654825.000        133.346       1   0.0    1.0                  24.000         24.000          5.309   0.0       0.0       0.0
 PPC0644        427325.000    6654850.000        133.786       1   0.0    1.0                  24.000         24.000          4.692   0.0       0.0       0.0
 PPC0645        427325.000    6654875.000        132.646       1   0.0    1.0                  24.000         24.000          4.806   0.0       0.0       0.0
 PPC0646        427325.000    6654900.000        131.791       1   0.0    1.0                  24.000         24.000          4.658   0.0       0.0       0.0
 PPC0647        427325.000    6654925.000        129.030       1   0.0    1.0                  24.000         24.000          5.427   0.0       0.0       0.0
 PPC0648        427325.000    6654950.000        126.706       1   0.0    1.0                  24.000         24.000          5.305   0.0       0.0       0.0
 PPC0649        427325.000    6654975.000        125.827       1   0.0    1.0                  24.000         24.000          4.735   0.0       0.0       0.0
 PPC0650        427325.000    6655000.000        126.310       1   0.0    1.0                  24.000         24.000          5.071   0.0       0.0       0.0
 PPC0651        427325.000    6655025.000        127.757       1   0.0    1.0                  24.000         24.000          6.176   0.0       0.0       0.0
 PPC0652        427325.000    6655050.000        129.320       1   0.0    1.0                  24.000         24.000          6.682   0.0       0.0       0.0
 PPC0653        427325.000    6655075.000        131.204       1   0.0    1.0                  24.000         24.000          6.443   0.0       0.0       0.0
 PPC0654        427325.000    6655100.000        132.711       1   0.0    1.0                  24.000         24.000          6.207   0.0       0.0       0.0
 PPC0655        427325.000    6655125.000        134.060       1   0.0    1.0                  24.000         24.000          5.841   0.0       0.0       0.0
 PPC0656        427325.000    6655150.000        134.946       1   0.0    1.0                  24.000         24.000          5.543   0.0       0.0       0.0
 PPC0657        427325.000    6655175.000        135.650       1   0.0    1.0                  24.000         24.000          5.256   0.0       0.0       0.0
 PPC0658        427325.000    6655200.000        135.778       1   0.0    1.0                  26.485         26.485          5.822   0.0       0.0       0.0
 PPC0659        427350.000    6654725.000        135.324       1   0.0    1.0                  24.000         24.000          5.282   0.0       0.0       0.0
 PPC0660        427350.000    6654750.000        135.292       1   0.0    1.0                  24.000         24.000          5.013   0.0       0.0       0.0
 PPC0661        427350.000    6654775.000        135.705       1   0.0    1.0                  24.000         24.000          5.156   0.0       0.0       0.0
 PPC0662        427350.000    6654800.000        135.370       1   0.0    1.0                  24.000         24.000          5.142   0.0       0.0       0.0
 PPC0663        427350.000    6654825.000        135.250       1   0.0    1.0                  24.000         24.000          4.846   0.0       0.0       0.0
 PPC0664        427350.000    6654850.000        134.258       1   0.0    1.0                  24.000         24.000          4.933   0.0       0.0       0.0
 PPC0665        427350.000    6654875.000        133.604       1   0.0    1.0                  24.000         24.000          4.608   0.0       0.0       0.0
 PPC0666        427350.000    6654900.000        131.660       1   0.0    1.0                  24.000         24.000          4.591   0.0       0.0       0.0
 PPC0667        427350.000    6654925.000        129.698       1   0.0    1.0                  24.000         24.000          4.749   0.0       0.0       0.0
 PPC0668        427350.000    6654950.000        128.007       1   0.0    1.0                  24.000         24.000          4.605   0.0       0.0       0.0
 PPC0669        427350.000    6654975.000        126.953       1   0.0    1.0                  24.000         24.000          4.828   0.0       0.0       0.0
 PPC0670        427350.000    6655000.000        127.205       1   0.0    1.0                  24.000         24.000          5.589   0.0       0.0       0.0
 PPC0671        427350.000    6655025.000        128.647       1   0.0    1.0                  24.000         24.000          6.427   0.0       0.0       0.0
 PPC0672        427350.000    6655050.000        129.908       1   0.0    1.0                  24.000         24.000          6.650   0.0       0.0       0.0
 PPC0673        427350.000    6655075.000        130.909       1   0.0    1.0                  24.000         24.000          6.802   0.0       0.0       0.0
 PPC0674        427350.000    6655100.000        132.627       1   0.0    1.0                  24.000         24.000          6.429   0.0       0.0       0.0
 PPC0675        427350.000    6655125.000        134.231       1   0.0    1.0                  24.000         24.000          5.812   0.0       0.0       0.0
 PPC0676        427350.000    6655150.000        135.030       1   0.0    1.0                  24.000         24.000          5.480   0.0       0.0       0.0
 PPC0677        427350.000    6655175.000        135.651       1   0.0    1.0                  24.000         24.000          5.204   0.0       0.0       0.0
 PPC0678        427350.000    6655200.000        136.065       1   0.0    1.0                  24.000         24.000          5.072   0.0       0.0       0.0
 PPC0679        427350.000    6655225.000        136.362       1   0.0    1.0                  26.485         26.485          5.766   0.0       0.0       0.0
 PPC0680        427375.000    6654725.000        136.258       1   0.0    1.0                  26.485         26.485          5.588   0.0       0.0       0.0
 PPC0681        427375.000    6654750.000        137.440       1   0.0    1.0                  24.000         24.000          4.832   0.0       0.0       0.0
 PPC0682        427375.000    6654775.000        137.910       1   0.0    1.0                  24.000         24.000          4.328   0.0       0.0       0.0
 PPC0683        427375.000    6654800.000        137.318       1   0.0    1.0                  24.000         24.000          4.674   0.0       0.0       0.0
 PPC0684        427375.000    6654825.000        135.893       1   0.0    1.0                  24.000         24.000          5.192   0.0       0.0       0.0
 PPC0685        427375.000    6654850.000        134.731       1   0.0    1.0                  24.000         24.000          5.157   0.0       0.0       0.0
 PPC0686        427375.000    6654875.000        132.845       1   0.0    1.0                  24.000         24.000          4.950   0.0       0.0       0.0
 PPC0687        427375.000    6654900.000        131.422       1   0.0    1.0                  24.000         24.000          4.494   0.0       0.0       0.0
 PPC0688        427375.000    6654925.000        129.925       1   0.0    1.0                  24.000         24.000          3.989   0.0       0.0       0.0
 PPC0689        427375.000    6654950.000        129.155       1   0.0    1.0                  24.000         24.000          4.067   0.0       0.0       0.0
 PPC0690        427375.000    6654975.000        128.548       1   0.0    1.0                  24.000         24.000          4.720   0.0       0.0       0.0
 PPC0691        427375.000    6655000.000        129.140       1   0.0    1.0                  24.000         24.000          5.526   0.0       0.0       0.0
 PPC0692        427375.000    6655025.000        129.643       1   0.0    1.0                  24.000         24.000          6.335   0.0       0.0       0.0
 PPC0693        427375.000    6655050.000        130.125       1   0.0    1.0                  24.000         24.000          6.862   0.0       0.0       0.0
 PPC0694        427375.000    6655075.000        130.693       1   0.0    1.0                  24.000         24.000          7.005   0.0       0.0       0.0
 PPC0695        427375.000    6655100.000        132.125       1   0.0    1.0                  24.000         24.000          6.908   0.0       0.0       0.0
 PPC0696        427375.000    6655125.000        134.211       1   0.0    1.0                  24.000         24.000          5.913   0.0       0.0       0.0
 PPC0697        427375.000    6655150.000        135.353       1   0.0    1.0                  24.000         24.000          5.452   0.0       0.0       0.0
 PPC0698        427375.000    6655175.000        136.234       1   0.0    1.0                  24.000         24.000          5.120   0.0       0.0       0.0
 PPC0699        427375.000    6655200.000        136.421       1   0.0    1.0                  24.000         24.000          5.221   0.0       0.0       0.0
 PPC0700        427375.000    6655225.000        137.079       1   0.0    1.0                  24.000         24.000          5.140   0.0       0.0       0.0
 PPC0701        427375.000    6655250.000        137.009       1   0.0    1.0                  26.485         26.485          5.519   0.0       0.0       0.0
 PPC0702        427400.000    6654750.000        138.887       1   0.0    1.0                  26.485         26.485          4.621   0.0       0.0       0.0
 PPC0703        427400.000    6654775.000        139.347       1   0.0    1.0                  24.000         24.000          4.025   0.0       0.0       0.0
 PPC0704        427400.000    6654800.000        138.503       1   0.0    1.0                  24.000         24.000          4.488   0.0       0.0       0.0
 PPC0705        427400.000    6654825.000        136.691       1   0.0    1.0                  24.000         24.000          5.013   0.0       0.0       0.0
 PPC0706        427400.000    6654850.000        134.510       1   0.0    1.0                  24.000         24.000          5.095   0.0       0.0       0.0
 PPC0707        427400.000    6654875.000        132.347       1   0.0    1.0                  24.000         24.000          4.648   0.0       0.0       0.0
 PPC0708        427400.000    6654900.000        130.561       1   0.0    1.0                  24.000         24.000          4.116   0.0       0.0       0.0
 PPC0709        427400.000    6654925.000        129.897       1   0.0    1.0                  24.000         24.000          4.295   0.0       0.0       0.0
 PPC0710        427400.000    6654950.000        130.026       1   0.0    1.0                  24.000         24.000          4.361   0.0       0.0       0.0
 PPC0711        427400.000    6654975.000        130.147       1   0.0    1.0                  24.000         24.000          5.078   0.0       0.0       0.0
 PPC0712        427400.000    6655000.000        130.615       1   0.0    1.0                  24.000         24.000          5.680   0.0       0.0       0.0
 PPC0713        427400.000    6655025.000        130.757       1   0.0    1.0                  24.000         24.000          6.501   0.0       0.0       0.0
 PPC0714        427400.000    6655050.000        131.005       1   0.0    1.0                  24.000         24.000          6.763   0.0       0.0       0.0
 PPC0715        427400.000    6655075.000        131.065       1   0.0    1.0                  24.000         24.000          7.257   0.0       0.0       0.0
 PPC0716        427400.000    6655100.000        132.050       1   0.0    1.0                  24.000         24.000          6.771   0.0       0.0       0.0
 PPC0717        427400.000    6655125.000        133.377       1   0.0    1.0                  24.000         24.000          6.602   0.0       0.0       0.0
 PPC0718        427400.000    6655150.000        135.320       1   0.0    1.0                  24.000         24.000          5.722   0.0       0.0       0.0
 PPC0719        427400.000    6655175.000        136.146       1   0.0    1.0                  24.000         24.000          5.383   0.0       0.0       0.0
 PPC0720        427400.000    6655200.000        136.461       1   0.0    1.0                  24.000         24.000          5.237   0.0       0.0       0.0
 PPC0721        427400.000    6655225.000        136.659       1   0.0    1.0                  24.000         24.000          5.472   0.0       0.0       0.0
 PPC0722        427400.000    6655250.000        137.344       1   0.0    1.0                  24.000         24.000          5.137   0.0       0.0       0.0
 PPC0723        427400.000    6655275.000        137.846       1   0.0    1.0                  26.485         26.485          5.252   0.0       0.0       0.0
 PPC0724        427425.000    6654800.000        139.781       1   0.0    1.0                  26.485         26.485          4.508   0.0       0.0       0.0
 PPC0725        427425.000    6654825.000        137.716       1   0.0    1.0                  24.000         24.000          4.374   0.0       0.0       0.0
 PPC0726        427425.000    6654850.000        135.115       1   0.0    1.0                  24.000         24.000          5.046   0.0       0.0       0.0
 PPC0727        427425.000    6654875.000        132.526       1   0.0    1.0                  24.000         24.000          4.202   0.0       0.0       0.0
 PPC0728        427425.000    6654900.000        131.227       1   0.0    1.0                  24.000         24.000          4.143   0.0       0.0       0.0
 PPC0729        427425.000    6654925.000        130.289       1   0.0    1.0                  24.000         24.000          5.320   0.0       0.0       0.0
 PPC0730        427425.000    6654950.000        131.161       1   0.0    1.0                  24.000         24.000          5.476   0.0       0.0       0.0
 PPC0731        427425.000    6654975.000        131.000       1   0.0    1.0                  24.000         24.000          6.080   0.0       0.0       0.0
 PPC0732        427425.000    6655000.000        131.823       1   0.0    1.0                  24.000         24.000          6.164   0.0       0.0       0.0
 PPC0733        427425.000    6655025.000        132.496       1   0.0    1.0                  24.000         24.000          6.050   0.0       0.0       0.0
 PPC0734        427425.000    6655050.000        132.741       1   0.0    1.0                  24.000         24.000          6.379   0.0       0.0       0.0
 PPC0735        427425.000    6655075.000        132.803       1   0.0    1.0                  24.000         24.000          6.479   0.0       0.0       0.0
 PPC0736        427425.000    6655100.000        132.406       1   0.0    1.0                  24.000         24.000          6.857   0.0       0.0       0.0
 PPC0737        427425.000    6655125.000        133.418       1   0.0    1.0                  24.000         24.000          6.259   0.0       0.0       0.0
 PPC0738        427425.000    6655150.000        134.399       1   0.0    1.0                  24.000         24.000          6.212   0.0       0.0       0.0
 PPC0739        427425.000    6655175.000        135.477       1   0.0    1.0                  24.000         24.000          5.708   0.0       0.0       0.0
 PPC0740        427425.000    6655200.000        136.303       1   0.0    1.0                  24.000         24.000          5.342   0.0       0.0       0.0
 PPC0741        427425.000    6655225.000        136.886       1   0.0    1.0                  24.000         24.000          5.326   0.0       0.0       0.0
 PPC0742        427425.000    6655250.000        137.611       1   0.0    1.0                  24.000         24.000          5.169   0.0       0.0       0.0
 PPC0743        427425.000    6655275.000        138.348       1   0.0    1.0                  24.000         24.000          4.512   0.0       0.0       0.0
 PPC0744        427450.000    6654850.000        137.048       1   0.0    1.0                  26.485         26.485          4.091   0.0       0.0       0.0
 PPC0745        427450.000    6654875.000        134.080       1   0.0    1.0                  24.000         24.000          4.524   0.0       0.0       0.0
 PPC0746        427450.000    6654900.000        132.322       1   0.0    1.0                  24.000         24.000          4.377   0.0       0.0       0.0
 PPC0747        427450.000    6654925.000        131.761       1   0.0    1.0                  24.000         24.000          4.853   0.0       0.0       0.0
 PPC0748        427450.000    6654950.000        130.519       1   0.0    1.0                  24.000         24.000          6.223   0.0       0.0       0.0
 PPC0749        427450.000    6654975.000        130.832       1   0.0    1.0                  24.000         24.000          6.258   0.0       0.0       0.0
 PPC0750        427450.000    6655000.000        131.631       1   0.0    1.0                  24.000         24.000          6.465   0.0       0.0       0.0
 PPC0751        427450.000    6655025.000        132.713       1   0.0    1.0                  24.000         24.000          6.298   0.0       0.0       0.0
 PPC0752        427450.000    6655050.000        134.547       1   0.0    1.0                  24.000         24.000          5.513   0.0       0.0       0.0
 PPC0753        427450.000    6655075.000        134.434       1   0.0    1.0                  24.000         24.000          5.686   0.0       0.0       0.0
 PPC0754        427450.000    6655100.000        133.818       1   0.0    1.0                  24.000         24.000          6.188   0.0       0.0       0.0
 PPC0755        427450.000    6655125.000        133.928       1   0.0    1.0                  24.000         24.000          6.108   0.0       0.0       0.0
 PPC0756        427450.000    6655150.000        133.607       1   0.0    1.0                  24.000         24.000          6.591   0.0       0.0       0.0
 PPC0757        427450.000    6655175.000        134.695       1   0.0    1.0                  24.000         24.000          6.328   0.0       0.0       0.0
 PPC0758        427450.000    6655200.000        136.233       1   0.0    1.0                  24.000         24.000          5.712   0.0       0.0       0.0
 PPC0759        427450.000    6655225.000        137.235       1   0.0    1.0                  24.000         24.000          5.652   0.0       0.0       0.0
 PPC0760        427450.000    6655250.000        138.138       1   0.0    1.0                  24.000         24.000          5.362   0.0       0.0       0.0
 PPC0761        427450.000    6655275.000        138.763       1   0.0    1.0                  24.000         24.000          4.573   0.0       0.0       0.0
 PPC0762        427475.000    6654875.000        137.783       1   0.0    1.0                  26.485         26.485          3.538   0.0       0.0       0.0
 PPC0763        427475.000    6654900.000        134.924       1   0.0    1.0                  24.000         24.000          4.249   0.0       0.0       0.0
 PPC0764        427475.000    6654925.000        132.823       1   0.0    1.0                  24.000         24.000          4.393   0.0       0.0       0.0
 PPC0765        427475.000    6654950.000        131.924       1   0.0    1.0                  24.000         24.000          4.327   0.0       0.0       0.0
 PPC0766        427475.000    6654975.000        130.771       1   0.0    1.0                  24.000         24.000          5.534   0.0       0.0       0.0
 PPC0767        427475.000    6655000.000        130.578       1   0.0    1.0                  24.000         24.000          6.504   0.0       0.0       0.0
 PPC0768        427475.000    6655025.000        133.230       1   0.0    1.0                  24.000         24.000          5.623   0.0       0.0       0.0
 PPC0769        427475.000    6655050.000        135.127       1   0.0    1.0                  24.000         24.000          5.103   0.0       0.0       0.0
 PPC0770        427475.000    6655075.000        135.373       1   0.0    1.0                  24.000         24.000          5.171   0.0       0.0       0.0
 PPC0771        427475.000    6655100.000        134.571       1   0.0    1.0                  24.000         24.000          6.043   0.0       0.0       0.0
 PPC0772        427475.000    6655125.000        135.134       1   0.0    1.0                  24.000         24.000          5.827   0.0       0.0       0.0
 PPC0773        427475.000    6655150.000        134.737       1   0.0    1.0                  24.000         24.000          6.338   0.0       0.0       0.0
 PPC0774        427475.000    6655175.000        134.684       1   0.0    1.0                  24.000         24.000          6.798   0.0       0.0       0.0
 PPC0775        427475.000    6655200.000        136.015       1   0.0    1.0                  24.000         24.000          6.680   0.0       0.0       0.0
 PPC0776        427475.000    6655225.000        137.738       1   0.0    1.0                  24.000         24.000          5.941   0.0       0.0       0.0
 PPC0777        427475.000    6655250.000        138.759       1   0.0    1.0                  24.000         24.000          5.425   0.0       0.0       0.0
 PPC0778        427475.000    6655275.000        139.076       1   0.0    1.0                  26.485         26.485          5.482   0.0       0.0       0.0
 PPC0779        427500.000    6654900.000        137.813       1   0.0    1.0                  26.485         26.485          3.562   0.0       0.0       0.0
 PPC0780        427500.000    6654925.000        135.111       1   0.0    1.0                  24.000         24.000          4.304   0.0       0.0       0.0
 PPC0781        427500.000    6654950.000        132.912       1   0.0    1.0                  24.000         24.000          4.371   0.0       0.0       0.0
 PPC0782        427500.000    6654975.000        132.524       1   0.0    1.0                  24.000         24.000          4.338   0.0       0.0       0.0
 PPC0783        427500.000    6655000.000        131.357       1   0.0    1.0                  24.000         24.000          5.383   0.0       0.0       0.0
 PPC0784        427500.000    6655025.000        132.409       1   0.0    1.0                  24.000         24.000          5.633   0.0       0.0       0.0
 PPC0785        427500.000    6655050.000        134.310       1   0.0    1.0                  24.000         24.000          4.998   0.0       0.0       0.0
 PPC0786        427500.000    6655075.000        135.037       1   0.0    1.0                  24.000         24.000          5.007   0.0       0.0       0.0
 PPC0787        427500.000    6655100.000        135.474       1   0.0    1.0                  24.000         24.000          5.218   0.0       0.0       0.0
 PPC0788        427500.000    6655125.000        135.644       1   0.0    1.0                  24.000         24.000          5.522   0.0       0.0       0.0
 PPC0789        427500.000    6655150.000        135.747       1   0.0    1.0                  24.000         24.000          6.200   0.0       0.0       0.0
 PPC0790        427500.000    6655175.000        135.983       1   0.0    1.0                  24.000         24.000          6.907   0.0       0.0       0.0
 PPC0791        427500.000    6655200.000        137.023       1   0.0    1.0                  24.000         24.000          6.689   0.0       0.0       0.0
 PPC0792        427500.000    6655225.000        138.162       1   0.0    1.0                  24.000         24.000          6.158   0.0       0.0       0.0
 PPC0793        427500.000    6655250.000        139.060       1   0.0    1.0                  26.485         26.485          5.949   0.0       0.0       0.0
 PPC0794        427525.000    6654925.000        137.633       1   0.0    1.0                  26.485         26.485          4.203   0.0       0.0       0.0
 PPC0795        427525.000    6654950.000        135.279       1   0.0    1.0                  24.000         24.000          5.448   0.0       0.0       0.0
 PPC0796        427525.000    6654975.000        134.008       1   0.0    1.0                  24.000         24.000          5.442   0.0       0.0       0.0
 PPC0797        427525.000    6655000.000        133.216       1   0.0    1.0                  24.000         24.000          6.009   0.0       0.0       0.0
 PPC0798        427525.000    6655025.000        133.928       1   0.0    1.0                  24.000         24.000          5.756   0.0       0.0       0.0
 PPC0799        427525.000    6655050.000        135.014       1   0.0    1.0                  24.000         24.000          5.404   0.0       0.0       0.0
 PPC0800        427525.000    6655075.000        135.840       1   0.0    1.0                  24.000         24.000          4.437   0.0       0.0       0.0
 PPC0801        427525.000    6655100.000        135.720       1   0.0    1.0                  24.000         24.000          4.301   0.0       0.0       0.0
 PPC0802        427525.000    6655125.000        136.107       1   0.0    1.0                  24.000         24.000          5.075   0.0       0.0       0.0
 PPC0803        427525.000    6655150.000        136.632       1   0.0    1.0                  24.000         24.000          6.082   0.0       0.0       0.0
 PPC0804        427525.000    6655175.000        137.609       1   0.0    1.0                  24.000         24.000          6.395   0.0       0.0       0.0
 PPC0805        427525.000    6655200.000        138.276       1   0.0    1.0                  24.000         24.000          6.440   0.0       0.0       0.0
 PPC0806        427525.000    6655225.000        138.599       1   0.0    1.0                  26.485         26.485          6.537   0.0       0.0       0.0
 PPC0807        427550.000    6654950.000        138.250       1   0.0    1.0                  26.485         26.485          5.222   0.0       0.0       0.0
 PPC0808        427550.000    6654975.000        135.820       1   0.0    1.0                  24.000         24.000          6.408   0.0       0.0       0.0
 PPC0809        427550.000    6655000.000        136.128       1   0.0    1.0                  24.000         24.000          6.017   0.0       0.0       0.0
 PPC0810        427550.000    6655025.000        136.431       1   0.0    1.0                  24.000         24.000          6.247   0.0       0.0       0.0
 PPC0811        427550.000    6655050.000        136.569       1   0.0    1.0                  24.000         24.000          6.073   0.0       0.0       0.0
 PPC0812        427550.000    6655075.000        136.327       1   0.0    1.0                  24.000         24.000          5.169   0.0       0.0       0.0
 PPC0813        427550.000    6655100.000        136.689       1   0.0    1.0                  24.000         24.000          4.012   0.0       0.0       0.0
 PPC0814        427550.000    6655125.000        137.044       1   0.0    1.0                  24.000         24.000          4.069   0.0       0.0       0.0
 PPC0815        427550.000    6655150.000        137.597       1   0.0    1.0                  24.000         24.000          5.396   0.0       0.0       0.0
 PPC0816        427550.000    6655175.000        138.378       1   0.0    1.0                  24.000         24.000          6.223   0.0       0.0       0.0
 PPC0817        427550.000    6655200.000        139.082       1   0.0    1.0                  26.485         26.485          6.735   0.0       0.0       0.0
 PPC0818        427575.000    6654975.000        140.138       1   0.0    1.0                  26.485         26.485          5.316   0.0       0.0       0.0
 PPC0819        427575.000    6655000.000        139.038       1   0.0    1.0                  24.000         24.000          5.282   0.0       0.0       0.0
 PPC0820        427575.000    6655025.000        138.639       1   0.0    1.0                  24.000         24.000          6.236   0.0       0.0       0.0
 PPC0821        427575.000    6655050.000        138.383       1   0.0    1.0                  24.000         24.000          6.421   0.0       0.0       0.0
 PPC0822        427575.000    6655075.000        137.817       1   0.0    1.0                  24.000         24.000          5.536   0.0       0.0       0.0
 PPC0823        427575.000    6655100.000        137.667       1   0.0    1.0                  24.000         24.000          3.667   0.0       0.0       0.0
 PPC0824        427575.000    6655125.000        137.887       1   0.0    1.0                  24.000         24.000          3.295   0.0       0.0       0.0
 PPC0825        427575.000    6655150.000        138.402       1   0.0    1.0                  24.000         24.000          4.414   0.0       0.0       0.0
 PPC0826        427575.000    6655175.000        139.049       1   0.0    1.0                  26.485         26.485          6.045   0.0       0.0       0.0
 PPC0827        427600.000    6655025.000        140.811       1   0.0    1.0                  26.485         26.485          6.142   0.0       0.0       0.0
 PPC0828        427600.000    6655050.000        139.779       1   0.0    1.0                  24.000         24.000          5.525   0.0       0.0       0.0
 PPC0829        427600.000    6655075.000        138.999       1   0.0    1.0                  24.000         24.000          5.310   0.0       0.0       0.0
 PPC0830        427600.000    6655100.000        138.168       1   0.0    1.0                  24.000         24.000          4.021   0.0       0.0       0.0
 PPC0831        427600.000    6655125.000        138.298       1   0.0    1.0                  24.000         24.000          2.830   0.0       0.0       0.0
 PPC0832        427600.000    6655150.000        138.584       1   0.0    1.0                  26.485         26.485          4.043   0.0       0.0       0.0
 PPC0833        427625.000    6655075.000        139.391       1   0.0    1.0                  26.485         26.485          5.351   0.0       0.0       0.0
 PPC0834        427625.000    6655100.000        138.690       1   0.0    1.0                  24.000         24.000          3.747   0.0       0.0       0.0
 PPC0835        427625.000    6655125.000        138.398       1   0.0    1.0                  26.485         26.485          3.691   0.0       0.0       0.0
 PPC0836        426900.000    6654800.000        117.295       1   0.0    1.0                  26.485         26.485          7.757   0.0       0.0       0.0
 PPC0837        426900.000    6654825.000        117.729       1   0.0    1.0                  24.000         24.000          8.130   0.0       0.0       0.0
 PPC0838        426900.000    6654850.000        119.394       1   0.0    1.0                  24.000         24.000          7.243   0.0       0.0       0.0
 PPC0839        426900.000    6654875.000        120.325       1   0.0    1.0                  24.000         24.000          7.159   0.0       0.0       0.0
 PPC0840        426900.000    6654900.000        121.430       1   0.0    1.0                  26.485         26.485          7.255   0.0       0.0       0.0
 PPC0841        426925.000    6654775.000        117.073       1   0.0    1.0                  26.485         26.485          8.750   0.0       0.0       0.0
 PPC0842        426925.000    6654800.000        117.192       1   0.0    1.0                  24.000         24.000          9.764   0.0       0.0       0.0
 PPC0843        426925.000    6654825.000        117.705       1   0.0    1.0                  24.000         24.000          9.796   0.0       0.0       0.0
 PPC0844        426925.000    6654850.000        118.392       1   0.0    1.0                  24.000         24.000          9.922   0.0       0.0       0.0
 PPC0845        426925.000    6654875.000        120.230       1   0.0    1.0                  24.000         24.000          8.652   0.0       0.0       0.0
 PPC0846        426925.000    6654900.000        121.492       1   0.0    1.0                  24.000         24.000          7.917   0.0       0.0       0.0
 PPC0847        426925.000    6654925.000        122.012       1   0.0    1.0                  26.485         26.485          6.876   0.0       0.0       0.0
 PPC0848        426950.000    6654750.000        117.322       1   0.0    1.0                  26.485         26.485          8.457   0.0       0.0       0.0
 PPC0849        426950.000    6654775.000        117.156       1   0.0    1.0                  24.000         24.000          9.456   0.0       0.0       0.0
 PPC0850        426950.000    6654800.000        117.297       1   0.0    1.0                  24.000         24.000          9.612   0.0       0.0       0.0
 PPC0851        426950.000    6654825.000        117.762       1   0.0    1.0                  24.000         24.000          9.935   0.0       0.0       0.0
 PPC0852        426950.000    6654850.000        118.645       1   0.0    1.0                  24.000         24.000          9.688   0.0       0.0       0.0
 PPC0853        426950.000    6654875.000        119.872       1   0.0    1.0                  24.000         24.000          9.185   0.0       0.0       0.0
 PPC0854        426950.000    6654900.000        121.477       1   0.0    1.0                  24.000         24.000          7.878   0.0       0.0       0.0
 PPC0855        426950.000    6654925.000        122.103       1   0.0    1.0                  24.000         24.000          7.545   0.0       0.0       0.0
 PPC0856        426950.000    6654950.000        123.288       1   0.0    1.0                  26.485         26.485          5.888   0.0       0.0       0.0
 PPC0857        426975.000    6654725.000        117.621       1   0.0    1.0                  26.485         26.485          8.253   0.0       0.0       0.0
 PPC0858        426975.000    6654750.000        117.327       1   0.0    1.0                  24.000         24.000          9.249   0.0       0.0       0.0
 PPC0859        426975.000    6654775.000        117.157       1   0.0    1.0                  24.000         24.000          9.381   0.0       0.0       0.0
 PPC0860        426975.000    6654800.000        117.271       1   0.0    1.0                  24.000         24.000          9.604   0.0       0.0       0.0
 PPC0861        426975.000    6654825.000        118.007       1   0.0    1.0                  24.000         24.000          9.733   0.0       0.0       0.0
