ppc0000	426900.0	6654800.0	129.505046845	1	1	1
ppc0001	426900.0	6654830.0	130.3171463	1	1	1
ppc0002	426900.0	6654860.0	131.04684829500002	1	1	1
ppc0003	426900.0	6654890.0	131.926448825	1	1	1
ppc0004	426930.0	6654770.0	129.34669876	1	1	1
ppc0005	426930.0	6654800.0	129.409999845	1	1	1
ppc0006	426930.0	6654830.0	130.588798525	1	1	1
ppc0007	426930.0	6654860.0	131.21355057	1	1	1
ppc0008	426930.0	6654890.0	131.93730163499998	1	1	1
ppc0009	426930.0	6654920.0	131.015300755	1	1	1
ppc0010	426960.0	6654740.0	129.392303465	1	1	1
ppc0011	426960.0	6654770.0	129.222202305	1	1	1
ppc0012	426960.0	6654800.0	129.3309021	1	1	1
ppc0013	426960.0	6654830.0	130.92269897	1	1	1
ppc0014	426960.0	6654860.0	131.722896575	1	1	1
ppc0015	426960.0	6654890.0	132.006752015	1	1	1
ppc0016	426960.0	6654920.0	131.19280243	1	1	1
ppc0017	426960.0	6654950.0	131.39324951	1	1	1
ppc0018	426990.0	6654710.0	129.56579589999998	1	1	1
ppc0019	426990.0	6654740.0	129.45475006	1	1	1
ppc0020	426990.0	6654770.0	129.280944825	1	1	1
ppc0021	426990.0	6654800.0	129.33870315500002	1	1	1
ppc0022	426990.0	6654830.0	131.33855057	1	1	1
ppc0023	426990.0	6654860.0	131.89694977	1	1	1
ppc0024	426990.0	6654890.0	132.058498385	1	1	1
ppc0025	426990.0	6654920.0	131.06275177	1	1	1
ppc0026	426990.0	6654950.0	131.39225005999998	1	1	1
ppc0027	426990.0	6654980.0	131.48000336	1	1	1
ppc0028	427020.0	6654710.0	129.374599455	1	1	1
ppc0029	427020.0	6654740.0	129.318599705	1	1	1
ppc0030	427020.0	6654770.0	129.275550845	1	1	1
ppc0031	427020.0	6654800.0	129.34704971	1	1	1
ppc0032	427020.0	6654830.0	131.1881485	1	1	1
ppc0033	427020.0	6654860.0	132.006248475	1	1	1
ppc0034	427020.0	6654890.0	132.467151645	1	1	1
ppc0035	427020.0	6654920.0	131.971702575	1	1	1
ppc0036	427020.0	6654950.0	131.52944565	1	1	1
ppc0037	427020.0	6654980.0	131.364048005	1	1	1
ppc0038	427020.0	6655010.0	132.71644592500002	1	1	1
ppc0039	427050.0	6654710.0	129.578899385	1	1	1
ppc0040	427050.0	6654740.0	129.385349275	1	1	1
ppc0041	427050.0	6654770.0	129.19445038	1	1	1
ppc0042	427050.0	6654800.0	129.470603945	1	1	1
ppc0043	427050.0	6654830.0	131.87574768000002	1	1	1
ppc0044	427050.0	6654860.0	132.36074829	1	1	1
ppc0045	427050.0	6654890.0	132.36804962	1	1	1
ppc0046	427050.0	6654920.0	131.99524689	1	1	1
ppc0047	427050.0	6654950.0	130.503845215	1	1	1
ppc0048	427050.0	6654980.0	131.89760208	1	1	1
ppc0049	427050.0	6655010.0	132.83705139	1	1	1
ppc0050	427080.0	6654710.0	129.909496305	1	1	1
ppc0051	427080.0	6654740.0	129.767601015	1	1	1
ppc0052	427080.0	6654770.0	129.31420135500002	1	1	1
ppc0053	427080.0	6654800.0	129.885253905	1	1	1
ppc0054	427080.0	6654830.0	132.24359894	1	1	1
ppc0055	427080.0	6654860.0	132.668251035	1	1	1
ppc0056	427080.0	6654890.0	132.68089676	1	1	1
ppc0057	427080.0	6654920.0	132.216701505	1	1	1
ppc0058	427080.0	6654950.0	130.998001095	1	1	1
ppc0059	427080.0	6654980.0	132.237895965	1	1	1
ppc0060	427080.0	6655010.0	133.94134903	1	1	1
ppc0061	427110.0	6654710.0	130.40149689	1	1	1
ppc0062	427110.0	6654740.0	130.263252255	1	1	1
ppc0063	427110.0	6654770.0	130.07594681	1	1	1
ppc0064	427110.0	6654800.0	130.551849365	1	1	1
ppc0065	427110.0	6654830.0	132.61560058499998	1	1	1
ppc0066	427110.0	6654860.0	133.33524703999998	1	1	1
ppc0067	427110.0	6654890.0	133.276145935	1	1	1
ppc0068	427110.0	6654920.0	132.90810013	1	1	1
ppc0069	427110.0	6654950.0	131.61425400000002	1	1	1
ppc0070	427110.0	6654980.0	133.08339691	1	1	1
ppc0071	427110.0	6655010.0	134.015052795	1	1	1
ppc0072	427140.0	6654710.0	130.48905181499998	1	1	1
ppc0073	427140.0	6654740.0	130.492847445	1	1	1
ppc0074	427140.0	6654770.0	130.68735123	1	1	1
ppc0075	427140.0	6654800.0	130.833847045	1	1	1
ppc0076	427140.0	6654830.0	133.070350645	1	1	1
ppc0077	427140.0	6654860.0	134.16889954	1	1	1
ppc0078	427140.0	6654890.0	134.08134841499998	1	1	1
ppc0079	427140.0	6654920.0	133.843151095	1	1	1
ppc0080	427140.0	6654950.0	130.90669631999998	1	1	1
ppc0081	427140.0	6654980.0	134.23329926	1	1	1
ppc0082	427140.0	6655010.0	134.36614990500001	1	1	1
ppc0083	427170.0	6654710.0	133.111499785	1	1	1
ppc0084	427170.0	6654740.0	131.39360046	1	1	1
ppc0085	427170.0	6654770.0	131.09075165000002	1	1	1
ppc0086	427170.0	6654800.0	131.21739578	1	1	1
ppc0087	427170.0	6654830.0	132.12345123	1	1	1
ppc0088	427170.0	6654860.0	134.09254837	1	1	1
ppc0089	427170.0	6654890.0	135.4993515	1	1	1
ppc0090	427170.0	6654920.0	134.859199525	1	1	1
ppc0091	427170.0	6654950.0	131.352149965	1	1	1
ppc0092	427170.0	6654980.0	133.44559479	1	1	1
ppc0093	427170.0	6655010.0	134.85310364	1	1	1
ppc0094	427170.0	6655040.0	136.21365356500002	1	1	1
ppc0095	427200.0	6654710.0	133.81740188999999	1	1	1
ppc0096	427200.0	6654740.0	131.75124740500002	1	1	1
ppc0097	427200.0	6654770.0	131.23970032	1	1	1
ppc0098	427200.0	6654800.0	131.63829803	1	1	1
ppc0099	427200.0	6654830.0	132.394245145	1	1	1
ppc0100	427200.0	6654860.0	134.82614898499997	1	1	1
ppc0101	427200.0	6654890.0	136.66275024499998	1	1	1
ppc0102	427200.0	6654920.0	132.83180237	1	1	1
ppc0103	427200.0	6654950.0	131.852500915	1	1	1
