cl_pp
cl_mf_layer1
         1       885
         1      3783
       885      3783
         1
    1  10   0.000000       4  0.5689588     299  0.1817434     594  3.4673836E-02  10  6.2278438E-02   9  3.9116587E-02 298  1.3867887E-03   3  4.4178933E-02 593  1.1169507E-02 304  1.4715841E-02 305  4.1777879E-02
    2  10   0.000000     299  0.2812856       4  0.3127080     594  8.4072903E-02  10  0.1347175       9  0.1046531     305  1.3554185E-02 304 -1.1992495E-03 600  4.2123616E-02 599  1.7976629E-02 298  1.0107679E-02
    3  10   0.000000      10  0.2648156     299  0.1874992     594  0.1327181       4  0.1686604     305  1.3774503E-02 600  3.4253035E-02   9  0.1374256     304  1.0089091E-02 599  1.1755552E-02  17  3.9009027E-02
    4  10   0.000000      10  0.4807365     305  3.4574308E-02 600  3.8478557E-02 594  0.1083700     299  8.4732011E-02   4  9.5676467E-02   9  9.8155707E-02 304  1.3973358E-02  17  3.4744650E-02 599  1.0558419E-02
    5  10   0.000000      10  0.5425329     305  0.1106056     600  4.3883041E-02 594  6.6848427E-02 299  4.1220475E-02  18  7.2878890E-02  17  1.9444684E-02 304 -2.1323375E-03   4  6.6379637E-02   9  3.8338713E-02
    6  10   0.000000      10  0.4977852     305  0.1835991     600  5.5593323E-02  18  6.9450371E-02 594  4.9468882E-02  17  2.7914923E-02 299  5.9759468E-02 313  4.3199006E-02 312  1.5011425E-02 304 -1.7817199E-03
    7  10   0.000000      10  0.6665715     305  0.1063513     600  2.9546956E-02 594  4.8751682E-02 299  4.7481854E-02  17  1.4913459E-02  18  5.5136591E-02 304 -6.2039439E-03 599  1.8822909E-03   9  3.5568312E-02
    8  10   0.000000      10  0.5667849     305  0.2171859     600  3.9721392E-02  18  7.2199740E-02  17  3.2228559E-02 594  3.0939505E-02 299  3.9946929E-02 312  1.2553809E-02 304 -6.4452002E-03 599 -5.1155407E-03
    9  10   0.000000     305  0.2679756      10  0.3441842     600  9.1253966E-02  18  0.1139539      17  7.1503237E-02 313  1.0766715E-02 312 -2.1517186E-03 608  3.6478747E-02 594  5.1845413E-02 607  1.4190001E-02
   10  10   0.000000      18  0.2353212     305  0.1909929     600  0.1564883      10  0.1874256     313  1.2954130E-02 608  3.3181615E-02  17  0.1205037     312  8.5035469E-03 607  1.1944745E-02  27  4.2684376E-02
   11  10   0.000000      18  0.4372313     313  3.1681709E-02 608  3.8741481E-02 600  0.1304763     305  8.7845542E-02  10  0.1045824      17  0.1022202     312  1.7110314E-02 607  1.2306251E-02  27  3.7804451E-02
   12  10   0.000000      18  0.5892773     313  0.1054888     608  4.0242516E-02 600  6.0459848E-02 305  3.2803144E-02  27  1.8395465E-02  28  6.4423837E-02 312 -4.2082430E-03  10  5.7595707E-02  17  3.5521589E-02
   13  10   0.000000      18  0.3820724     313  0.2575347     608  9.4225749E-02  28  9.0069003E-02  27  5.3077661E-02 323  1.0569137E-02 322  8.9928648E-03 600  2.4859680E-02 618  3.5462014E-02 305  4.3136708E-02
   14  10   0.000000     313  0.1922634     608  0.1807648      28  0.1977785      18  0.1838216     323  1.4477951E-02  27  0.1132550     618  4.0690020E-02 322  1.0067571E-02 617  1.4955188E-02 600  5.1925983E-02
   15  10   0.000000      28  0.3837388     323  2.5948621E-02 608  0.1580184     313  8.8299550E-02 618  3.8342811E-02  18  0.1089341      27  0.1158465     322  2.4494085E-02 617  1.5686918E-02  38  4.0690191E-02
   16  10   0.000000      28  0.5792313     323  8.3659813E-02 618  3.8931906E-02 608  7.5553522E-02 313  3.2737799E-02  39  6.2061291E-02  38  1.3601583E-02  18  5.8472984E-02 322  8.1551215E-03  27  4.7594730E-02
   17  10   0.000000      28  0.4289987     323  0.2502806     618  8.7014511E-02  39  8.5476376E-02  38  3.5840441E-02 334  3.8266800E-02 608  3.2799885E-02 333  1.1089723E-02 313  4.3919537E-02 617 -1.3686608E-02
   18  10   0.000000     323  0.2122022     618  0.1696333      28  0.2185059      39  0.1844988     334  1.5434261E-02  38  9.1555849E-02 629  3.8294643E-02 333  2.6035202E-03 628  1.4704399E-02 608  5.2567095E-02
   19  10   0.000000      39  0.3419546     618  0.1628117     323  0.1135539     334  2.0559546E-02  28  0.1396618     629  3.8152672E-02  38  0.1155987     333  1.1773001E-02 628  1.5468260E-02  50  4.0465903E-02
   20  10   0.000000      39  0.5631049     334  5.4505922E-02 629  4.2181030E-02 618  9.5508233E-02 323  4.6478383E-02  28  7.9533711E-02  38  6.4597800E-02  50  3.5925835E-02 333  6.2573315E-03 628  1.1906883E-02
   21  10   0.000000      39  0.5428210     334  0.1954303     629  5.6820083E-02  50  4.8432469E-02 618  4.1704971E-02 323  5.2835006E-02 333 -8.6743254E-03 628  2.2503216E-05 345  4.9161099E-02  38  2.1446813E-02
   22  10   0.000000     334  0.2643300      39  0.2955497     629  0.1371268      50  0.1250140     345  3.2330085E-02 640  6.1229326E-02 618  3.2572079E-02 628 -9.2027085E-03 333  4.9104095E-03 323  5.6140427E-02
   23  10   0.000000     334  0.1587375     629  0.1973171      39  0.1606096      50  0.1909787     345  7.6219298E-02 640  9.6246459E-02 628 -1.6031709E-03 333 -2.2544153E-03 618  8.0868848E-02  38  4.2880159E-02
   24  10   0.000000       4  0.7741956     299  1.2606028E-02 594  1.0031823E-02   3  0.1192447     298  3.0450150E-02   9 -1.8162036E-03 593  8.1371441E-03 304  1.3806694E-02  10  2.3462284E-02   8  9.8817740E-03
   25  10   0.000000       4  0.6618394     299  0.2004179     594  4.3337472E-04   9  6.9627210E-02 298  1.1662503E-02  10  3.7963048E-02 593  3.2275612E-03   3  1.0716399E-02 304 -4.9335188E-03 599  9.0460926E-03
   26  10   0.000000     299  0.3360054       4  0.2777406     594  5.8556505E-02   9  0.1979927      10  0.1092833     304 -1.8939180E-03 305  1.7573111E-02 599  6.2493333E-03 298  9.3458295E-03 593 -1.0852974E-02
   27  10   0.000000      10  0.2704690     299  0.1765109     594  0.1258908       4  0.1147237       9  0.2471066     305  1.9695326E-03 304  3.2426115E-02 600  1.4331078E-02 599 -1.3919553E-03  17  1.7964302E-02
   28  10   0.000000      10  0.5908977     305  5.3901062E-03 594  8.0353923E-02 299  5.5073898E-02 600  1.0966807E-02   9  0.1403117     304  5.3080156E-02 599  2.2030799E-03   4  4.8054442E-02  17  1.3668144E-02
   29  10   0.000000      10  0.8189177     305  8.3439983E-02 600  1.1407679E-02 594  2.2139208E-02  17  8.6723650E-03 299  2.0995395E-02 304 -5.9600291E-03 599 -1.5012596E-03   9  1.4799528E-02  18  2.7089452E-02
   30  10   0.000000      10  0.6033449     305  0.2605024     600  1.8240836E-02  17  4.6276100E-02  18  5.0109431E-02 594  1.0327961E-02 304 -5.1781824E-03 312  3.0137098E-03 299  1.9398671E-02 599 -6.0358611E-03
   31  10   0.000000      10  0.8948281     305  7.1066469E-02 600 -3.0668844E-03  17  1.8011210E-02 594 -1.8536957E-03 304  1.0735617E-02 599  4.8946724E-03 299  1.3042864E-04   9  5.2438481E-03 312  1.0167101E-05
   32  10   0.000000      10  0.5660799     305  0.3051800     600  8.5449399E-04  17  7.8396671E-02 304  1.3660132E-02 599  3.9651073E-03 312 -4.0544276E-03 594 -4.0748515E-03  18  3.2569848E-02 299  7.4230940E-03
   33  10   0.000000     305  0.4039354      10  0.3173376     600  7.9094253E-02  18  8.1873439E-02  17  0.1009038     312 -3.0677170E-03 313  1.6305039E-02 607  4.7818762E-03 599 -1.9818105E-02 594  1.8654352E-02
   34  10   0.000000     305  0.3267190     600  0.1622009      10  0.1985396      18  0.1404507      17  0.1529553     313  6.0746870E-03 312  6.9798608E-03 607  3.5817574E-03 608  2.1186799E-02 599 -1.8688623E-02
   35  10   0.000000     305  0.4377050      10  0.2670333     600  7.3996887E-02  17  0.1552213      18  6.7056932E-02 312 -2.3836412E-03 607 -1.3693126E-03 599 -9.6000619E-03 304  5.5514406E-03 313  6.7882133E-03
   36  10   0.000000     305  0.3209248     600  0.1676693      10  0.1568129      17  0.2257168      18  0.1236340     312  1.2821586E-02 313  1.4670178E-03 607 -2.9408422E-03 608  1.0591861E-02 599 -1.6697438E-02
   37  10   0.000000     305  0.1745247     600  0.1730667      18  0.2488402      10  0.1115816      17  0.2264222     313  4.6399571E-03 312  3.3622023E-02 608  1.2577952E-02 607 -1.4159032E-04  27  1.4866212E-02
   38  10   0.000000      18  0.5418475     313  1.4094234E-02 600  0.1026598     608  1.0806012E-02 305  5.4379802E-02  17  0.1479064     312  6.0928356E-02  10  4.9004626E-02 607  9.0729175E-03  27  9.3003483E-03
   39  10   0.000000      18  0.8875669     313  7.7447310E-02 608  5.3874897E-03  27  9.1800494E-03 600  7.5715929E-03 312 -4.1058813E-03 305  9.1636889E-03 607 -2.2658317E-03  17  3.5881763E-03 322  6.4665657E-03
   40  10   0.000000     313  0.3989021      18  0.3242261     608  8.8579267E-02  27  0.1146046      28  6.8872131E-02 322 -2.4889789E-03 617  3.8095778E-03 607 -1.4772340E-02 323  1.3938699E-02 312  4.3288427E-03
   41  10   0.000000     608  0.2154839     313  0.1884438      28  0.1990313      18  0.1271129      27  0.2235915     323  5.4755937E-03 322  2.8145654E-02 617  4.7012758E-03 618  2.0178938E-02 607 -1.2164817E-02
   42  10   0.000000      28  0.4525133     323  1.2276205E-02 608  0.1341816     313  5.7742309E-02 618  1.2925657E-02  27  0.1798947     322  6.9497034E-02  18  5.5623293E-02 617  1.2874722E-02  38  1.2471141E-02
   43  10   0.000000      28  0.8844407     323  1.9749785E-02 618  6.2915417E-03 608  2.3613896E-02 322  1.2275396E-02  38  2.9982878E-03 313  8.4087234E-03 617  3.0474560E-03  27  2.5804913E-02  18  1.3369272E-02
   44  10   0.000000     323  0.3999745      28  0.4022936     618  5.5557571E-02  38  7.8945644E-02  39  6.2677935E-02 333 -4.4983178E-03 617 -1.3068037E-02 322  3.3943428E-04 628  5.6061959E-03 608  1.2171470E-02
   45  10   0.000000     323  0.2325464     618  0.2099782      28  0.1585044      39  0.1779607      38  0.1941932     333  1.0478913E-02 334  5.6425524E-03 628  3.2790182E-03 629  1.9246934E-02 617 -1.1830298E-02
