time,B9-2,B10-2,B12-1,B16-1,B2-1,B22-1,B27,B29,KB1-1,KB4-3,NI1301-1,NI1302-1,NI1403-1,NI1405-1,NI1407-1,NI1408-1,NI1409-1,NI1410-1,NI1411-1,NI1412-1,NI1413-1,NI1501-1,NI1502-2,NI1503-2,NI1504-2,NI1505-1,NI1506-1,NI15-O1,NI15-O44,NI15-O46,NI15-O47,NI15-O48,NI1601-1,NI1602-1,NI1603-1,NI1605-1,NI1606-1,NI1607-1,NI1608-1,NI1609-2,NI1610-2,NI1611-1,NI1612-1,NI1613-1,NI1703-1,NI1704-1,NI1705-1,NI1712-1,NI1801-1,NI1802-1,NI1803-1,NI1804-1,B9-4,B10-4,B13-1,B14-1,B15-1,B20-1,B21-1,B2-2,B22-2,B26,B35,B36,B37,B8-1,KB4-4,NI1301-2,NI1302-2,NI1401-1,NI1402-1,NI1404-1,NI1407-2,NI1408-2,NI1409-2,NI1410-2,NI1411-2,NI1413-2,NI1501-2,NI1505-2,NI1506-2,NI1507-2,NI1601-2,NI1604-1,NI1606-2,NI1607-2,NI1608-2,NI1703-2,NI1706-1,NI1709-1,NI1801-3,NI1803-3,NI1804-3,B9-5,B10-5,B16-2,B19-4,B21-3,B22-4,B2-3,B30,B34,B4,B8-2,NI1301-3,NI1302-3,NI1401-2,NI1402-2,NI1403-2,NI1404-2,NI1405-2,NI1406-1,NI1407-3,NI1408-3,NI1409-3,NI1410-3,NI1411-3,NI1412-3,NI1413-3,NI1501-3,NI1502-3,NI1503-3,NI1504-3,NI1505-3,NI1506-3,NI1507-3,NI1601-3,NI1602-2,NI1603-2,NI1604-3,NI1605-3,NI1606-3,NI1607-3,NI1608-3,NI1609-3,NI1612-2,NI1701-1,NI1702-1,NI1704-2,NI1705-2,NI1706-2,NI1707-1,NI1708-1,NI1711-1
1.000000000000,135.4416700,135.4232590,140.2028475,138.0767538,137.8946997,140.1050020,140.3583543,138.0451649,137.3054121,135.6115007,140.3482888,140.1924646,138.8978813,139.0940446,139.7625893,139.7824343,139.7396493,140.0771106,140.2466875,138.7429284,138.5606420,138.3054491,140.6726087,140.7528122,140.6264538,140.2978334,140.2112770,136.8743223,136.7528278,135.7684916,135.3853699,134.4947463,137.5371022,136.4546594,136.4052042,139.0519439,135.8949369,136.8743223,137.0679150,136.9131421,136.9233384,137.1526382,136.8413676,136.4052042,137.0030625,135.3135860,135.5116544,137.5034657,135.2507700,135.2243408,135.3294258,135.3837883,135.4118294,135.4200865,140.4451123,140.4275666,140.9178114,140.3007461,140.2863905,137.9500729,140.1011223,140.5408353,138.5347947,138.4402989,138.7039526,135.9041965,135.6145801,140.3738753,140.1947709,140.0982673,140.2912523,140.3743596,139.7454541,139.7626593,139.7268496,140.0789551,140.2632830,138.5761106,138.3416380,140.3007461,140.2066588,139.9647562,137.5583052,138.6249811,135.9437788,137.1576314,137.3038875,137.1808243,135.4927144,139.5310122,135.3232420,135.3817702,135.4162267,135.4070756,135.4193691,138.1024618,139.0071865,140.2792023,140.0915193,137.9604951,138.1916541,138.2998135,141.9239527,135.9043591,140.3708406,140.1849769,140.0878968,140.2860111,138.8950350,140.3715726,139.0815732,140.1849769,139.7465807,139.7637915,139.7226249,140.0686362,140.2556441,138.7469289,138.5844247,138.3456521,140.6830984,140.7641001,140.6407593,140.2985608,140.1991350,139.9604528,137.5539328,136.4952088,136.5678465,138.6314097,139.0491293,135.9518618,137.2093964,137.3502714,137.3536197,136.9576395,137.1465664,137.0479773,135.3871751,135.5439083,135.5013496,135.3996067,138.3412125,138.6986532
31.41666666667,135.4368193,135.4192856,140.1981321,138.0744353,137.8922621,140.1004007,140.3535136,138.0424116,137.3044811,135.6102088,140.3434844,140.1877739,138.8954903,139.0911498,139.7582673,139.7780551,139.7354283,140.0725884,140.2419935,138.7407326,138.5588416,138.3022246,140.6674553,140.7476329,140.6213885,140.2930086,140.2065412,136.8738771,136.7524438,135.7678831,135.3849569,134.4941758,137.5358379,136.4537216,136.4046993,139.0493382,135.8941028,136.8738771,137.0670589,136.9126863,136.9228520,137.1519941,136.8404685,136.4046993,137.0024993,135.3122011,135.5103167,137.5026113,135.2495512,135.2231927,135.3282399,135.3826538,135.4070971,135.4161323,140.4402589,140.4227654,140.9126009,140.2959417,140.2816449,137.9476196,140.0965373,140.5358994,138.5326300,138.4383827,138.7018421,135.8996182,135.6132702,140.3690761,140.1900961,140.0937015,140.2864880,140.3695471,139.7411556,139.7583044,139.7226556,140.0744541,140.2585976,138.5742261,138.3383963,140.2959417,140.2019437,139.9601264,137.5570075,138.6229594,135.9428845,137.1567300,137.3027040,137.1799715,135.4917200,139.5275790,135.3219426,135.3805192,135.4150391,135.4023624,135.4154190,138.1001510,139.0046769,140.2744640,140.0869429,137.9580362,138.1885009,138.2978628,141.9182308,135.8997954,140.3660454,140.1803112,140.0833404,140.2812528,138.8925963,140.3667640,139.0786702,140.1803112,139.7422833,139.7594374,139.7184380,140.0641461,140.2509668,138.7446741,138.5825196,138.3424097,140.6779676,140.7589397,140.6357078,140.2937603,140.1944278,139.9558266,137.5526318,136.4942496,136.5670409,138.6293711,139.0464913,135.9509578,137.2084147,137.3490254,137.3525341,136.9566098,137.1456296,137.0470295,135.3857338,135.5425366,135.5003380,135.3984950,138.3395385,138.6967778
61.83333333333,135.3236448,135.3231226,140.0778962,138.0125278,137.8272625,139.9826819,140.2305586,137.9694079,137.2795608,135.5765905,140.2213163,140.0680752,138.8335257,139.0162726,139.6468322,139.6653123,139.6264112,139.9567211,140.1222632,138.6834992,138.5117364,138.2176062,140.5382908,140.6179452,140.4938905,140.1704280,140.0858681,136.8624000,136.7423929,135.7518827,135.3740797,134.4794931,137.5018504,136.4288386,136.3912615,138.9822017,135.8717894,136.8624000,137.0454341,136.9010356,136.9103463,137.1352046,136.8169980,136.3912615,136.9877285,135.2768754,135.4757212,137.4800276,135.2182298,135.1936058,135.2975700,135.3531358,135.2966066,135.3207319,140.3177920,140.3015030,140.7829983,140.1744497,140.1614363,137.8828286,139.9798344,140.4117034,138.4762003,138.3884474,138.6473628,135.7906298,135.5795057,140.2477483,140.0714128,139.9774428,140.1658618,140.2479145,139.6308989,139.6467520,139.6149057,139.9597436,140.1397593,138.5254956,138.2540530,140.1744497,140.0823709,139.8425194,137.5225560,138.5706511,135.9192645,137.1337406,137.2730391,137.1579100,135.4658259,139.4403940,135.2888060,135.3484329,135.3844251,135.2922952,135.3201585,138.0391464,138.9405633,140.1545016,139.9705192,137.8931874,138.1066372,138.2467563,141.7820155,135.7911274,140.2448904,140.0619151,139.9673791,140.1608447,138.8299407,140.2453056,139.0039741,140.0619151,139.6321514,139.6479995,139.6109565,139.9497612,140.1323881,138.6864922,138.5333281,138.2581485,140.5499368,140.6303283,140.5092147,140.1724314,140.0751128,139.8383746,137.5181469,136.4690262,136.5456965,138.5766955,138.9790293,135.9271076,137.1834043,137.3178283,137.3251964,136.9301148,137.1209496,137.0219346,135.3492532,135.5074177,135.4740333,135.3697841,138.2959945,138.6487319
92.25000000000,135.3302098,135.3238972,140.0677713,138.0046715,137.8190212,139.9722883,140.2208197,137.9604767,137.2768872,135.5742207,140.2114751,140.0578827,138.8279548,139.0093393,139.6359538,139.6545007,139.6155931,139.9463191,140.1121558,138.6780254,138.5072044,138.2081110,140.5303946,140.6101822,140.4853274,140.1606727,140.0758122,136.8618078,136.7416833,135.7503867,135.3731931,134.4787098,137.4977868,136.4265403,136.3900189,138.9765713,135.8695769,136.8618078,137.0446965,136.9005635,136.9097381,137.1340878,136.8153550,136.3900189,136.9866331,135.2752310,135.4735416,137.4780556,135.2165250,135.1919097,135.2956793,135.3511218,135.3028908,135.3219344,140.3093406,140.2930054,140.7766490,140.1656977,140.1525227,137.8753366,139.9704598,140.4036041,138.4707800,138.3837939,138.6428350,135.7939318,135.5774429,140.2390692,140.0622661,139.9680562,140.1569884,140.2392534,139.6210108,139.6369273,139.6050687,139.9503807,140.1307632,138.5214347,138.2455368,140.1656977,140.0733177,139.8333879,137.5188459,138.5661887,135.9171637,137.1326533,137.2722284,137.1564795,135.4639832,139.4343118,135.2872339,135.3466938,135.3825887,135.2985254,135.3214176,138.0321973,138.9359114,140.1457093,139.9612695,137.8857947,138.0986907,138.2416282,141.7844245,135.7943854,140.2363438,140.0528863,139.9581120,140.1520953,138.8249513,140.2367790,138.9976347,140.0528863,139.6224195,139.6383267,139.6012716,139.9405082,140.1235034,138.6816111,138.5293057,138.2497723,140.5430440,140.6236356,140.5018011,140.1637961,140.0661745,139.8293587,137.5144868,136.4668990,136.5436353,138.5722805,138.9739912,135.9250102,137.1822355,137.3170065,137.3243063,136.9285595,137.1186940,137.0194529,135.3478291,135.5055491,135.4721918,135.3679937,138.2921514,138.6452950
122.6666666667,135.4609383,135.4326055,140.1993989,138.0705403,137.8882257,140.1008960,140.3557571,138.0384616,137.3034312,135.6106158,140.3454624,140.1888621,138.8950688,139.0904896,139.7570949,139.7771738,139.7339896,140.0727970,140.2432161,138.7397944,138.5579417,138.2990634,140.6733137,140.7537686,140.6260343,140.2951681,140.2079740,136.8743505,136.7525722,135.7675957,135.3849143,134.4947557,137.5338522,136.4531822,136.4044131,139.0495582,135.8933849,136.8743505,137.0685667,136.9133682,136.9234248,137.1522964,136.8407808,136.4044131,137.0025992,135.3139230,135.5111303,137.5023147,135.2506892,135.2241329,135.3290094,135.3830900,135.4304474,135.4299750,140.4442896,140.4265540,140.9207350,140.2993824,140.2846632,137.9447324,140.0983595,140.5406989,138.5317008,138.4377187,138.7020004,135.9183383,135.6141989,140.3726050,140.1925459,140.0954420,140.2896255,140.3731464,139.7412593,139.7586882,139.7224732,140.0760044,140.2612959,138.5743018,138.3366823,140.2993824,140.2046593,139.9624149,137.5556715,138.6229167,135.9425364,137.1578770,137.3051079,137.1804798,135.4920214,139.5299636,135.3235431,135.3817343,135.4159237,135.4255774,135.4293260,138.0975597,139.0059784,140.2776201,140.0889044,137.9553132,138.1872721,138.2966432,141.9398094,135.9184074,140.3697389,140.1828880,140.0852099,140.2845362,138.8931893,140.3705305,139.0789158,140.1828880,139.7425975,139.7600264,139.7184399,140.0658077,140.2537872,138.7448118,138.5827205,138.3408963,140.6850775,140.7664269,140.6418378,140.2973444,140.1972706,139.9582585,137.5513832,136.4940577,136.5665140,138.6294549,139.0476750,135.9506471,137.2096893,137.3516044,137.3545246,136.9574678,137.1452300,137.0463488,135.3879744,135.5439316,135.5006973,135.3992288,138.3392332,138.6977145
153.0833333333,135.4956957,135.4645917,140.2467225,138.0956692,137.9146603,140.1474591,140.4038432,138.0680933,137.3129816,135.6228111,140.3933201,140.2360286,138.9190910,139.1198063,139.8016483,139.8221631,139.7776292,140.1186827,140.2903397,138.7621012,138.5762116,138.3331086,140.7225870,140.8031591,140.6750987,140.3431291,140.2554169,136.8783771,136.7561970,135.7736850,135.3888998,134.4999419,137.5472207,136.4624528,136.4094034,139.0754254,135.9017404,136.8783771,137.0760470,136.9173923,136.9277962,137.1583174,136.8492602,136.4094034,137.0079541,135.3263329,135.5235537,137.5106889,135.2617899,135.2346515,135.3399775,135.3937292,135.4644409,135.4614836,140.4914370,140.4732913,140.9692287,140.3463529,140.3312622,137.9707509,140.1439563,140.5882673,138.5537044,138.4570484,138.7228719,135.9534113,135.6263389,140.4194728,140.2387277,140.1408850,140.3363526,140.4201143,139.7848164,139.8026744,139.7651006,140.1208742,140.3074464,138.5929194,138.3701214,140.3463529,140.2511090,140.0081870,137.5690855,138.6429914,135.9513305,137.1659955,137.3153208,137.1884637,135.5014265,139.5631500,135.3352292,135.3931498,135.4268937,135.4594552,135.4607572,138.1219653,139.0302888,140.3240581,140.1343268,137.9813067,138.2195083,138.3166229,141.9855447,135.9533929,140.4164655,140.2288962,140.1304755,140.3311108,138.9171675,140.4173555,139.1078450,140.2288962,139.7860201,139.8038836,139.7608847,140.1104964,140.2997782,138.7671641,138.6014809,138.3742335,140.7333344,140.8147751,140.6898385,140.3441864,140.2435587,140.0039059,137.5647919,136.5034018,136.5745969,138.6496357,139.0733623,135.9595218,137.2185253,137.3623370,137.3639990,136.9669744,137.1545437,137.0559321,135.4007092,135.5564313,135.5102460,135.4095552,138.3559138,138.7157826
183.5000000000,135.4100183,135.3953854,140.1675589,138.0572199,137.8742535,140.0703193,140.3224320,138.0224024,137.2973528,135.6008020,140.3125568,140.1573055,138.8788566,139.0712184,139.7294262,139.7489400,139.7071264,140.0429017,140.2115391,138.7252093,138.5459237,138.2794220,140.6353634,140.7154615,140.5895515,140.2619975,140.1758850,136.8707551,136.7496666,135.7634386,135.3818946,134.4901668,137.5261193,136.4465888,136.4008714,139.0314992,135.8876530,136.8707551,137.0613008,136.9095621,136.9194598,137.1473382,136.8339310,136.4008714,136.9983798,135.3025574,135.5007075,137.4962297,135.2409124,135.2150019,135.3197082,135.3743760,135.3808786,135.3925056,140.4094966,140.3922591,140.8806564,140.2653253,140.2512833,137.9299128,140.0668477,140.5048257,138.5173595,138.4248211,138.6872613,135.8732475,135.6039678,140.3385183,140.1600199,140.0641080,140.2560414,140.3389249,139.7127550,139.7296270,139.6948227,140.0452053,140.2285222,138.5611091,138.3159157,140.2653253,140.1716878,139.9302497,137.5473468,138.6089005,135.9361916,137.1505451,137.2949056,137.1739309,135.4844883,139.5050770,135.3129358,135.3717305,135.4065963,135.3762349,135.3918383,138.0834574,138.9878229,140.2441747,140.0573344,137.9403498,138.1666935,138.2839095,141.8861573,135.8734911,140.3355455,140.1503159,140.0538314,140.2508729,138.8760010,140.3362004,139.0589756,140.1503159,139.7139396,139.7308131,139.6906938,140.0349872,140.2209656,138.7291459,138.5693104,138.3199846,140.6462589,140.7271439,140.6042490,140.2631974,140.1642458,139.9260020,137.5429866,136.4871432,136.5610234,138.6152448,139.0287656,135.9442132,137.2016957,137.3408392,137.3453054,136.9493791,137.1387373,137.0399880,135.3759240,135.5329488,135.4930102,135.3905678,138.3276930,138.6839964
213.9166666667,135.3871780,135.3796376,140.1518067,138.0527963,137.8694531,140.0553126,140.3058123,138.0164677,137.2959535,135.5981743,140.2961773,140.1417168,138.8726582,139.0633963,139.7162001,139.7353781,139.6944139,140.0283392,140.1958888,138.7198947,138.5418762,138.2715153,140.6162150,140.6960971,140.5711580,140.2454825,140.1599918,136.8696552,136.7488382,135.7621918,135.3811310,134.4887836,137.5242574,136.4451571,136.4000620,139.0243035,135.8865286,136.8696552,137.0588376,136.9083249,136.9182313,137.1459628,136.8320718,136.4000620,136.9972465,135.2990823,135.4977915,137.4947131,135.2380857,135.2124207,135.3171496,135.3721045,135.3587203,135.3765941,140.3922517,140.3753138,140.8605533,140.2484968,140.2348370,137.9244581,140.0514839,140.4869758,138.5120590,138.4202100,138.6816443,135.8533001,135.6009403,140.3216712,140.1440655,140.0488501,140.2394779,140.3219992,139.6991921,139.7157429,139.6817756,140.0302799,140.2124331,138.5562525,138.3073121,140.2484968,140.1554794,139.9145887,137.5449555,138.6036614,135.9346467,137.1481247,137.2912501,137.1719184,135.4824532,139.4940582,135.3096027,135.3686997,135.4038719,135.3541893,135.3759112,138.0783532,138.9804067,140.2277168,140.0419626,137.9347910,138.1582470,138.2794272,141.8596894,135.8536345,140.3186641,140.1343607,140.0385720,140.2342898,138.8691174,140.3192396,139.0506617,140.1343607,139.7003085,139.7168625,139.6776105,140.0200703,140.2048724,138.7230620,138.5643223,138.3112906,140.6268404,140.7074708,140.5854796,140.2463412,140.1480321,139.9103113,137.5405272,136.4853776,136.5595881,138.6098843,139.0209751,135.9426176,137.1990342,137.3369531,137.3420597,136.9468722,137.1369009,137.0382287,135.3719500,135.5295476,135.4908945,135.3880532,138.3236753,138.6787581
244.3333333333,135.4520487,135.4300750,140.2068280,138.0777851,137.8957839,140.1087087,140.3626682,138.0465096,137.3060268,135.6128336,140.3525092,140.1963822,138.8998291,139.0963087,139.7656911,139.7856499,139.7426159,140.0806929,140.2506407,138.7445978,138.5620112,138.3073473,140.6780764,140.7583666,140.6315397,140.3021174,140.2153145,136.8748594,136.7532213,135.7689748,135.3857520,134.4954277,137.5377736,136.4554196,136.4056142,139.0542173,135.8955585,136.8748594,137.0690828,136.9137391,136.9239389,137.1533254,136.8422924,136.4056142,137.0036219,135.3153294,135.5131306,137.5042040,135.2522148,135.2256704,135.3307503,135.3849839,135.4219159,135.4270321,140.4499188,140.4322746,140.9239404,140.3053685,140.2908621,137.9514406,140.1051774,140.5458980,138.5364336,138.4418097,138.7058206,135.9129222,135.6160457,140.3785148,140.1990484,140.1022881,140.2957680,140.3790268,139.7488796,139.7661968,139.7301290,140.0828831,140.2676305,138.5777795,138.3439090,140.3053685,140.2110331,139.9689747,137.5591484,138.6267291,135.9445337,137.1587513,137.3055720,137.1817437,135.4937306,139.5344466,135.3248629,135.3832513,135.4175675,135.4171116,135.4263292,138.1037924,139.0096535,140.2837074,140.0956070,137.9619061,138.1939899,138.3012115,141.9341107,135.9130451,140.3755230,140.1892837,140.0919468,140.2905631,138.8972669,140.3762833,139.0840673,140.1892837,139.7500611,139.7673830,139.7259480,140.0725874,140.2600201,138.7489034,138.5861403,138.3479735,140.6889048,140.7700253,140.6462522,140.3032202,140.2035394,139.9647082,137.5547982,136.4960613,136.5684631,138.6332016,139.0516651,135.9526336,137.2106209,137.3520554,137.3551151,136.9588075,137.1473316,137.0486795,135.3890849,135.5455446,135.5023940,135.4008349,138.3426190,138.7005287
274.7500000000,135.4425391,135.4193319,140.1904585,138.0666210,137.8841744,140.0923740,140.3463096,138.0338695,137.3012699,135.6069520,140.3361574,140.1800175,138.8899582,139.0846212,139.7494977,139.7693993,139.7266079,140.0644631,140.2343171,138.7351760,138.5540194,138.2934524,140.6621384,140.7424676,140.6154340,140.2857661,140.1989469,136.8730150,136.7515079,135.7661729,135.3837940,134.4930459,137.5312394,136.4506952,136.4030981,139.0438779,135.8912123,136.8730150,137.0658789,136.9119574,136.9219507,137.1504502,136.8382229,136.4030981,137.0010370,135.3096700,135.5072328,137.5000819,135.2470137,135.2206935,135.3255050,135.3797968,135.4125219,135.4165775,140.4341320,140.4165482,140.9086016,140.2894979,140.2750097,137.9403650,140.0893401,140.5301556,138.5271932,138.4335751,138.6972670,135.9022290,135.6104227,140.3626990,140.1831868,140.0864765,140.2799044,140.3631976,139.7332084,139.7504603,139.7146622,140.0671873,140.2518343,138.5700054,138.3305957,140.2894979,140.1951511,139.9531398,137.5528948,138.6184031,135.9401886,137.1551984,137.3013746,137.1781060,135.4892143,139.5222621,135.3196110,135.3780228,135.4124575,135.4077325,135.4159173,138.0933424,139.0001812,140.2679202,140.0798402,137.9508941,138.1811376,138.2926101,141.9218513,135.9023603,140.3597721,140.1734889,140.0762049,140.2747641,138.8877420,140.3605199,139.0727938,140.1734889,139.7344693,139.7517221,139.7105702,140.0569606,140.2442867,138.7398316,138.5783557,138.3347464,140.6734215,140.7545959,140.6306510,140.2874075,140.1877207,139.9489309,137.5485868,136.4915046,136.5645643,138.6248797,139.0416892,135.9482721,137.2067748,137.3476711,137.3511575,136.9545025,137.1429512,137.0441445,135.3835237,135.5398805,135.4978411,135.3960151,138.3354373,138.6931942
