,sidx,idx_strs,pargp9,parval1_9,9
73,"(238, 0, 185, 224)",idx0:238_idx1:0_idx2:185_idx3:224,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
74,"(129, 0, 173, 289)",idx0:129_idx1:0_idx2:173_idx3:289,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
75,"(211, 0, 198, 238)",idx0:211_idx1:0_idx2:198_idx3:238,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
76,"(122, 0, 170, 293)",idx0:122_idx1:0_idx2:170_idx3:293,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
77,"(291, 0, 149, 225)",idx0:291_idx1:0_idx2:149_idx3:225,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
78,"(135, 0, 176, 286)",idx0:135_idx1:0_idx2:176_idx3:286,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
79,"(236, 0, 186, 225)",idx0:236_idx1:0_idx2:186_idx3:225,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
80,"(243, 0, 182, 223)",idx0:243_idx1:0_idx2:182_idx3:223,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
81,"(338, 0, 125, 225)",idx0:338_idx1:0_idx2:125_idx3:225,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
82,"(675, 0, 10, 70)",idx0:675_idx1:0_idx2:10_idx3:70,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
83,"(420, 0, 120, 199)",idx0:420_idx1:0_idx2:120_idx3:199,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
84,"(19, 0, 170, 366)",idx0:19_idx1:0_idx2:170_idx3:366,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
85,"(399, 0, 118, 211)",idx0:399_idx1:0_idx2:118_idx3:211,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
86,"(164, 0, 191, 272)",idx0:164_idx1:0_idx2:191_idx3:272,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
87,"(305, 0, 140, 220)",idx0:305_idx1:0_idx2:140_idx3:220,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
88,"(640, 0, 27, 88)",idx0:640_idx1:0_idx2:27_idx3:88,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
89,"(535, 0, 74, 144)",idx0:535_idx1:0_idx2:74_idx3:144,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
90,"(87, 0, 162, 319)",idx0:87_idx1:0_idx2:162_idx3:319,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
91,"(556, 0, 62, 135)",idx0:556_idx1:0_idx2:62_idx3:135,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
92,"(577, 0, 50, 126)",idx0:577_idx1:0_idx2:50_idx3:126,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
93,"(165, 0, 190, 272)",idx0:165_idx1:0_idx2:190_idx3:272,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
94,"(408, 0, 122, 207)",idx0:408_idx1:0_idx2:122_idx3:207,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
95,"(91, 0, 163, 316)",idx0:91_idx1:0_idx2:163_idx3:316,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
96,"(656, 0, 20, 79)",idx0:656_idx1:0_idx2:20_idx3:79,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
97,"(350, 0, 124, 218)",idx0:350_idx1:0_idx2:124_idx3:218,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
98,"(231, 0, 188, 228)",idx0:231_idx1:0_idx2:188_idx3:228,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
99,"(142, 0, 180, 283)",idx0:142_idx1:0_idx2:180_idx3:283,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
100,"(412, 0, 120, 205)",idx0:412_idx1:0_idx2:120_idx3:205,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
101,"(52, 0, 162, 345)",idx0:52_idx1:0_idx2:162_idx3:345,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
102,"(256, 0, 174, 218)",idx0:256_idx1:0_idx2:174_idx3:218,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
103,"(547, 0, 67, 139)",idx0:547_idx1:0_idx2:67_idx3:139,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
104,"(368, 0, 118, 220)",idx0:368_idx1:0_idx2:118_idx3:220,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
105,"(229, 0, 189, 229)",idx0:229_idx1:0_idx2:189_idx3:229,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
106,"(280, 0, 160, 225)",idx0:280_idx1:0_idx2:160_idx3:225,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
107,"(524, 0, 79, 150)",idx0:524_idx1:0_idx2:79_idx3:150,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
108,"(252, 0, 177, 219)",idx0:252_idx1:0_idx2:177_idx3:219,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
109,"(585, 0, 46, 123)",idx0:585_idx1:0_idx2:46_idx3:123,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
110,"(112, 0, 166, 299)",idx0:112_idx1:0_idx2:166_idx3:299,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
111,"(250, 0, 178, 220)",idx0:250_idx1:0_idx2:178_idx3:220,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
112,"(73, 0, 159, 330)",idx0:73_idx1:0_idx2:159_idx3:330,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
113,"(7, 0, 174, 374)",idx0:7_idx1:0_idx2:174_idx3:374,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
114,"(302, 0, 141, 222)",idx0:302_idx1:0_idx2:141_idx3:222,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
115,"(487, 0, 105, 158)",idx0:487_idx1:0_idx2:105_idx3:158,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
116,"(145, 0, 182, 282)",idx0:145_idx1:0_idx2:182_idx3:282,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
117,"(474, 0, 113, 158)",idx0:474_idx1:0_idx2:113_idx3:158,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
118,"(426, 0, 121, 194)",idx0:426_idx1:0_idx2:121_idx3:194,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
119,"(294, 0, 147, 224)",idx0:294_idx1:0_idx2:147_idx3:224,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
120,"(345, 0, 126, 221)",idx0:345_idx1:0_idx2:126_idx3:221,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
121,"(378, 0, 113, 221)",idx0:378_idx1:0_idx2:113_idx3:221,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
122,"(182, 0, 193, 259)",idx0:182_idx1:0_idx2:193_idx3:259,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
123,"(668, 0, 14, 73)",idx0:668_idx1:0_idx2:14_idx3:73,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
124,"(267, 0, 169, 221)",idx0:267_idx1:0_idx2:169_idx3:221,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
125,"(108, 0, 166, 302)",idx0:108_idx1:0_idx2:166_idx3:302,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
126,"(169, 0, 190, 268)",idx0:169_idx1:0_idx2:190_idx3:268,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
127,"(445, 0, 122, 178)",idx0:445_idx1:0_idx2:122_idx3:178,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
128,"(371, 0, 117, 222)",idx0:371_idx1:0_idx2:117_idx3:222,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
129,"(691, 0, 3, 61)",idx0:691_idx1:0_idx2:3_idx3:61,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000
130,"(515, 0, 85, 153)",idx0:515_idx1:0_idx2:85_idx3:153,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
131,"(536, 0, 73, 144)",idx0:536_idx1:0_idx2:73_idx3:144,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
132,"(462, 0, 117, 166)",idx0:462_idx1:0_idx2:117_idx3:166,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
133,"(644, 0, 25, 86)",idx0:644_idx1:0_idx2:25_idx3:86,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
134,"(557, 0, 61, 135)",idx0:557_idx1:0_idx2:61_idx3:135,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
135,"(582, 0, 47, 125)",idx0:582_idx1:0_idx2:47_idx3:125,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
136,"(642, 0, 26, 87)",idx0:642_idx1:0_idx2:26_idx3:87,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
137,"(346, 0, 126, 220)",idx0:346_idx1:0_idx2:126_idx3:220,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
138,"(537, 0, 72, 144)",idx0:537_idx1:0_idx2:72_idx3:144,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
139,"(597, 0, 43, 114)",idx0:597_idx1:0_idx2:43_idx3:114,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
140,"(25, 0, 168, 362)",idx0:25_idx1:0_idx2:168_idx3:362,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
141,"(192, 0, 196, 252)",idx0:192_idx1:0_idx2:196_idx3:252,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
142,"(138, 0, 178, 285)",idx0:138_idx1:0_idx2:178_idx3:285,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
143,"(136, 0, 177, 286)",idx0:136_idx1:0_idx2:177_idx3:286,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
144,"(667, 0, 14, 74)",idx0:667_idx1:0_idx2:14_idx3:74,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
145,"(234, 0, 187, 226)",idx0:234_idx1:0_idx2:187_idx3:226,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
146,"(480, 0, 110, 156)",idx0:480_idx1:0_idx2:110_idx3:156,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
147,"(508, 0, 90, 155)",idx0:508_idx1:0_idx2:90_idx3:155,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
148,"(599, 0, 42, 113)",idx0:599_idx1:0_idx2:42_idx3:113,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
149,"(312, 0, 136, 218)",idx0:312_idx1:0_idx2:136_idx3:218,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
150,"(232, 0, 188, 227)",idx0:232_idx1:0_idx2:188_idx3:227,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
151,"(282, 0, 158, 225)",idx0:282_idx1:0_idx2:158_idx3:225,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
152,"(331, 0, 128, 229)",idx0:331_idx1:0_idx2:128_idx3:229,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
153,"(196, 0, 197, 249)",idx0:196_idx1:0_idx2:197_idx3:249,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
154,"(661, 0, 17, 77)",idx0:661_idx1:0_idx2:17_idx3:77,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
155,"(392, 0, 113, 211)",idx0:392_idx1:0_idx2:113_idx3:211,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
156,"(493, 0, 99, 158)",idx0:493_idx1:0_idx2:99_idx3:158,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
157,"(437, 0, 122, 184)",idx0:437_idx1:0_idx2:122_idx3:184,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
158,"(328, 0, 130, 228)",idx0:328_idx1:0_idx2:130_idx3:228,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
159,"(528, 0, 77, 148)",idx0:528_idx1:0_idx2:77_idx3:148,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
160,"(123, 0, 170, 292)",idx0:123_idx1:0_idx2:170_idx3:292,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
161,"(457, 0, 119, 169)",idx0:457_idx1:0_idx2:119_idx3:169,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
162,"(684, 0, 6, 65)",idx0:684_idx1:0_idx2:6_idx3:65,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000
163,"(573, 0, 52, 128)",idx0:573_idx1:0_idx2:52_idx3:128,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
164,"(495, 0, 98, 159)",idx0:495_idx1:0_idx2:98_idx3:159,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
165,"(499, 0, 95, 159)",idx0:499_idx1:0_idx2:95_idx3:159,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
166,"(203, 0, 199, 244)",idx0:203_idx1:0_idx2:199_idx3:244,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
167,"(363, 0, 116, 217)",idx0:363_idx1:0_idx2:116_idx3:217,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
168,"(627, 0, 33, 94)",idx0:627_idx1:0_idx2:33_idx3:94,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
169,"(207, 0, 199, 240)",idx0:207_idx1:0_idx2:199_idx3:240,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
170,"(33, 0, 162, 360)",idx0:33_idx1:0_idx2:162_idx3:360,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
171,"(483, 0, 108, 157)",idx0:483_idx1:0_idx2:108_idx3:157,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
172,"(184, 0, 194, 258)",idx0:184_idx1:0_idx2:194_idx3:258,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
173,"(195, 0, 197, 250)",idx0:195_idx1:0_idx2:197_idx3:250,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
174,"(429, 0, 121, 191)",idx0:429_idx1:0_idx2:121_idx3:191,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
175,"(22, 0, 169, 364)",idx0:22_idx1:0_idx2:169_idx3:364,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
176,"(570, 0, 54, 129)",idx0:570_idx1:0_idx2:54_idx3:129,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
177,"(672, 0, 12, 71)",idx0:672_idx1:0_idx2:12_idx3:71,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
178,"(669, 0, 13, 73)",idx0:669_idx1:0_idx2:13_idx3:73,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
179,"(319, 0, 133, 222)",idx0:319_idx1:0_idx2:133_idx3:222,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
180,"(248, 0, 179, 221)",idx0:248_idx1:0_idx2:179_idx3:221,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
181,"(46, 0, 163, 350)",idx0:46_idx1:0_idx2:163_idx3:350,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
182,"(419, 0, 119, 199)",idx0:419_idx1:0_idx2:119_idx3:199,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
183,"(416, 0, 120, 201)",idx0:416_idx1:0_idx2:120_idx3:201,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
