datetime,head
2015-12-08 12:00,138.266
2015-12-08 16:00,138.2353
2015-12-08 20:00,138.2008
2015-12-09 00:00,138.1644
2015-12-09 04:00,138.1337
2015-12-09 08:00,138.1337
2015-12-09 12:00,138.1395
2015-12-09 16:00,138.1778
2015-12-09 20:00,138.1912
2015-12-10 00:00,138.1548
2015-12-10 04:00,138.103
2015-12-10 08:00,138.082
2015-12-10 12:00,138.0666
2015-12-10 16:00,138.0455
2015-12-10 20:00,138.059
2015-12-11 00:00,138.0666
2015-12-11 04:00,138.059
2015-12-11 08:00,138.0513
2015-12-11 12:00,138.0379
2015-12-11 16:00,138.0302
2015-12-11 20:00,138.0072
2015-12-12 00:00,138.0149
2015-12-12 04:00,138.0149
2015-12-12 08:00,138.0302
2015-12-12 12:00,138.059
2015-12-12 16:00,138.082
2015-12-12 20:00,138.0954
2015-12-13 00:00,138.1107
2015-12-13 04:00,138.1107
2015-12-13 08:00,138.1107
2015-12-13 12:00,138.1337
2015-12-13 16:00,138.1471
2015-12-13 20:00,138.1778
2015-12-14 00:00,138.1989
2015-12-14 04:00,138.2065
2015-12-14 08:00,138.2142
2015-12-14 12:00,138.2353
2015-12-14 16:00,138.2276
2015-12-14 20:00,138.2276
2015-12-15 00:00,138.243
2015-12-15 04:00,138.243
2015-12-15 08:00,138.266
2015-12-15 12:00,138.2794
2015-12-15 16:00,138.2794
2015-12-15 20:00,138.287
2015-12-16 00:00,138.2947
2015-12-16 04:00,138.287
2015-12-16 08:00,138.2717
2015-12-16 12:00,138.2717
2015-12-16 16:00,138.243
2015-12-16 20:00,138.2276
2015-12-17 00:00,138.1989
2015-12-17 04:00,138.1548
2015-12-17 08:00,138.1184
2015-12-17 12:00,138.0954
2015-12-17 16:00,138.0896
2015-12-17 20:00,138.082
2015-12-18 00:00,138.0513
2015-12-18 04:00,138.0225
2015-12-18 08:00,138.0015
2015-12-18 12:00,138.0149
2015-12-18 16:00,138.0015
2015-12-18 20:00,138.0015
2015-12-19 00:00,138.0015
2015-12-19 04:00,138.0225
2015-12-19 08:00,138.0302
2015-12-19 12:00,138.0666
2015-12-19 16:00,138.0455
2015-12-19 20:00,138.0225
2015-12-20 00:00,138.0225
2015-12-20 04:00,138.0072
2015-12-20 08:00,138.0015
2015-12-20 12:00,138.0015
2015-12-20 16:00,137.9708
2015-12-20 20:00,137.9861
2015-12-21 00:00,137.9785
2015-12-21 04:00,137.9785
2015-12-21 08:00,137.9631
2015-12-21 12:00,137.9708
2015-12-21 16:00,137.9574
2015-12-21 20:00,137.9497
2015-12-22 00:00,137.9267
2015-12-22 04:00,137.9344
2015-12-22 08:00,137.9631
2015-12-22 12:00,137.9938
2015-12-22 16:00,137.9785
2015-12-22 20:00,137.9267
2015-12-23 00:00,137.942
2015-12-23 04:00,137.9631
2015-12-23 08:00,137.9631
2015-12-23 12:00,137.9708
2015-12-23 16:00,137.9631
2015-12-23 20:00,137.9938
2015-12-24 00:00,138.0666
2015-12-24 04:00,138.103
2015-12-24 08:00,138.1107
2015-12-24 12:00,138.103
2015-12-24 16:00,138.0666
2015-12-24 20:00,138.0225
2015-12-25 00:00,137.9574
2015-12-25 04:00,137.9574
2015-12-25 08:00,137.9574
2015-12-25 12:00,137.9861
2015-12-25 16:00,137.9785
2015-12-25 20:00,138.0149
2015-12-26 00:00,138.0513
2015-12-26 04:00,138.082
2015-12-26 08:00,138.1184
2015-12-26 12:00,138.1548
2015-12-26 16:00,138.1835
2015-12-26 20:00,138.2065
2015-12-27 00:00,138.2219
2015-12-27 04:00,138.2219
2015-12-27 08:00,138.1835
2015-12-27 12:00,138.1701
2015-12-27 16:00,138.1337
2015-12-27 20:00,138.1548
2015-12-28 00:00,138.2065
2015-12-28 04:00,138.2794
2015-12-28 08:00,138.3235
2015-12-28 12:00,138.3541
2015-12-28 16:00,138.3752
2015-12-28 20:00,138.3829
2015-12-29 00:00,138.3829
2015-12-29 04:00,138.3982
2015-12-29 08:00,138.3905
2015-12-29 12:00,138.3829
2015-12-29 16:00,138.3675
2015-12-29 20:00,138.3675
2015-12-30 00:00,138.3541
2015-12-30 04:00,138.3599
2015-12-30 08:00,138.3235
2015-12-30 12:00,138.3024
2015-12-30 16:00,138.2717
2015-12-30 20:00,138.266
