datetime,stage
2015-12-10 16:00,133.69
2015-12-10 20:00,133.6868
2015-12-11 00:00,133.67455
2015-12-11 04:00,133.676
2015-12-11 08:00,133.66875
2015-12-11 12:00,133.66515
2015-12-11 16:00,133.6584
2015-12-11 20:00,133.6568
2015-12-12 00:00,133.67505
2015-12-12 04:00,133.67505
2015-12-12 08:00,133.67375
2015-12-12 12:00,133.65715
2015-12-12 16:00,133.66665
2015-12-12 20:00,133.67735
2015-12-13 00:00,133.6803
2015-12-13 04:00,133.65585
2015-12-13 08:00,133.6636
2015-12-13 12:00,133.64905
2015-12-13 16:00,133.6659
2015-12-13 20:00,133.65575
2015-12-14 00:00,133.6711
2015-12-14 04:00,133.66715
2015-12-14 08:00,133.68715
2015-12-14 12:00,133.65385
2015-12-14 16:00,133.6544
2015-12-14 20:00,133.63295
2015-12-15 00:00,133.6305
2015-12-15 04:00,133.6129
2015-12-15 08:00,133.6213
2015-12-15 12:00,133.62185
2015-12-15 16:00,133.64865
2015-12-15 20:00,133.63575
2015-12-16 00:00,133.62765
2015-12-16 04:00,133.64605
2015-12-16 08:00,133.61065
2015-12-16 12:00,133.59585
2015-12-16 16:00,133.5961
2015-12-16 20:00,133.60295
2015-12-17 00:00,133.6072
2015-12-17 04:00,133.5895
2015-12-17 08:00,133.5954
2015-12-17 12:00,133.6071
2015-12-17 16:00,133.61015
2015-12-17 20:00,133.60415
2015-12-18 00:00,133.60675
2015-12-18 04:00,133.6247
2015-12-18 08:00,133.62975
2015-12-18 12:00,133.63965
2015-12-18 16:00,133.62575
2015-12-18 20:00,133.6295
2015-12-19 00:00,133.63655
2015-12-19 04:00,133.6489
2015-12-19 08:00,133.6452
2015-12-19 12:00,133.6474
2015-12-19 16:00,133.6467
2015-12-19 20:00,133.65415
2015-12-20 00:00,133.65145
2015-12-20 04:00,133.6458
2015-12-20 08:00,133.6506
2015-12-20 12:00,133.66205
2015-12-20 16:00,133.66585
2015-12-20 20:00,133.6724
2015-12-21 00:00,133.66215
2015-12-21 04:00,133.6636
2015-12-21 08:00,133.66425
2015-12-21 12:00,133.6609
2015-12-21 16:00,133.66195
2015-12-21 20:00,133.6607
2015-12-22 00:00,133.65705
2015-12-22 04:00,133.66415
2015-12-22 08:00,133.65835
2015-12-22 12:00,133.6456
2015-12-22 16:00,133.6449
2015-12-22 20:00,133.65545
2015-12-23 00:00,133.6587
2015-12-23 04:00,133.6714
2015-12-23 08:00,133.6662
2015-12-23 12:00,133.65195
2015-12-23 16:00,133.6609
2015-12-23 20:00,133.66205
2015-12-24 00:00,133.6646
2015-12-24 04:00,133.65545
2015-12-24 08:00,133.6504
2015-12-24 12:00,133.6344
2015-12-24 16:00,133.62525
2015-12-24 20:00,133.6338
2015-12-25 00:00,133.6449
2015-12-25 04:00,133.64845
2015-12-25 08:00,133.64915
2015-12-25 12:00,133.648
2015-12-25 16:00,133.646
2015-12-25 20:00,133.6569
2015-12-26 00:00,133.66655
2015-12-26 04:00,133.66765
2015-12-26 08:00,133.668
2015-12-26 12:00,133.6734
2015-12-26 16:00,133.66435
2015-12-26 20:00,133.67065
2015-12-27 00:00,133.63815
2015-12-27 04:00,133.65865
2015-12-27 08:00,133.6469
2015-12-27 12:00,133.6137
2015-12-27 16:00,133.6262
2015-12-27 20:00,133.62075
2015-12-28 00:00,133.6245
2015-12-28 04:00,133.6309
2015-12-28 08:00,133.65935
2015-12-28 12:00,133.63305
2015-12-28 16:00,133.6574
2015-12-28 20:00,133.64865
2015-12-29 00:00,133.6578
2015-12-29 04:00,133.6809
2015-12-29 08:00,133.68375
2015-12-29 12:00,133.6323
2015-12-29 16:00,133.6335
2015-12-29 20:00,133.62675
2015-12-30 00:00,133.61
2015-12-30 04:00,133.6109
2015-12-30 08:00,133.60635
2015-12-30 12:00,133.6067
2015-12-30 16:00,133.58955
2015-12-30 20:00,133.5966
2015-12-31 00:00,133.60725
2015-12-31 04:00,133.6185
2015-12-31 08:00,133.64665
2015-12-31 12:00,133.6219
2015-12-31 16:00,133.6213
2015-12-31 20:00,133.60565
2016-01-01 00:00,133.5847
2016-01-01 04:00,133.5997
2016-01-01 08:00,133.60575
2016-01-01 12:00,133.603
2016-01-01 16:00,133.59355
2016-01-01 20:00,133.5912
2016-01-02 00:00,133.59045
2016-01-02 04:00,133.61315
2016-01-02 08:00,133.61595
2016-01-02 12:00,133.614
2016-01-02 16:00,133.61875
2016-01-02 20:00,133.62675
2016-01-03 00:00,133.62205
2016-01-03 04:00,133.6212
2016-01-03 08:00,133.6322
2016-01-03 12:00,133.6168
2016-01-03 16:00,133.68115
2016-01-03 20:00,133.71465
2016-01-04 00:00,133.693
2016-01-04 04:00,133.64935
2016-01-04 08:00,133.7061
2016-01-04 12:00,133.6364
2016-01-04 16:00,133.63185
2016-01-04 20:00,133.68835
2016-01-05 00:00,133.69035
2016-01-05 04:00,133.63665
2016-01-05 08:00,133.61615
2016-01-05 12:00,133.6529
2016-01-05 16:00,133.6906
2016-01-05 20:00,133.7269
2016-01-06 00:00,133.75155
2016-01-06 04:00,133.76225
2016-01-06 08:00,133.7688
2016-01-06 12:00,133.7348
2016-01-06 16:00,133.73
2016-01-06 20:00,133.728
