datetime,stage
2016-11-15 12:00,136.1
2016-11-15 16:00,136.1
2016-11-15 20:00,136.143
2016-11-16 00:00,136.1501
2016-11-16 04:00,136.1322
2016-11-16 08:00,136.1107
2016-11-16 12:00,136.0713
2016-11-16 16:00,136.0283
2016-11-16 20:00,135.9674
2016-11-17 00:00,135.9459
2016-11-17 04:00,135.9745
2016-11-17 08:00,135.9996
2016-11-17 12:00,136.0211
2016-11-17 16:00,136.0175
2016-11-17 20:00,136.0283
2016-11-18 00:00,136.0211
2016-11-18 04:00,136.0104
2016-11-18 08:00,135.9889
2016-11-18 12:00,135.9996
2016-11-18 16:00,136.0104
2016-11-18 20:00,136.039
2016-11-19 00:00,136.0713
2016-11-19 04:00,136.1035
2016-11-19 08:00,136.1501
2016-11-19 12:00,136.1967
2016-11-19 16:00,136.2182
2016-11-19 20:00,136.229
2016-11-20 00:00,136.2075
2016-11-20 04:00,136.1967
2016-11-20 08:00,136.1967
2016-11-20 12:00,136.2182
2016-11-20 16:00,136.2182
2016-11-20 20:00,136.1824
2016-11-21 00:00,136.1501
2016-11-21 04:00,136.1322
2016-11-21 08:00,136.1967
2016-11-21 12:00,136.2791
2016-11-21 16:00,136.3221
2016-11-21 20:00,136.34
2016-11-22 00:00,136.3329
2016-11-22 04:00,136.3221
2016-11-22 08:00,136.2791
2016-11-22 12:00,136.3006
2016-11-22 16:00,136.2899
2016-11-22 20:00,136.3114
2016-11-23 00:00,136.315
2016-11-23 04:00,136.2899
2016-11-23 08:00,136.2935
2016-11-23 12:00,136.2791
2016-11-23 16:00,136.272
2016-11-23 20:00,136.2469
2016-11-24 00:00,136.2827
2016-11-24 04:00,136.3114
2016-11-24 08:00,136.3114
2016-11-24 12:00,136.3221
2016-11-24 16:00,136.3329
2016-11-24 20:00,136.3329
2016-11-25 00:00,136.3329
2016-11-25 04:00,136.3006
2016-11-25 08:00,136.2648
2016-11-25 12:00,136.2469
2016-11-25 16:00,136.229
2016-11-25 20:00,136.2039
2016-11-26 00:00,136.1752
2016-11-26 04:00,136.143
2016-11-26 08:00,136.1
2016-11-26 12:00,136.1035
2016-11-26 16:00,136.082
2016-11-26 20:00,136.1035
2016-11-27 00:00,136.125
2016-11-27 04:00,136.1645
2016-11-27 08:00,136.2039
2016-11-27 12:00,136.2146
2016-11-27 16:00,136.2791
2016-11-27 20:00,136.3078
2016-11-28 00:00,136.3293
2016-11-28 04:00,136.3508
2016-11-28 08:00,136.3508
2016-11-28 12:00,136.3329
2016-11-28 16:00,136.3293
2016-11-28 20:00,136.3078
2016-11-29 00:00,136.2863
2016-11-29 04:00,136.2755
2016-11-29 08:00,136.2648
2016-11-29 12:00,136.2469
2016-11-29 16:00,136.1931
2016-11-29 20:00,136.1501
2016-11-30 00:00,136.1322
2016-11-30 04:00,136.1215
2016-11-30 08:00,136.1322
2016-11-30 12:00,136.1322
2016-11-30 16:00,136.143
2016-11-30 20:00,136.1215
2016-12-01 00:00,136.1107
2016-12-01 04:00,136.0928
2016-12-01 08:00,136.0785
2016-12-01 12:00,136.057
2016-12-01 16:00,136.0283
2016-12-01 20:00,136.057
2016-12-02 00:00,136.0785
2016-12-02 04:00,136.1
2016-12-02 08:00,136.1322
2016-12-02 12:00,136.1716
2016-12-02 16:00,136.1931
2016-12-02 20:00,136.2146
2016-12-03 00:00,136.2146
2016-12-03 04:00,136.2039
2016-12-03 08:00,136.2039
2016-12-03 12:00,136.2146
2016-12-03 16:00,136.2254
2016-12-03 20:00,136.2361
2016-12-04 00:00,136.2361
2016-12-04 04:00,136.2254
2016-12-04 08:00,136.2146
2016-12-04 12:00,136.2039
2016-12-04 16:00,136.1967
2016-12-04 20:00,136.1716
2016-12-05 00:00,136.1537
2016-12-05 04:00,136.1322
2016-12-05 08:00,136.1215
2016-12-05 12:00,136.1501
2016-12-05 16:00,136.1716
