datetime,stage
2015-12-08 16:00,134.99
2015-12-08 20:00,134.9900341
2015-12-09 00:00,134.9852624
2015-12-09 04:00,134.9872733
2015-12-09 08:00,134.9846685
2015-12-09 12:00,134.9862006
2015-12-09 16:00,134.985424
2015-12-09 20:00,134.9984
2015-12-10 00:00,135.0006546
2015-12-10 04:00,134.990255
2015-12-10 08:00,134.9944795
2015-12-10 12:00,134.99
2015-12-10 16:00,134.9919513
2015-12-10 20:00,134.9915133
2015-12-11 00:00,134.9882367
2015-12-11 04:00,134.9750962
2015-12-11 08:00,134.9824122
2015-12-11 12:00,134.9708896
2015-12-11 16:00,134.9736401
2015-12-11 20:00,134.9666668
2015-12-12 00:00,134.9758415
2015-12-12 04:00,134.9805321
2015-12-12 08:00,134.9776074
2015-12-12 12:00,134.9688038
2015-12-12 16:00,134.9727112
2015-12-12 20:00,134.9745953
2015-12-13 00:00,134.9718749
2015-12-13 04:00,134.9502245
2015-12-13 08:00,134.9578882
2015-12-13 12:00,134.9472686
2015-12-13 16:00,134.9626426
2015-12-13 20:00,134.9639842
2015-12-14 00:00,134.9641253
2015-12-14 04:00,134.9759407
2015-12-14 08:00,134.9809668
2015-12-14 12:00,134.9470949
2015-12-14 16:00,134.9460754
2015-12-14 20:00,134.9257559
2015-12-15 00:00,134.9144103
2015-12-15 04:00,134.9170645
2015-12-15 08:00,134.9236757
2015-12-15 12:00,134.9228759
2015-12-15 16:00,134.942004
2015-12-15 20:00,134.9244843
2015-12-16 00:00,134.9297734
2015-12-16 04:00,134.9408956
2015-12-16 08:00,134.905245
2015-12-16 12:00,134.9015509
2015-12-16 16:00,134.8959729
2015-12-16 20:00,134.8958422
2015-12-17 00:00,134.8902874
2015-12-17 04:00,134.886792
2015-12-17 08:00,134.8900892
2015-12-17 12:00,134.9069809
2015-12-17 16:00,134.906761
2015-12-17 20:00,134.9023438
2015-12-18 00:00,134.9099956
2015-12-18 04:00,134.9228713
2015-12-18 08:00,134.9200297
2015-12-18 12:00,134.9368084
2015-12-18 16:00,134.9408084
2015-12-18 20:00,134.9447624
2015-12-19 00:00,134.9562059
2015-12-19 04:00,134.949949
2015-12-19 08:00,134.9594119
2015-12-19 12:00,134.9495
2015-12-19 16:00,134.9470597
2015-12-19 20:00,134.9476689
2015-12-20 00:00,134.9563826
2015-12-20 04:00,134.957314
2015-12-20 08:00,134.9635017
2015-12-20 12:00,134.9713206
2015-12-20 16:00,134.9675193
2015-12-20 20:00,134.9755057
2015-12-21 00:00,134.9768803
2015-12-21 04:00,134.9719993
2015-12-21 08:00,134.9665622
2015-12-21 12:00,134.9670491
2015-12-21 16:00,134.9643884
2015-12-21 20:00,134.9735236
2015-12-22 00:00,134.9595279
2015-12-22 04:00,134.9582023
2015-12-22 08:00,134.962043
2015-12-22 12:00,134.9502264
2015-12-22 16:00,134.9491117
2015-12-22 20:00,134.95439
2015-12-23 00:00,134.9544946
2015-12-23 04:00,134.9715329
2015-12-23 08:00,134.9656812
2015-12-23 12:00,134.9603026
2015-12-23 16:00,134.9549147
2015-12-23 20:00,134.9555153
2015-12-24 00:00,134.9621512
2015-12-24 04:00,134.959104
2015-12-24 08:00,134.9501171
2015-12-24 12:00,134.9430418
2015-12-24 16:00,134.9370924
2015-12-24 20:00,134.9357288
2015-12-25 00:00,134.9451882
2015-12-25 04:00,134.9541357
2015-12-25 08:00,134.9612667
2015-12-25 12:00,134.9529634
2015-12-25 16:00,134.9478023
2015-12-25 20:00,134.9552977
2015-12-26 00:00,134.9653491
2015-12-26 04:00,134.9611312
2015-12-26 08:00,134.9603112
2015-12-26 12:00,134.9581258
2015-12-26 16:00,134.96176
2015-12-26 20:00,134.9651273
2015-12-27 00:00,134.9319668
2015-12-27 04:00,134.947417
2015-12-27 08:00,134.9419735
2015-12-27 12:00,134.9246253
2015-12-27 16:00,134.9227318
2015-12-27 20:00,134.9172576
2015-12-28 00:00,134.9138148
2015-12-28 04:00,134.9319174
2015-12-28 08:00,134.9535046
2015-12-28 12:00,134.9310331
2015-12-28 16:00,134.9452396
2015-12-28 20:00,134.9472985
2015-12-29 00:00,134.9633445
2015-12-29 04:00,134.964151
2015-12-29 08:00,134.9720528
2015-12-29 12:00,134.9313028
2015-12-29 16:00,134.9132373
2015-12-29 20:00,134.9355331
2015-12-30 00:00,134.9045073
2015-12-30 04:00,134.9049615
2015-12-30 08:00,134.9091564
2015-12-30 12:00,134.8918189
2015-12-30 16:00,134.8975498
2015-12-30 20:00,134.8914058
2015-12-31 00:00,134.8949489
2015-12-31 04:00,134.9047557
2015-12-31 08:00,134.9267496
2015-12-31 12:00,134.9094277
2015-12-31 16:00,134.9155731
2015-12-31 20:00,134.8870595
2016-01-01 00:00,134.8906444
2016-01-01 04:00,134.8941375
