time,B9-2,B10-2,B12-1,B16-1,B2-1,B22-1,B27,B29,KB1-1,KB4-3,NI1301-1,NI1302-1,NI1403-1,NI1405-1,NI1407-1,NI1408-1,NI1409-1,NI1410-1,NI1411-1,NI1412-1,NI1413-1,NI1501-1,NI1502-2,NI1503-2,NI1504-2,NI1505-1,NI1506-1,NI15-O1,NI15-O44,NI15-O46,NI15-O47,NI15-O48,NI1601-1,NI1602-1,NI1603-1,NI1605-1,NI1606-1,NI1607-1,NI1608-1,NI1609-2,NI1610-2,NI1611-1,NI1612-1,NI1613-1,NI1703-1,NI1704-1,NI1705-1,NI1712-1,NI1801-1,NI1802-1,NI1803-1,NI1804-1
912.5000000000,135.9738257,135.8289423,141.4577745,138.6552361,138.4746608,141.3807602,141.6519126,138.6824965,137.4083546,135.6335177,141.6842585,141.4683484,139.6179017,140.1370512,140.9478904,140.9360650,141.0121176,141.4564147,141.6092840,139.3593294,139.0045563,139.0179029,141.8805028,141.9842637,141.8859350,141.5354613,141.4500012,136.9683888,136.8512334,135.9647398,135.4798065,134.6094865,137.7407987,136.5077916,136.4627146,139.9035883,135.9221430,136.9683888,137.1846030,137.0579879,137.0269383,137.2079665,136.9104988,136.4627146,137.0723490,135.3291309,135.5321354,137.5624332,135.2653438,135.2392233,135.3432511,135.3921672
942.9166666667,136.2745894,136.0667737,141.6360012,138.7289806,138.5630970,141.5460978,141.8359840,138.7891265,137.4420287,135.6987601,141.8588386,141.6414464,139.6663245,140.1938572,141.1032229,141.1006169,141.1470754,141.6003951,141.7701044,139.4081126,139.0491206,139.1548437,142.1057328,142.2069368,142.0937230,141.7261210,141.6323344,136.9967470,136.8754861,136.0021608,135.5063871,134.6473688,137.7817875,136.5540810,136.4899659,139.9508406,135.9643597,136.9967470,137.2333656,137.0894733,137.0573464,137.2389342,136.9562126,136.4899659,137.1004313,135.4011213,135.6000276,137.5956644,135.3278587,135.2978374,135.4029469,135.4482146
973.3333333333,136.3956627,136.1695807,141.7261283,138.7702477,138.6120834,141.6306042,141.9280277,138.8473341,137.4595878,135.7310891,141.9464831,141.7292174,139.6908486,140.2232996,141.1841822,141.1858772,141.2181732,141.6746423,141.8517465,139.4333746,139.0721500,139.2275607,142.2144491,142.3141484,142.1951343,141.8215083,141.7243257,137.0097389,136.8869237,136.0209436,135.5192991,134.6653388,137.8041337,136.5776798,136.5033523,139.9740244,135.9860923,137.0097389,137.2556272,137.1036795,137.0712175,137.2534950,136.9784322,136.5033523,137.1137848,135.4355018,135.6332977,137.6121543,135.3580544,135.3262581,135.4321196,135.4758759
1003.750000000,136.2902368,136.0878818,141.6684758,138.7474689,138.5845068,141.5773326,141.8682262,138.8138546,137.4489449,135.7095041,141.8898312,141.6732752,139.6760473,140.2059326,141.1345393,141.1331650,141.1752223,141.6284117,141.7997650,139.4184181,139.0583707,139.1840711,142.1403660,142.2408186,142.1270266,141.7596037,141.6653000,137.0003927,136.8790585,136.0088079,135.5105812,134.6527294,137.7913916,136.5625029,136.4945258,139.9596511,135.9723052,137.0003927,137.2392768,137.0932412,137.0611656,137.2433574,136.9632920,136.4945258,137.1046487,135.4114045,135.6107573,137.6014604,135.3372114,135.3067469,135.4122878,135.4573260
1034.166666667,136.3223256,136.1097615,141.6794489,138.7495559,138.5874995,141.5870381,141.8800630,138.8180406,137.4502772,135.7135142,141.9008613,141.6838002,139.6780364,140.2081356,141.1428611,141.1422694,141.1819921,141.6364518,141.8094536,139.4202438,139.0600741,139.1906369,142.1568060,142.2571864,142.1416294,141.7718660,141.6766414,137.0024543,136.8806097,136.0109462,135.5122370,134.6553829,137.7925755,136.5649823,136.4960753,139.9618160,135.9744638,137.0024543,137.2431024,137.0956585,137.0634204,137.2453989,136.9662463,136.4960753,137.1064077,135.4164805,135.6151165,137.6031846,135.3414235,135.3106286,135.4161332,135.4607848
1064.583333333,136.2690348,136.0683656,141.6493179,138.7376462,138.5730541,141.5591783,141.8488528,138.8004820,137.4448353,135.7025104,141.8712997,141.6545629,139.6703695,140.1990994,141.1168381,141.1146410,141.1594837,141.6122868,141.7823117,139.4125016,139.0529750,139.1678321,142.1182600,142.2190560,142.1061696,141.7395364,141.6457938,136.9976942,136.8765935,136.0046918,135.5077888,134.6489630,137.7860192,136.5572640,136.4915695,139.9543664,135.9674379,136.9976942,137.2347839,137.0903441,137.0583030,137.2402419,136.9585458,136.4915695,137.1017548,135.4042108,135.6036291,137.5977420,135.3308133,135.3006974,135.4060364,135.4513356
1095.000000000,136.0471711,135.8913131,141.5136697,138.6807064,138.5048353,141.4331448,141.7089853,138.7183918,137.4191401,135.6529898,141.7385710,141.5227669,139.6337913,140.1560043,140.9980900,140.9889549,141.0561565,141.5023930,141.6598448,139.3754728,139.0191265,139.0628305,141.9479722,142.0507640,141.9488325,141.5946511,141.5070665,136.9764430,136.8583549,135.9762492,135.4876884,134.6204045,137.7545291,136.5219774,136.4709410,139.9189185,135.9352065,136.9764430,137.1982175,137.0667956,137.0355267,137.2169562,136.9239610,136.4709410,137.0806081,135.3498576,135.5521796,137.5725711,135.2835397,135.2563505,135.3608177,135.4088162
1125.416666667,136.0020287,135.8505285,141.4738783,138.6611498,138.4819194,141.3955818,141.6686335,138.6914501,137.4109858,135.6389671,141.7000529,141.4839491,139.6220225,140.1418997,140.9616565,140.9507326,141.0239311,141.4691823,141.6237152,139.3633761,139.0081847,139.0297597,141.9013829,142.0049042,141.9050640,141.5528135,141.4665100,136.9708549,136.8532928,135.9679139,135.4820347,134.6127311,137.7439367,136.5115492,136.4649647,139.9077446,135.9255430,136.9708549,137.1889110,137.0607609,137.0295923,137.2105882,136.9143573,136.4649647,137.0747072,135.3352992,135.5378495,137.5651143,135.2706404,135.2441685,135.3482596,135.3968236
1155.833333333,136.0139899,135.8609056,141.4819163,138.6654898,138.4868589,141.4031928,141.6768139,138.6971299,137.4130542,135.6423763,141.7078945,141.4918068,139.6248635,140.1451789,140.9690227,140.9584265,141.0305294,141.4759898,141.6310916,139.3662975,139.0108892,139.0365796,141.9108331,142.0142469,141.9139613,141.5612498,141.4746901,136.9722758,136.8545829,135.9698512,135.4834389,134.6146290,137.7465441,136.5141019,136.4664673,139.9104509,135.9279024,136.9722758,137.1912068,137.0622913,137.0311000,137.2122291,136.9167178,136.4664673,137.0762246,135.3388662,135.5413423,137.5670461,135.2738135,135.2471708,135.3513498,135.3997809
1186.250000000,136.0725646,135.9085249,141.5193288,138.6820147,138.5064420,141.4380879,141.7152644,138.7204851,137.4205072,135.6561581,141.7444441,141.5281970,139.6356252,140.1578112,141.0021148,140.9933639,141.0594781,141.5065524,141.6649466,139.3771846,139.0208171,139.0660767,141.9571252,142.0599774,141.9568943,141.6010681,141.5129177,136.9781820,136.8597245,135.9778218,135.4890636,134.6225238,137.7557753,136.5240161,136.4723048,139.9209009,135.9369855,136.9781820,137.2012095,137.0687963,137.0374138,137.2187648,136.9263315,136.4723048,137.0821895,135.3538268,135.5556132,137.5742467,135.2868839,135.2594537,135.3638989,135.4116224
1216.666666667,135.9383221,135.7988395,141.4335731,138.6430694,138.4606300,141.3579626,141.6272214,138.6661438,137.4027718,135.6240362,141.6606689,141.4447353,139.6098047,140.1276210,140.9259511,140.9130587,140.9926370,141.4361932,141.5872084,139.3511140,138.9970595,138.9979058,141.8515874,141.9557050,141.8588603,141.5099396,141.4253340,136.9643897,136.8476452,135.9592571,135.4759069,134.6041599,137.7337552,136.5007967,136.4585809,139.8957341,135.9156957,136.9643897,137.1780499,137.0536477,137.0226855,137.2034173,136.9039232,136.4585809,137.0681566,135.3190950,135.5223904,137.5571844,135.2564754,135.2308532,135.3346573,135.3839850
1247.083333333,136.2101761,136.0164423,141.5983525,138.7142225,138.5451551,141.5112894,141.7970131,138.7672658,137.4353960,135.6853148,141.8219411,141.6049204,139.6568567,140.1826600,141.0706848,141.0660617,141.1189634,141.5702337,141.7362297,139.3985705,139.0404080,139.1263959,142.0576449,142.1593954,142.0494874,141.6857267,141.5937858,136.9909312,136.8705782,135.9944688,135.5009520,134.6395253,137.7737703,136.5446381,136.4844602,139.9416204,135.9557647,136.9909312,137.2231946,137.0829798,137.0510954,137.2326481,136.9467946,136.4844602,137.0947568,135.3861468,135.5859968,137.5890432,135.3149126,135.2857208,135.3906274,135.4366881
1277.500000000,136.3552101,136.1404087,141.7065835,138.7649429,138.6050460,141.6129279,141.9074322,138.8381348,137.4571816,135.7247152,141.9271672,141.7103746,139.6871915,140.2189375,141.1682759,141.1687205,141.2048809,141.6597261,141.8344027,139.4298475,139.0689700,139.2144467,142.1875268,142.2874847,142.1708170,141.8001151,141.7042113,137.0067965,136.8846311,136.0173641,135.5167476,134.6613992,137.8015277,136.5735028,136.5009154,139.9702747,135.9823844,137.0067965,137.2501463,137.1002802,137.0680149,137.2505158,136.9738581,136.5009154,137.1111740,135.4279029,135.6265064,137.6094310,135.3516596,135.3203358,135.4261821,135.4704645
1307.916666667,136.1827478,136.0012766,141.6007928,138.7185574,138.5499231,141.5143387,141.7985549,138.7723529,137.4360261,135.6847401,141.8236698,141.6074838,139.6579014,140.1844560,141.0750095,141.0702195,141.1233223,141.5734079,141.7386082,139.3999436,139.0414600,139.1312462,142.0560202,142.1574830,142.0489495,141.6874368,141.5961082,136.9899424,136.8700546,135.9945993,135.5005806,134.6385636,137.7754466,136.5447812,136.4842551,139.9422066,135.9560836,136.9899424,137.2212775,137.0816895,137.0499711,137.2318510,136.9460696,136.4842551,137.0941842,135.3843794,135.5850726,137.5889060,135.3136626,135.2846425,135.3897185,135.4360661
1338.333333333,136.3345111,136.1233875,141.6930547,138.7589974,138.5979676,141.6003059,141.8935325,138.8296866,137.4545254,135.7196717,141.9139507,141.6972139,139.6835272,140.2145888,141.1563083,141.1560862,141.1944123,141.6486717,141.8221544,139.4260932,139.0655226,139.2037795,142.1708205,142.2709808,142.1553127,141.7857245,141.6903896,137.0047151,136.8828300,136.0144963,135.5147270,134.6585457,137.7982263,136.5698414,136.4988337,139.9667827,135.9790345,137.0047151,137.2465536,137.0979884,137.0657869,137.2482057,136.9703516,136.4988337,137.1090693,135.4224502,135.6212898,137.6068738,135.3468916,135.3158548,135.4215974,135.4661342
1368.750000000,136.3983336,136.1772073,141.7398694,138.7802593,138.6232489,141.6441715,141.9413768,138.8597675,137.4635646,135.7364717,141.9594983,141.7427972,139.6961597,140.2297710,141.1982805,141.2003061,141.2312448,141.6871915,141.8645538,139.4390939,139.0773723,139.2414351,142.2274591,142.3268463,142.2081102,141.8353037,141.7381791,137.0114598,136.8887450,136.0242321,135.5214163,134.6678792,137.8097138,136.5820876,136.5057497,139.9787445,135.9902807,137.0114598,137.2581565,137.1053743,137.0729927,137.2557491,136.9819032,136.5057497,137.1159789,135.4403465,135.6385832,137.6153848,135.3625905,135.3306231,135.4367500,135.4804737
1399.166666667,136.2911899,136.0899337,141.6719272,138.7500004,138.5873290,141.5807412,141.8715794,138.8169962,137.4499547,135.7108616,141.8931011,141.6766863,139.6773980,140.2075715,141.1380841,141.1367922,141.1785104,141.6315655,141.8029828,139.4198722,139.0596998,139.1875761,142.1436385,142.2440142,142.1302886,141.7630683,141.6687793,137.0008361,136.8795272,136.0096447,135.5111207,134.6533777,137.7928055,136.5636027,136.4951358,139.9608506,135.9733531,137.0008361,137.2399239,137.0936799,137.0616234,137.2439354,136.9641642,136.4951358,137.1052108,135.4126377,135.6120939,137.6022836,135.3383627,135.3078538,135.4134599,135.4584895
1429.583333333,136.2925055,136.0867344,141.6627937,138.7431981,138.5797335,141.5716746,141.8627792,138.8085435,137.4473683,135.7074936,141.8845076,141.6676501,139.6739225,140.2032819,141.1285685,141.1270704,141.1696722,141.6231635,141.7944739,139.4161032,139.0562811,139.1781971,142.1353258,142.2359357,142.1219094,141.7539573,141.6595806,136.9998370,136.8784187,136.0075342,135.5098069,134.6518523,137.7890988,136.5607771,136.4936256,139.9578025,135.9706428,136.9998370,137.2384948,137.0927269,137.0606031,137.2425811,136.9620191,136.4936256,137.1038722,135.4097277,135.6088197,137.6002470,135.3355975,135.3051802,135.4106003,135.4556170
1460.000000000,136.3138119,136.1076160,141.6832333,138.7549198,138.5931205,141.5912292,141.8833102,138.8238767,137.4524522,135.7156132,141.9042507,141.6876770,139.6807324,140.2113900,141.1478798,141.1471507,141.1870786,141.6407542,141.8132536,139.4232652,139.0628770,139.1963087,142.1580857,142.2583441,142.1436127,141.7751728,141.6803389,137.0029133,136.8813046,136.0122568,135.5130642,134.6561511,137.7957821,136.5669936,136.4971373,139.9640674,135.9764463,137.0029133,137.2434616,137.0959805,137.0638509,137.2462331,136.9675004,136.4971373,137.1072908,135.4178966,135.6170444,137.6047754,135.3429457,135.3121574,135.4178426,135.4626162
