pp0130	427348.492	6655185.39	1	1
pp0131	427383.848	6655220.75	1	1
pp0132	427419.203	6655256.1	1	1
pp0133	426931.299	6654754.06	1	1
pp0134	426966.655	6654789.41	1	1
pp0135	427002.01	6654824.77	1	1
pp0136	427037.365	6654860.12	1	1
pp0137	427072.721	6654895.48	1	1
pp0138	427108.076	6654930.83	1	1
pp0139	427125.754	6654944.97	1	1
pp0140	427136.36	6654959.12	1	1
pp0141	427171.716	6654994.47	1	1
pp0142	427207.071	6655029.83	1	1
pp0143	427242.426	6655065.18	1	1
pp0144	427277.782	6655100.54	1	1
pp0145	427313.137	6655135.89	1	1
pp0146	427348.492	6655171.25	1	1
pp0147	427383.848	6655206.6	1	1
pp0148	427419.203	6655241.96	1	1
pp0149	427454.558	6655277.31	1	1
pp0150	426959.584	6654768.2	1	1
pp0151	426994.939	6654803.55	1	1
pp0152	427030.294	6654838.91	1	1
pp0153	427065.65	6654874.26	1	1
pp0154	427101.005	6654909.62	1	1
pp0155	427132.825	6654944.97	1	1
pp0156	427143.431	6654955.58	1	1
pp0157	427164.645	6654973.26	1	1
pp0158	427200.0	6655008.61	1	1
pp0159	427235.355	6655043.97	1	1
pp0160	427270.711	6655079.33	1	1
pp0161	427306.066	6655114.68	1	1
pp0162	427341.421	6655150.04	1	1
pp0163	427376.777	6655185.39	1	1
pp0164	427412.132	6655220.75	1	1
pp0165	427447.487	6655256.1	1	1
pp0166	426945.442	6654739.91	1	1
pp0167	426980.797	6654775.27	1	1
pp0168	427016.152	6654810.62	1	1
pp0169	427051.508	6654845.98	1	1
pp0170	427086.863	6654881.34	1	1
pp0171	427122.218	6654916.69	1	1
pp0172	427150.503	6654948.51	1	1
pp0173	427157.574	6654948.51	1	1
pp0174	427185.858	6654980.33	1	1
pp0175	427221.213	6655015.69	1	1
pp0176	427256.569	6655051.04	1	1
pp0177	427291.924	6655086.4	1	1
pp0178	427327.279	6655121.75	1	1
pp0179	427362.635	6655157.11	1	1
pp0180	427397.99	6655192.46	1	1
pp0181	427433.345	6655227.82	1	1
pp0182	427468.701	6655263.17	1	1
pp0183	426966.655	6654746.98	1	1
pp0184	427002.01	6654782.34	1	1
pp0185	427037.365	6654817.7	1	1
pp0186	427072.721	6654853.05	1	1
pp0187	427108.076	6654888.41	1	1
pp0188	427143.431	6654923.76	1	1
pp0189	427164.645	6654941.44	1	1
pp0190	427175.251	6654952.05	1	1
pp0191	427207.071	6654987.4	1	1
pp0192	427242.426	6655022.76	1	1
pp0193	427277.782	6655058.11	1	1
pp0194	427313.137	6655093.47	1	1
pp0195	427348.492	6655128.82	1	1
pp0196	427383.848	6655164.18	1	1
pp0197	427419.203	6655199.53	1	1
pp0198	427454.558	6655234.89	1	1
pp0199	427489.914	6655270.24	1	1
pp0200	426987.868	6654754.06	1	1
pp0201	427023.223	6654789.41	1	1
pp0202	427058.579	6654824.77	1	1
pp0203	427093.934	6654860.12	1	1
pp0204	427129.289	6654895.48	1	1
pp0205	427164.645	6654930.83	1	1
pp0206	427182.322	6654944.97	1	1
pp0207	427214.142	6654980.33	1	1
pp0208	427249.497	6655015.69	1	1
pp0209	427284.853	6655051.04	1	1
pp0210	427320.208	6655086.4	1	1
pp0211	427355.564	6655121.75	1	1
pp0212	427390.919	6655157.11	1	1
pp0213	427426.274	6655192.46	1	1
pp0214	427461.63	6655227.82	1	1
pp0215	427496.985	6655263.17	1	1
pp0216	426994.939	6654746.98	1	1
pp0217	427030.294	6654782.34	1	1
pp0218	427065.65	6654817.7	1	1
pp0219	427101.005	6654853.05	1	1
pp0220	427136.36	6654888.41	1	1
pp0221	427171.716	6654923.76	1	1
pp0222	427189.393	6654937.9	1	1
pp0223	427221.213	6654973.26	1	1
pp0224	427256.569	6655008.61	1	1
pp0225	427291.924	6655043.97	1	1
pp0226	427327.279	6655079.33	1	1
pp0227	427362.635	6655114.68	1	1
pp0228	427397.99	6655150.04	1	1
pp0229	427433.345	6655185.39	1	1
pp0230	427468.701	6655220.75	1	1
pp0231	427504.056	6655256.1	1	1
pp0232	427002.01	6654739.91	1	1
pp0233	427037.365	6654775.27	1	1
pp0234	427072.721	6654810.62	1	1
pp0235	427108.076	6654845.98	1	1
pp0236	427143.431	6654881.34	1	1
pp0237	427178.787	6654916.69	1	1
pp0238	427196.464	6654930.83	1	1
pp0239	427207.071	6654944.97	1	1
pp0240	427242.426	6654980.33	1	1
pp0241	427277.782	6655015.69	1	1
pp0242	427313.137	6655051.04	1	1
pp0243	427348.492	6655086.4	1	1
pp0244	427383.848	6655121.75	1	1
pp0245	427419.203	6655157.11	1	1
pp0246	427454.558	6655192.46	1	1
pp0247	427489.914	6655227.82	1	1
pp0248	426987.868	6654711.63	1	1
pp0249	427023.223	6654746.98	1	1
pp0250	427058.579	6654782.34	1	1
pp0251	427093.934	6654817.7	1	1
pp0252	427129.289	6654853.05	1	1
pp0253	427164.645	6654888.41	1	1
pp0254	427200.0	6654923.76	1	1
pp0255	427214.142	6654937.9	1	1
pp0256	427249.497	6654973.26	1	1
pp0257	427284.853	6655008.61	1	1
pp0258	427320.208	6655043.97	1	1
pp0259	427355.564	6655079.33	1	1
pp0260	427390.919	6655114.68	1	1
pp0261	427426.274	6655150.04	1	1
pp0262	427461.63	6655185.39	1	1
pp0263	427496.985	6655220.75	1	1
pp0264	427002.01	6654711.63	1	1
pp0265	427037.365	6654746.98	1	1
pp0266	427072.721	6654782.34	1	1
pp0267	427108.076	6654817.7	1	1
pp0268	427143.431	6654853.05	1	1
pp0269	427178.787	6654888.41	1	1
pp0270	427210.607	6654923.76	1	1
pp0271	427228.284	6654937.9	1	1
pp0272	427263.64	6654973.26	1	1
pp0273	427298.995	6655008.61	1	1
pp0274	427334.35	6655043.97	1	1
pp0275	427369.706	6655079.33	1	1
pp0276	427405.061	6655114.68	1	1
pp0277	427440.416	6655150.04	1	1
pp0278	427475.772	6655185.39	1	1
pp0279	427511.127	6655220.75	1	1
pp0280	427023.223	6654718.7	1	1
pp0281	427058.579	6654754.06	1	1
pp0282	427093.934	6654789.41	1	1
pp0283	427129.289	6654824.77	1	1
pp0284	427164.645	6654860.12	1	1
pp0285	427200.0	6654895.48	1	1
pp0286	427217.678	6654909.62	1	1
pp0287	427228.284	6654923.76	1	1
pp0288	427263.64	6654959.12	1	1
pp0289	427295.459	6654994.47	1	1
pp0290	427306.066	6655005.08	1	1
pp0291	427327.279	6655022.76	1	1
pp0292	427362.635	6655058.11	1	1
pp0293	427397.99	6655093.47	1	1
pp0294	427433.345	6655128.82	1	1
pp0295	427468.701	6655164.18	1	1
pp0296	427504.056	6655199.53	1	1
pp0297	427023.223	6654704.56	1	1
pp0298	427058.579	6654739.91	1	1
pp0299	427093.934	6654775.27	1	1
pp0300	427129.289	6654810.62	1	1
pp0301	427164.645	6654845.98	1	1
pp0302	427200.0	6654881.34	1	1
pp0303	427221.213	6654899.01	1	1
pp0304	427231.82	6654909.62	1	1
pp0305	427242.426	6654923.76	1	1
pp0306	427277.782	6654959.12	1	1
pp0307	427298.995	6654976.79	1	1
pp0308	427309.602	6654987.4	1	1
pp0309	427316.673	6655001.54	1	1
pp0310	427334.35	6655015.69	1	1
pp0311	427369.706	6655051.04	1	1
pp0312	427405.061	6655086.4	1	1
pp0313	427440.416	6655121.75	1	1
pp0314	427475.772	6655157.11	1	1
pp0315	427511.127	6655192.46	1	1
pp0316	427037.365	6654704.56	1	1
pp0317	427072.721	6654739.91	1	1
pp0318	427108.076	6654775.27	1	1
pp0319	427143.431	6654810.62	1	1
pp0320	427178.787	6654845.98	1	1
pp0321	427214.142	6654881.34	1	1
pp0322	427242.426	6654913.15	1	1
pp0323	427249.497	6654913.15	1	1
pp0324	427260.104	6654923.76	1	1
pp0325	427267.175	6654937.9	1	1
pp0326	427277.782	6654948.51	1	1
pp0327	427284.853	6654948.51	1	1
pp0328	427295.459	6654959.12	1	1
pp0329	427302.53	6654973.26	1	1
pp0330	427313.137	6654983.87	1	1
pp0331	427320.208	6654983.87	1	1
pp0332	427330.815	6654994.47	1	1
pp0333	427362.635	6655029.83	1	1
pp0334	427397.99	6655065.18	1	1
pp0335	427433.345	6655100.54	1	1
pp0336	427468.701	6655135.89	1	1
pp0337	427504.056	6655171.25	1	1
pp0338	427539.411	6655206.6	1	1
pp0339	427072.721	6654725.77	1	1
pp0340	427108.076	6654761.13	1	1
pp0341	427143.431	6654796.48	1	1
pp0342	427178.787	6654831.84	1	1
pp0343	427214.142	6654867.19	1	1
pp0344	427249.497	6654902.55	1	1
pp0345	427284.853	6654937.9	1	1
pp0346	427316.673	6654973.26	1	1
pp0347	427327.279	6654983.87	1	1
pp0348	427334.35	6654983.87	1	1
pp0349	427344.957	6654994.47	1	1
pp0350	427376.777	6655029.83	1	1
pp0351	427412.132	6655065.18	1	1
pp0352	427447.487	6655100.54	1	1
pp0353	427482.843	6655135.89	1	1
pp0354	427518.198	6655171.25	1	1
pp0355	427553.553	6655206.6	1	1
pp0356	427093.934	6654732.84	1	1
pp0357	427129.289	6654768.2	1	1
pp0358	427164.645	6654803.55	1	1
pp0359	427200.0	6654838.91	1	1
pp0360	427235.355	6654874.26	1	1
pp0361	427270.711	6654909.62	1	1
pp0362	427306.066	6654944.97	1	1
pp0363	427337.886	6654980.33	1	1
pp0364	427348.492	6654990.94	1	1
pp0365	427369.706	6655008.61	1	1
pp0366	427405.061	6655043.97	1	1
pp0367	427440.416	6655079.33	1	1
pp0368	427475.772	6655114.68	1	1
pp0369	427511.127	6655150.04	1	1
pp0370	427546.482	6655185.39	1	1
pp0371	427093.934	6654718.7	1	1
pp0372	427129.289	6654754.06	1	1
pp0373	427164.645	6654789.41	1	1
pp0374	427200.0	6654824.77	1	1
pp0375	427235.355	6654860.12	1	1
pp0376	427270.711	6654895.48	1	1
pp0377	427306.066	6654930.83	1	1
pp0378	427337.886	6654966.19	1	1
pp0379	427348.492	6654976.79	1	1
pp0380	427369.706	6654994.47	1	1
pp0381	427405.061	6655029.83	1	1
pp0382	427440.416	6655065.18	1	1
pp0383	427475.772	6655100.54	1	1
pp0384	427511.127	6655135.89	1	1
pp0385	427546.482	6655171.25	1	1
pp0386	427101.005	6654711.63	1	1
pp0387	427136.36	6654746.98	1	1
pp0388	427171.716	6654782.34	1	1
pp0389	427207.071	6654817.7	1	1
pp0390	427242.426	6654853.05	1	1
pp0391	427277.782	6654888.41	1	1
pp0392	427313.137	6654923.76	1	1
pp0393	427344.957	6654959.12	1	1
pp0394	427355.563	6654969.72	1	1
pp0395	427376.777	6654987.4	1	1
pp0396	427412.132	6655022.76	1	1
pp0397	427447.487	6655058.11	1	1
pp0398	427482.843	6655093.47	1	1
pp0399	427518.198	6655128.82	1	1
pp0400	427553.553	6655164.18	1	1
pp0401	427115.147	6654711.63	1	1
pp0402	427150.503	6654746.98	1	1
pp0403	427185.858	6654782.34	1	1
pp0404	427221.213	6654817.7	1	1
pp0405	427256.569	6654853.05	1	1
pp0406	427291.924	6654888.41	1	1
pp0407	427327.279	6654923.76	1	1
pp0408	427359.099	6654959.12	1	1
pp0409	427376.777	6654973.26	1	1
pp0410	427412.132	6655008.61	1	1
pp0411	427447.487	6655043.97	1	1
pp0412	427482.843	6655079.33	1	1
pp0413	427518.198	6655114.68	1	1
pp0414	427553.553	6655150.04	1	1
pp0415	427122.218	6654704.56	1	1
pp0416	427157.574	6654739.91	1	1
pp0417	427192.929	6654775.27	1	1
pp0418	427228.284	6654810.62	1	1
pp0419	427263.64	6654845.98	1	1
pp0420	427298.995	6654881.34	1	1
pp0421	427334.35	6654916.69	1	1
pp0422	427366.17	6654952.05	1	1
pp0423	427383.848	6654966.19	1	1
pp0424	427419.203	6655001.54	1	1
pp0425	427454.558	6655036.9	1	1
pp0426	427489.914	6655072.25	1	1
pp0427	427525.269	6655107.61	1	1
pp0428	427560.624	6655142.96	1	1
pp0429	427136.36	6654704.56	1	1
pp0430	427171.716	6654739.91	1	1
pp0431	427207.071	6654775.27	1	1
pp0432	427242.426	6654810.62	1	1
pp0433	427277.782	6654845.98	1	1
pp0434	427313.137	6654881.34	1	1
pp0435	427348.492	6654916.69	1	1
pp0436	427376.777	6654948.51	1	1
pp0437	427397.99	6654966.19	1	1
pp0438	427433.345	6655001.54	1	1
pp0439	427468.701	6655036.9	1	1
pp0440	427504.056	6655072.25	1	1
pp0441	427539.411	6655107.61	1	1
pp0442	427574.767	6655142.96	1	1
pp0443	427157.574	6654711.63	1	1
pp0444	427192.929	6654746.98	1	1
pp0445	427228.284	6654782.34	1	1
pp0446	427263.64	6654817.7	1	1
pp0447	427298.995	6654853.05	1	1
pp0448	427334.35	6654888.41	1	1
pp0449	427369.706	6654923.76	1	1
pp0450	427387.383	6654937.9	1	1
pp0451	427419.203	6654973.26	1	1
pp0452	427454.558	6655008.61	1	1
pp0453	427489.914	6655043.97	1	1
pp0454	427518.198	6655075.79	1	1
pp0455	427525.269	6655075.79	1	1
pp0456	427535.876	6655086.4	1	1
pp0457	427542.947	6655100.54	1	1
pp0458	427553.553	6655111.14	1	1
pp0459	427560.624	6655111.14	1	1
pp0460	427571.231	6655121.75	1	1
pp0461	427581.838	6655135.89	1	1
pp0462	427171.716	6654711.63	1	1
pp0463	427207.071	6654746.98	1	1
pp0464	427242.426	6654782.34	1	1
pp0465	427277.782	6654817.7	1	1
pp0466	427313.137	6654853.05	1	1
pp0467	427348.492	6654888.41	1	1
pp0468	427383.848	6654923.76	1	1
pp0469	427397.99	6654937.9	1	1
pp0470	427433.345	6654973.26	1	1
pp0471	427468.701	6655008.61	1	1
pp0472	427496.985	6655040.43	1	1
pp0473	427504.056	6655040.43	1	1
pp0474	427514.663	6655051.04	1	1
pp0475	427521.734	6655065.18	1	1
pp0476	427539.411	6655079.33	1	1
pp0477	427567.696	6655111.14	1	1
pp0478	427574.767	6655111.14	1	1
pp0479	427585.373	6655121.75	1	1
pp0480	427595.98	6655135.89	1	1
pp0481	427192.929	6654718.7	1	1
pp0482	427228.284	6654754.06	1	1
pp0483	427263.64	6654789.41	1	1
pp0484	427298.995	6654824.77	1	1
pp0485	427334.35	6654860.12	1	1
pp0486	427369.706	6654895.48	1	1
pp0487	427390.919	6654913.15	1	1
pp0488	427401.525	6654923.76	1	1
pp0489	427433.345	6654959.12	1	1
pp0490	427468.701	6654994.47	1	1
pp0491	427489.914	6655012.15	1	1
pp0492	427500.52	6655022.76	1	1
pp0493	427511.127	6655036.9	1	1
pp0494	427546.482	6655072.25	1	1
pp0495	427581.838	6655107.61	1	1
pp0496	427599.515	6655121.75	1	1
pp0497	427610.122	6655135.89	1	1
pp0498	427214.142	6654725.77	1	1
pp0499	427249.497	6654761.13	1	1
pp0500	427284.853	6654796.48	1	1
pp0501	427320.208	6654831.84	1	1
pp0502	427355.563	6654867.19	1	1
pp0503	427390.919	6654902.55	1	1
pp0504	427405.061	6654916.69	1	1
pp0505	427440.416	6654952.05	1	1
pp0506	427475.772	6654987.4	1	1
pp0507	427493.449	6655001.54	1	1
pp0508	427504.056	6655015.69	1	1
pp0509	427539.411	6655051.04	1	1
pp0510	427574.767	6655086.4	1	1
pp0511	427606.586	6655121.75	1	1
pp0512	427617.193	6655132.36	1	1
pp0513	427207.071	6654704.56	1	1
pp0514	427242.426	6654739.91	1	1
pp0515	427277.782	6654775.27	1	1
pp0516	427313.137	6654810.62	1	1
pp0517	427348.492	6654845.98	1	1
pp0518	427383.848	6654881.34	1	1
pp0519	427405.061	6654899.01	1	1
pp0520	427415.668	6654909.62	1	1
pp0521	427447.487	6654944.97	1	1
pp0522	427482.843	6654980.33	1	1
pp0523	427500.52	6654994.47	1	1
pp0524	427532.34	6655029.83	1	1
pp0525	427567.696	6655065.18	1	1
pp0526	427603.051	6655100.54	1	1
pp0527	427221.213	6654704.56	1	1
pp0528	427256.569	6654739.91	1	1
pp0529	427291.924	6654775.27	1	1
pp0530	427327.279	6654810.62	1	1
pp0531	427362.635	6654845.98	1	1
pp0532	427397.99	6654881.34	1	1
pp0533	427419.203	6654899.01	1	1
pp0534	427447.487	6654930.83	1	1
pp0535	427482.843	6654966.19	1	1
pp0536	427500.52	6654980.33	1	1
pp0537	427511.127	6654994.47	1	1
pp0538	427546.482	6655029.83	1	1
pp0539	427581.838	6655065.18	1	1
pp0540	427617.193	6655100.54	1	1
pp0541	427242.426	6654711.63	1	1
pp0542	427277.782	6654746.98	1	1
pp0543	427313.137	6654782.34	1	1
pp0544	427348.492	6654817.7	1	1
pp0545	427383.848	6654853.05	1	1
pp0546	427419.203	6654888.41	1	1
pp0547	427429.81	6654902.55	1	1
pp0548	427447.487	6654916.69	1	1
pp0549	427475.772	6654948.51	1	1
pp0550	427482.843	6654948.51	1	1
pp0551	427493.449	6654959.12	1	1
pp0552	427500.52	6654973.26	1	1
pp0553	427518.198	6654987.4	1	1
pp0554	427553.553	6655022.76	1	1
pp0555	427588.909	6655058.11	1	1
pp0556	427624.264	6655093.47	1	1
pp0557	427256.569	6654711.63	1	1
pp0558	427291.924	6654746.98	1	1
pp0559	427327.279	6654782.34	1	1
pp0560	427362.635	6654817.7	1	1
pp0561	427397.99	6654853.05	1	1
pp0562	427433.345	6654888.41	1	1
pp0563	427443.952	6654902.55	1	1
pp0564	427461.63	6654916.69	1	1
pp0565	427472.236	6654930.83	1	1
pp0566	427482.843	6654941.44	1	1
pp0567	427504.056	6654959.12	1	1
pp0568	427539.411	6654994.47	1	1
pp0569	427574.767	6655029.83	1	1
pp0570	427610.122	6655065.18	1	1
pp0571	427263.64	6654704.56	1	1
pp0572	427298.995	6654739.91	1	1
pp0573	427334.35	6654775.27	1	1
pp0574	427369.706	6654810.62	1	1
pp0575	427405.061	6654845.98	1	1
pp0576	427440.416	6654881.34	1	1
pp0577	427458.094	6654895.48	1	1
pp0578	427465.165	6654909.62	1	1
pp0579	427475.772	6654920.23	1	1
pp0580	427496.985	6654937.9	1	1
pp0581	427532.34	6654973.26	1	1
pp0582	427567.696	6655008.61	1	1
pp0583	427603.051	6655043.97	1	1
pp0584	427277.782	6654704.56	1	1
pp0585	427313.137	6654739.91	1	1
pp0586	427348.492	6654775.27	1	1
pp0587	427383.848	6654810.62	1	1
pp0588	427419.203	6654845.98	1	1
pp0589	427454.558	6654881.34	1	1
pp0590	427489.914	6654916.69	1	1
pp0591	427525.269	6654952.05	1	1
pp0592	427560.624	6654987.4	1	1
pp0593	427595.98	6655022.76	1	1
pp0594	427291.924	6654704.56	1	1
pp0595	427327.279	6654739.91	1	1
pp0596	427362.635	6654775.27	1	1
pp0597	427397.99	6654810.62	1	1
pp0598	427433.345	6654845.98	1	1
pp0599	427468.701	6654881.34	1	1
pp0600	427504.056	6654916.69	1	1
pp0601	427539.411	6654952.05	1	1
pp0602	427574.767	6654987.4	1	1
pp0603	427610.122	6655022.76	1	1
pp0604	427327.279	6654725.77	1	1
pp0605	427362.635	6654761.13	1	1
pp0606	427397.99	6654796.48	1	1
pp0607	427433.345	6654831.84	1	1
pp0608	427468.701	6654867.19	1	1
pp0609	427504.056	6654902.55	1	1
pp0610	427539.411	6654937.9	1	1
pp0611	427574.767	6654973.26	1	1
pp0612	427320.208	6654704.56	1	1
pp0613	427355.563	6654739.91	1	1
pp0614	427390.919	6654775.27	1	1
pp0615	427426.274	6654810.62	1	1
pp0616	427461.63	6654845.98	1	1
pp0617	427496.985	6654881.34	1	1
pp0618	427532.34	6654916.69	1	1
pp0619	427567.696	6654952.05	1	1
pp0620	427362.635	6654732.84	1	1
pp0621	427397.99	6654768.2	1	1
pp0622	427433.345	6654803.55	1	1
pp0623	427369.706	6654725.77	1	1
pp0624	427405.061	6654761.13	1	1
pp0625	427362.635	6654704.56	1	1
pp0626	427397.99	6654739.91	1	1
