days,vol_upper,vol_lower,vol_drain,vol_macro,del_vol_upper,del_vol_lower,del_vol_drain,del_vol_macro,rainfall,irrigation,drain_upper,macro_upper,drain_lower,overflow_lower,total_rech,gw_withdrawal,net_recharge,runoff,pot_evap_upper,evap_upper,pot_evap_lower,evap_lower,gw_pot_evap,balance,elevation,depth-to-water,
0,0.1000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.148683,-1.148683
31,7.2061486E-02,0.000000,8.7765155E-03,0.000000,-2.7938514E-02,0.000000,8.7765155E-03,0.000000,3.6700000E-02,0.000000,5.5356017E-02,0.000000,0.000000,0.000000,5.5356017E-02,0.000000,5.5356017E-02,0.000000,8.5000000E-03,5.0598055E-04,0.000000,0.000000,7.9940195E-03,-5.2041704E-18,0.9494511,-0.9494511
60,5.8728628E-02,0.000000,4.1367720E-03,0.000000,-1.3332859E-02,0.000000,-4.6397435E-03,0.000000,2.8500000E-02,0.000000,4.6053034E-02,0.000000,0.000000,0.000000,4.6053034E-02,0.000000,4.6053034E-02,0.000000,7.5000000E-03,4.1956809E-04,0.000000,0.000000,7.0804319E-03,-1.2836954E-16,0.8444770,-0.8444770
91,6.5980386E-02,0.000000,4.3245474E-03,0.000000,7.2517582E-03,0.000000,1.8777537E-04,0.000000,3.5400000E-02,0.000000,2.7172522E-02,0.000000,0.000000,0.000000,2.7172522E-02,0.000000,2.7172522E-02,0.000000,1.5700000E-02,7.8794453E-04,0.000000,0.000000,1.4912055E-02,-1.1633489E-16,0.9025602,-0.9025602
121,7.8142794E-02,0.000000,9.6041052E-03,0.000000,1.2162408E-02,0.000000,5.2795578E-03,0.000000,6.5100000E-02,0.000000,4.5835031E-02,0.000000,0.000000,0.000000,4.5835031E-02,0.000000,4.5835031E-02,0.000000,3.1200000E-02,1.8230032E-03,0.000000,0.000000,2.9376997E-02,4.6837534E-17,0.9949066,-0.9949066
152,8.8767489E-02,0.000000,2.7679352E-02,0.000000,1.0624694E-02,0.000000,1.8075246E-02,0.000000,9.1100000E-02,0.000000,5.8589940E-02,0.000000,0.000000,0.000000,5.8589940E-02,0.000000,5.8589940E-02,0.000000,6.3700000E-02,3.8101191E-03,0.000000,0.000000,5.9889881E-02,6.2450045E-17,1.071351,-1.071351
182,6.8246023E-02,0.000000,7.9946923E-03,0.000000,-2.0521466E-02,0.000000,-1.9684659E-02,0.000000,3.9400000E-02,0.000000,7.5669188E-02,0.000000,0.000000,0.000000,7.5669188E-02,0.000000,7.5669188E-02,0.000000,6.6400000E-02,3.9369370E-03,0.000000,0.000000,6.2463063E-02,-1.5959456E-16,0.9202102,-0.9202102
213,7.2503303E-02,0.000000,8.2400327E-03,0.000000,4.2572799E-03,0.000000,2.4534041E-04,0.000000,0.1110000,0.000000,0.1013010,0.000000,0.000000,0.000000,0.1013010,0.000000,0.1013010,0.000000,8.0400000E-02,5.1963807E-03,0.000000,0.000000,7.5203619E-02,3.9898640E-17,0.9527997,-0.9527997
244,8.7234611E-02,0.000000,2.6551262E-02,0.000000,1.4731308E-02,0.000000,1.8311229E-02,0.000000,0.1204000,0.000000,8.2363966E-02,0.000000,0.000000,0.000000,8.2363966E-02,0.000000,8.2363966E-02,0.000000,7.4500000E-02,4.9934959E-03,0.000000,0.000000,6.9506504E-02,1.5959456E-16,1.060534,-1.060534
274,6.7839473E-02,0.000000,5.4342422E-03,0.000000,-1.9395138E-02,0.000000,-2.1117020E-02,0.000000,2.4800000E-02,0.000000,6.2757860E-02,0.000000,0.000000,0.000000,6.2757860E-02,0.000000,6.2757860E-02,0.000000,4.6800000E-02,2.5542984E-03,0.000000,0.000000,4.4245702E-02,-8.6736174E-17,0.9170593,-0.9170593
