1,1,177,380,1.7688778,2.0,0.001,142.6419,1.0,86.4,0.03,1,1.0,0,orbacken_sfr_1
2,1,177,379,2.27321778,2.0,0.001,142.5888,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
3,1,177,378,0.06908705,2.0,0.001,142.5533,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
4,1,176,378,2.20413073,2.0,0.001,142.5138,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
5,1,176,377,2.06296124,2.0,0.001,142.4699,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
6,1,175,377,0.18910415,2.0,0.001,142.459,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
7,1,175,376,2.21680877,2.0,0.001,142.4527,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
8,1,175,375,2.21680877,2.0,0.001,142.4526,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
9,1,175,374,0.01417955,2.0,0.001,142.4525,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
10,1,174,374,2.20262923,2.0,0.001,142.4524,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
11,1,174,373,2.21680877,2.0,0.001,142.4523,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
12,1,174,372,0.21746325,2.0,0.001,142.4522,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
13,1,173,372,2.00586765,2.0,0.001,142.4521,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
14,1,173,371,2.24752246,2.0,0.001,142.452,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
15,1,172,371,0.06180337,2.0,0.001,142.4519,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
16,1,172,370,2.30932584,2.0,0.001,142.4518,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
17,1,172,369,1.62926181,2.0,0.001,142.4517,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
18,1,171,369,0.68006403,2.0,0.001,142.4415,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
19,1,171,368,2.30932584,2.0,0.001,142.3638,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
20,1,171,367,1.27978593,2.0,0.001,142.3441,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
21,1,170,367,0.89548607,2.0,0.001,142.344,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
22,1,170,366,2.17153106,2.0,0.001,142.3439,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
23,1,170,365,2.10888508,2.0,0.001,142.3438,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
24,1,170,364,0.48668113,2.0,0.001,142.3437,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
25,1,169,364,2.4253727,2.0,0.001,142.3436,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
26,1,169,363,0.16288151,2.0,0.001,142.3435,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
27,1,168,363,2.28979784,2.0,0.001,142.3434,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
28,1,167,363,1.85493423,2.0,0.001,142.3433,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
29,1,167,362,0.36472007,2.0,0.001,142.3432,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
30,1,166,362,2.21965431,2.0,0.001,142.3431,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
31,1,165,362,2.02675217,2.0,0.001,142.343,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
32,1,165,361,0.19290214,2.0,0.001,142.3429,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
33,1,164,361,2.80081851,2.0,0.001,142.2623,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
34,1,163,361,0.11425453,2.0,0.001,142.1923,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
35,1,163,360,2.41619572,2.0,0.001,142.1683,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
36,1,163,359,1.033972,2.0,0.001,142.1682,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
37,1,162,359,1.3523415,2.0,0.001,142.1613,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
38,1,162,358,2.08032722,2.0,0.001,142.1612,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
39,1,162,357,0.11448925,2.0,0.001,142.1611,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
40,1,163,357,1.96583797,2.0,0.001,142.161,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
41,1,163,356,2.08032722,2.0,0.001,142.1609,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
42,1,163,355,2.08032722,2.0,0.001,142.1608,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
43,1,163,354,1.14096976,2.0,0.001,142.1607,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
44,1,164,354,0.93616246,2.0,0.001,142.1606,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
45,1,164,353,2.00135771,2.0,0.001,142.1327,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
46,1,164,352,2.00135771,2.0,0.001,142.0706,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
47,1,164,351,0.65956575,2.0,0.001,142.0552,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
48,1,163,351,1.36915338,2.0,0.001,142.0551,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
49,1,163,350,2.03223821,2.0,0.001,142.055,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
50,1,163,349,2.03223821,2.0,0.001,142.0549,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
51,1,163,348,2.03897336,2.0,0.001,142.0548,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
52,1,163,347,2.06297876,2.0,0.001,142.0547,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
53,1,163,346,0.56190338,2.0,0.001,142.0546,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
54,1,162,346,1.50107539,2.0,0.001,142.0545,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
55,1,162,345,2.08759095,2.0,0.001,142.0544,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
56,1,162,344,2.10731088,2.0,0.001,142.0543,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
57,1,162,343,1.18853971,2.0,0.001,142.0542,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
58,1,161,343,0.91877118,2.0,0.001,142.0541,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
59,1,161,342,2.10731088,2.0,0.001,142.054,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
60,1,161,341,2.10731088,2.0,0.001,142.0539,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
61,1,161,340,1.2149142,2.0,0.001,142.0538,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
62,1,160,340,0.89239668,2.0,0.001,142.0537,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
63,1,160,339,2.10731088,2.0,0.001,142.0536,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
64,1,160,338,2.10372807,2.0,0.001,142.0535,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
65,1,160,337,1.49971625,2.0,0.001,142.0534,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
66,1,159,337,0.57678488,2.0,0.001,142.0413,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
67,1,159,336,2.06310835,2.0,0.001,142.0412,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
68,1,159,335,2.00799842,2.0,0.001,142.0411,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
69,1,159,334,2.00799842,2.0,0.001,142.041,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
70,1,159,333,2.00799842,2.0,0.001,142.0409,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
71,1,159,332,0.22060084,2.0,0.001,142.0408,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_1
72,1,159,332,0.05108157,2.0,0.001,142.0407,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_2
73,1,160,332,1.78562222,2.0,0.001,142.0406,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_2
74,1,160,331,2.06339001,2.0,0.001,142.0405,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_2
75,1,160,330,2.06339001,2.0,0.001,142.0404,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_2
76,1,160,329,2.06339001,2.0,0.001,142.0403,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_2
77,1,160,328,0.15544539,2.0,0.001,142.0402,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_2
78,1,161,328,1.90794462,2.0,0.001,142.0401,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_2
79,1,161,327,2.06339001,2.0,0.001,142.04,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_2
80,1,161,326,2.06339001,2.0,0.001,142.0399,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_2
81,1,161,325,2.06339001,2.0,0.001,142.0398,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_2
82,1,161,324,0.03312299,2.0,0.001,142.0397,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_2
83,1,162,324,2.03026702,2.0,0.001,142.0396,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_2
84,1,162,323,2.06339001,2.0,0.001,142.0395,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_2
85,1,162,322,2.06339001,2.0,0.001,142.0394,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_2
86,1,162,321,1.9741906,2.0,0.001,142.0393,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_2
87,1,163,321,0.08919941,2.0,0.001,142.0392,1.0,86.4,0.03,2,1.0,0,orbacken_sfr_2
